candidate_count,canonical_smiles_rdkit,chembl_activity_id,chembl_molecule_id,chembl_original_relation,chembl_original_units,chembl_original_value,chembl_standard_relation,chembl_standard_units,chembl_standard_value,evidence_label,id_equal,match_status,numeric_equal,secondary_exact_id_candidates,secondary_parent_id_candidates,tdc_id,tdc_raw_smiles,tdc_row,tdc_y
1,CS(=O)(=O)c1ccc(-c2nnc(/C=C/c3nnc(-c4ccc(C#N)cc4)o3)n2-c2ccccc2Cl)nc1,14758758,CHEMBL2325503,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,"[{""activity_id"": 14758758, ""canonical_smiles_rdkit"": ""CS(=O)(=O)c1ccc(-c2nnc(/C=C/c3nnc(-c4ccc(C#N)cc4)o3)n2-c2ccccc2Cl)nc1"", ""identifier"": ""CHEMBL2325503"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 36, ""standard_relation"": ""<"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.0""}]","[{""activity_id"": 14758758, ""canonical_smiles_rdkit"": ""CS(=O)(=O)c1ccc(-c2nnc(/C=C/c3nnc(-c4ccc(C#N)cc4)o3)n2-c2ccccc2Cl)nc1"", ""identifier"": ""CHEMBL2325503"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 36, ""standard_relation"": ""<"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.0""}]",CHEMBL2325503,CS(=O)(=O)c1ccc(-c2nnc(/C=C/c3nnc(-c4ccc(C#N)cc4)o3)n2-c2ccccc2Cl)nc1,346,3.0
1,COc1ccccc1S(=O)(=O)NC(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,14758764,CHEMBL2171040,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,"[{""activity_id"": 14758764, ""canonical_smiles_rdkit"": ""COc1ccccc1S(=O)(=O)NC(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1"", ""identifier"": ""CHEMBL2171040"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 42, ""standard_relation"": ""<"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.0""}]","[{""activity_id"": 14758764, ""canonical_smiles_rdkit"": ""COc1ccccc1S(=O)(=O)NC(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1"", ""identifier"": ""CHEMBL2171040"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 42, ""standard_relation"": ""<"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.0""}]",CHEMBL2171040,COc1ccccc1S(=O)(=O)NC(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,347,3.0
1,CNC(=O)Cc1ccc2c(=O)cc(-c3cccnc3)[nH]c2c1,14758814,CHEMBL1645494,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,"[{""activity_id"": 14758814, ""canonical_smiles_rdkit"": ""CNC(=O)Cc1ccc2c(=O)cc(-c3cccnc3)[nH]c2c1"", ""identifier"": ""CHEMBL1645494"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 92, ""standard_relation"": ""<"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.0""}]","[{""activity_id"": 14758814, ""canonical_smiles_rdkit"": ""CNC(=O)Cc1ccc2c(=O)cc(-c3cccnc3)[nH]c2c1"", ""identifier"": ""CHEMBL1645494"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 92, ""standard_relation"": ""<"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.0""}]",CHEMBL1645494,CNC(=O)Cc1ccc2c(=O)cc(-c3cccnc3)[nH]c2c1,348,3.0
1,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)c4ccc(S(C)(=O)=O)cc34)CC2)c1Cl,14758755,CHEMBL2207283,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,"[{""activity_id"": 14758755, ""canonical_smiles_rdkit"": ""Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)c4ccc(S(C)(=O)=O)cc34)CC2)c1Cl"", ""identifier"": ""CHEMBL2207283"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 33, ""standard_relation"": ""<"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.0""}]","[{""activity_id"": 14758755, ""canonical_smiles_rdkit"": ""Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)c4ccc(S(C)(=O)=O)cc34)CC2)c1Cl"", ""identifier"": ""CHEMBL2207283"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 33, ""standard_relation"": ""<"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.0""}]",CHEMBL2207283,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)c4ccc(S(C)(=O)=O)cc34)CC2)c1Cl,349,3.0
1,Cc1c(Sc2ccc(Cl)cc2)c2c(-c3ccccc3)cccc2n1CC(=O)O,14758794,CHEMBL1917438,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,"[{""activity_id"": 14758794, ""canonical_smiles_rdkit"": ""Cc1c(Sc2ccc(Cl)cc2)c2c(-c3ccccc3)cccc2n1CC(=O)O"", ""identifier"": ""CHEMBL1917438"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 72, ""standard_relation"": ""<"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.0""}]","[{""activity_id"": 14758794, ""canonical_smiles_rdkit"": ""Cc1c(Sc2ccc(Cl)cc2)c2c(-c3ccccc3)cccc2n1CC(=O)O"", ""identifier"": ""CHEMBL1917438"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 72, ""standard_relation"": ""<"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.0""}]",CHEMBL1917438,Cc1c(Sc2ccc(Cl)cc2)c2c(-c3ccccc3)cccc2n1CC(=O)O,350,3.0
1,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,14758721,CHEMBL1164729,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,"[{""activity_id"": 14758721, ""canonical_smiles_rdkit"": ""Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O"", ""identifier"": ""CHEMBL1164729"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 1, ""standard_relation"": ""<"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.0""}]","[{""activity_id"": 14758721, ""canonical_smiles_rdkit"": ""Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O"", ""identifier"": ""CHEMBL1164729"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 1, ""standard_relation"": ""<"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.0""}]",CHEMBL1164729,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,351,3.0
1,Cc1ccc2c(c1)c(-c1ccnc3c(F)cccc13)c(C)n2CC(=O)O,14758785,CHEMBL213854,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,"[{""activity_id"": 14758785, ""canonical_smiles_rdkit"": ""Cc1ccc2c(c1)c(-c1ccnc3c(F)cccc13)c(C)n2CC(=O)O"", ""identifier"": ""CHEMBL213854"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 63, ""standard_relation"": ""<"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.0""}]","[{""activity_id"": 14758785, ""canonical_smiles_rdkit"": ""Cc1ccc2c(c1)c(-c1ccnc3c(F)cccc13)c(C)n2CC(=O)O"", ""identifier"": ""CHEMBL213854"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 63, ""standard_relation"": ""<"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.0""}]",CHEMBL213854,Cc1ccc2c(c1)c(-c1ccnc3c(F)cccc13)c(C)n2CC(=O)O,352,3.0
1,NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(N)=O,14758804,CHEMBL257167,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,"[{""activity_id"": 14758804, ""canonical_smiles_rdkit"": ""NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(N)=O"", ""identifier"": ""CHEMBL257167"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 82, ""standard_relation"": ""<"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.0""}]","[{""activity_id"": 14758804, ""canonical_smiles_rdkit"": ""NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(N)=O"", ""identifier"": ""CHEMBL257167"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 82, ""standard_relation"": ""<"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.0""}]",CHEMBL257167,NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(N)=O,353,3.0
1,Cc1cc(N(C)S(C)(=O)=O)ccc1-c1cc(C(F)(F)F)ccc1OCC(=O)O,14758821,CHEMBL1778633,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,"[{""activity_id"": 14758821, ""canonical_smiles_rdkit"": ""Cc1cc(N(C)S(C)(=O)=O)ccc1-c1cc(C(F)(F)F)ccc1OCC(=O)O"", ""identifier"": ""CHEMBL1778633"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 99, ""standard_relation"": ""<"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.0""}]","[{""activity_id"": 14758821, ""canonical_smiles_rdkit"": ""Cc1cc(N(C)S(C)(=O)=O)ccc1-c1cc(C(F)(F)F)ccc1OCC(=O)O"", ""identifier"": ""CHEMBL1778633"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 99, ""standard_relation"": ""<"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.0""}]",CHEMBL1778633,Cc1cc(N(C)S(C)(=O)=O)ccc1-c1cc(C(F)(F)F)ccc1OCC(=O)O,354,3.0
1,O=C(O)[C@H](Cc1ccc(F)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)cc3Cl)CC2)CC1,14758893,CHEMBL2158779,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,"[{""activity_id"": 14758893, ""canonical_smiles_rdkit"": ""O=C(O)[C@H](Cc1ccc(F)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)cc3Cl)CC2)CC1"", ""identifier"": ""CHEMBL2158779"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 171, ""standard_relation"": ""<"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.0""}]","[{""activity_id"": 14758893, ""canonical_smiles_rdkit"": ""O=C(O)[C@H](Cc1ccc(F)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)cc3Cl)CC2)CC1"", ""identifier"": ""CHEMBL2158779"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 171, ""standard_relation"": ""<"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.0""}]",CHEMBL2158779,O=C(O)[C@H](Cc1ccc(F)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)cc3Cl)CC2)CC1,355,3.0
1,Cc1cc(NS(=O)(=O)c2ccc(Cl)cc2)no1,14758916,CHEMBL594684,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,"[{""activity_id"": 14758916, ""canonical_smiles_rdkit"": ""Cc1cc(NS(=O)(=O)c2ccc(Cl)cc2)no1"", ""identifier"": ""CHEMBL594684"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 194, ""standard_relation"": ""<"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.0""}]","[{""activity_id"": 14758916, ""canonical_smiles_rdkit"": ""Cc1cc(NS(=O)(=O)c2ccc(Cl)cc2)no1"", ""identifier"": ""CHEMBL594684"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 194, ""standard_relation"": ""<"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.0""}]",CHEMBL594684,Cc1cc(NS(=O)(=O)c2ccc(Cl)cc2)no1,356,3.0
1,O=C(NS(=O)(=O)c1ccccc1Cl)c1ccc[nH]1,14758920,CHEMBL1519272,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,"[{""activity_id"": 14758920, ""canonical_smiles_rdkit"": ""O=C(NS(=O)(=O)c1ccccc1Cl)c1ccc[nH]1"", ""identifier"": ""CHEMBL1519272"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 198, ""standard_relation"": ""<"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.0""}]","[{""activity_id"": 14758920, ""canonical_smiles_rdkit"": ""O=C(NS(=O)(=O)c1ccccc1Cl)c1ccc[nH]1"", ""identifier"": ""CHEMBL1519272"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 198, ""standard_relation"": ""<"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.0""}]",CHEMBL1519272,O=C(NS(=O)(=O)c1ccccc1Cl)c1ccc[nH]1,357,3.0
1,Cc1ccc(CO)cc1N(c1ccnc(Nc2cc(N3CCOCC3)cc(S(C)(=O)=O)c2)n1)C(C)C,14766502,CHEMBL1738764,>,microL/min/mg,150.0,>,mL.min-1.g-1,150.0,OBSERVED,True,MATCHED,True,"[{""activity_id"": 14766502, ""canonical_smiles_rdkit"": ""Cc1ccc(CO)cc1N(c1ccnc(Nc2cc(N3CCOCC3)cc(S(C)(=O)=O)c2)n1)C(C)C"", ""identifier"": ""CHEMBL1738764"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 951, ""standard_relation"": "">"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""150.0""}]","[{""activity_id"": 14766502, ""canonical_smiles_rdkit"": ""Cc1ccc(CO)cc1N(c1ccnc(Nc2cc(N3CCOCC3)cc(S(C)(=O)=O)c2)n1)C(C)C"", ""identifier"": ""CHEMBL1738764"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 951, ""standard_relation"": "">"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""150.0""}]",CHEMBL1738764,Cc1ccc(CO)cc1N(c1ccnc(Nc2cc(N3CCOCC3)cc(S(C)(=O)=O)c2)n1)C(C)C,358,150.0
1,COc1ccc2nc(C)cc(OCC(=O)NCc3ccccc3)c2c1,14766512,CHEMBL2098183,>,microL/min/mg,150.0,>,mL.min-1.g-1,150.0,OBSERVED,True,MATCHED,True,"[{""activity_id"": 14766512, ""canonical_smiles_rdkit"": ""COc1ccc2nc(C)cc(OCC(=O)NCc3ccccc3)c2c1"", ""identifier"": ""CHEMBL2098183"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 961, ""standard_relation"": "">"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""150.0""}]","[{""activity_id"": 14766512, ""canonical_smiles_rdkit"": ""COc1ccc2nc(C)cc(OCC(=O)NCc3ccccc3)c2c1"", ""identifier"": ""CHEMBL2098183"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 961, ""standard_relation"": "">"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""150.0""}]",CHEMBL2098183,COc1ccc2nc(C)cc(OCC(=O)NCc3ccccc3)c2c1,359,150.0
1,[O-][S+](c1ccccc1)c1ccc2nnnn2n1,14766536,CHEMBL271023,>,microL/min/mg,150.0,>,mL.min-1.g-1,150.0,OBSERVED,True,MATCHED,True,"[{""activity_id"": 14766536, ""canonical_smiles_rdkit"": ""[O-][S+](c1ccccc1)c1ccc2nnnn2n1"", ""identifier"": ""CHEMBL271023"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 985, ""standard_relation"": "">"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""150.0""}]","[{""activity_id"": 14766536, ""canonical_smiles_rdkit"": ""[O-][S+](c1ccccc1)c1ccc2nnnn2n1"", ""identifier"": ""CHEMBL271023"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 985, ""standard_relation"": "">"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""150.0""}]",CHEMBL271023,[O-][S+](c1ccccc1)c1ccc2nnnn2n1,360,150.0
1,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,14761244,CHEMBL1297,,microL/min/mg,10.23,,mL.min-1.g-1,10.23,OBSERVED,True,MATCHED,True,"[{""activity_id"": 14761244, ""canonical_smiles_rdkit"": ""CC(C(=O)O)c1cccc(Oc2ccccc2)c1"", ""identifier"": ""CHEMBL1297"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 413, ""standard_relation"": null, ""standard_units"": ""mL.min-1.g-1"", ""target"": ""10.23""}]","[{""activity_id"": 14761244, ""canonical_smiles_rdkit"": ""CC(C(=O)O)c1cccc(Oc2ccccc2)c1"", ""identifier"": ""CHEMBL1297"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 413, ""standard_relation"": null, ""standard_units"": ""mL.min-1.g-1"", ""target"": ""10.23""}]",CHEMBL1297,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,361,10.23
1,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,14769802,CHEMBL70972,,microL/min/mg,3.0,,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,"[{""activity_id"": 14769802, ""canonical_smiles_rdkit"": ""CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O"", ""identifier"": ""CHEMBL70972"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_01000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 17, ""standard_relation"": null, ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.0""}]","[{""activity_id"": 14769802, ""canonical_smiles_rdkit"": ""CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O"", ""identifier"": ""CHEMBL70972"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_01000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 17, ""standard_relation"": null, ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.0""}]",CHEMBL70972,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,362,3.0
1,COCCNCc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1,14769812,CHEMBL452273,,microL/min/mg,3.0,,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,"[{""activity_id"": 14769812, ""canonical_smiles_rdkit"": ""COCCNCc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1"", ""identifier"": ""CHEMBL452273"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_01000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 27, ""standard_relation"": null, ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.0""}]","[{""activity_id"": 14769812, ""canonical_smiles_rdkit"": ""COCCNCc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1"", ""identifier"": ""CHEMBL452273"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_01000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 27, ""standard_relation"": null, ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.0""}]",CHEMBL452273,COCCNCc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1,363,3.0
1,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,14769834,CHEMBL1144,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,"[{""activity_id"": 14769834, ""canonical_smiles_rdkit"": ""CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21"", ""identifier"": ""CHEMBL1144"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_01000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 48, ""standard_relation"": ""<"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.0""}]","[{""activity_id"": 14769834, ""canonical_smiles_rdkit"": ""CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21"", ""identifier"": ""CHEMBL1144"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_01000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 48, ""standard_relation"": ""<"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.0""}]",CHEMBL1144,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,364,3.0
1,O=C(NCC1(O)CCCCCC1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,14769876,CHEMBL560423,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,"[{""activity_id"": 14769876, ""canonical_smiles_rdkit"": ""O=C(NCC1(O)CCCCCC1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl"", ""identifier"": ""CHEMBL560423"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_01000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 89, ""standard_relation"": ""<"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.0""}]","[{""activity_id"": 14769876, ""canonical_smiles_rdkit"": ""O=C(NCC1(O)CCCCCC1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl"", ""identifier"": ""CHEMBL560423"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_01000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 89, ""standard_relation"": ""<"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.0""}]",CHEMBL560423,O=C(NCC1(O)CCCCCC1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,365,3.0
1,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccc(F)cc1,14769877,CHEMBL1689127,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,"[{""activity_id"": 14769877, ""canonical_smiles_rdkit"": ""C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccc(F)cc1"", ""identifier"": ""CHEMBL1689127"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_01000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 90, ""standard_relation"": ""<"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.0""}]","[{""activity_id"": 14769877, ""canonical_smiles_rdkit"": ""C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccc(F)cc1"", ""identifier"": ""CHEMBL1689127"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_01000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 90, ""standard_relation"": ""<"", ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.0""}]",CHEMBL1689127,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccc(F)cc1,366,3.0
1,O=C(Nc1nc2ccccc2[nH]1)c1ccccc1,14764505,CHEMBL210730,,microL/min/mg,64.0,,mL.min-1.g-1,64.0,OBSERVED,True,MATCHED,True,"[{""activity_id"": 14764505, ""canonical_smiles_rdkit"": ""O=C(Nc1nc2ccccc2[nH]1)c1ccccc1"", ""identifier"": ""CHEMBL210730"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 810, ""standard_relation"": null, ""standard_units"": ""mL.min-1.g-1"", ""target"": ""64.0""}]","[{""activity_id"": 14764505, ""canonical_smiles_rdkit"": ""O=C(Nc1nc2ccccc2[nH]1)c1ccccc1"", ""identifier"": ""CHEMBL210730"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 810, ""standard_relation"": null, ""standard_units"": ""mL.min-1.g-1"", ""target"": ""64.0""}]",CHEMBL210730,O=C(Nc1nc2ccccc2[nH]1)c1ccccc1,367,64.0
