scaffold_key,hash_prefix_32bit,hash_order_1based,all_n,primary_n,dry_run_partition,dry_run_cv_fold
O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1ccccc1NS(=O)(=O)c1cccs1,1681770830,266,1,0,cv,0
O=C1CC2CCC1(CS(=O)(=O)NC1CCN(c3ccccn3)CC1)C2,1682932684,267,1,1,cv,0
O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)N2CCCCC2)CC1,1690201654,268,1,1,cv,1
O=S(=O)(Nc1nc(-c2ccccc2)nn1Cc1ccccc1)c1ccccc1,1692739107,269,1,1,cv,2
O=S(=O)(Nc1nnc(-c2ccccc2)s1)c1ccccc1,1705928685,270,1,1,cv,3
c1ccc(-c2cccc(-c3nc4ccccc4[nH]3)c2)cc1,1707210608,271,1,1,cv,4
O=C(Nc1ccccc1-c1ccccc1)OC1CCN(CCCCCCCCCNCCc2cccc3[nH]c(=O)ccc23)CC1,1712657733,272,1,1,cv,0
c1ccc(Nc2ccccc2)cc1,1717128057,273,2,2,cv,1
O=c1[nH]c2cccc(CCNCCCOCCNCCc3ccccc3)c2s1,1722467642,274,1,0,cv,2
O=C(OC1CC2[NH2+]C(C1)C1OC21)C(c1cccs1)c1cccs1,1725000381,275,1,0,cv,2
O=C(c1ccccc1)N1CCC(N2CCC(Oc3ccccc3)CC2)CC1,1729477250,276,4,1,cv,2
O=c1[nH]c(=O)c2c(CCCC3CC3)cc(=O)oc2[nH]1,1752418972,277,1,0,cv,3
O=C(c1ccc(-c2ccccc2)o1)N(Cc1ccccc1-c1cccnc1)c1ccc(N2CCNCC2)cc1,1755039851,278,1,1,cv,3
O=C(Nc1ccc(-c2cnco2)cc1)Nc1cccc(CNC(=O)OC2CCOC2)c1,1756005095,279,1,1,cv,4
O=S(=O)(Nc1ccnn1C1CCNCC1)c1ccccc1,1757066469,280,2,1,cv,0
c1ccc(-c2ncs[n+]2-c2ccccc2)cc1,1762692345,281,1,1,cv,2
c1ccc(Sc2c[nH]c3ccccc23)cc1,1767313520,282,20,5,cv,3
c1ccc2c(-c3c[nH]c4ccccc34)ccnc2c1,1771716543,283,12,7,cv,4
c1ccc(Nc2nc(NCC3CCCO3)c3ccccc3n2)cc1,1782978075,284,1,1,cv,0
O=C(CNS(=O)(=O)c1ccccc1)N(Cc1ccc(C2CCCCC2)cc1)c1ccccc1,1793824777,285,1,1,cv,1
O=S(=O)(c1ccccc1)c1ccc2nccc(Nc3ccccc3)c2c1,1803084313,286,1,0,cv,2
c1cnc(CNc2cncc(Nc3cc[nH]n3)n2)nc1,1821271046,287,1,1,cv,2
O=C(NC1CC1)C1CCCCC1C(=O)N1CCN(c2nc3ccncc3s2)CC1,1821735263,288,1,1,cv,0
O=S(=O)(Nc1ccnn1-c1ccccc1)c1ccc(-c2cnco2)cc1,1834758002,289,1,1,cv,1
O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)N2CCNCC2)CC1,1838329155,290,2,2,cv,2
c1ccc(CN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,1846040315,291,5,0,cv,0
O=C1Nc2ccccc2C2(CCN(CCc3coc(-c4ccccc4)n3)CC2)O1,1849691689,292,1,1,cv,0
O=S(=O)(Nc1ccon1)c1ccccc1,1856142851,293,2,0,cv,1
c1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1,1866148830,294,1,1,cv,1
O=C(NCc1nc2ncccc2[nH]1)c1cc2ccccc2o1,1895365138,295,1,0,cv,0
O=c1cc(-c2ccccc2)nc(SCCc2ccccc2)[nH]1,1901461789,296,1,1,cv,0
O=C(OCCNc1ccccn1)c1ccccc1,1903451758,297,1,0,cv,1
O=S1(=O)CCC(N2CCC(c3ccccc3)CC2)C1,1903780177,298,1,1,cv,1
c1ccc2c(-n3ccnn3)ccnc2c1,1934761853,299,1,1,cv,2
O=S(=O)(NC1CCc2[nH]c3ccccc3c2C1)c1ccccc1,1935370478,300,1,0,cv,0
O=C(Nc1ccccc1)C1CCCN1S(=O)(=O)c1cccc2cccnc12,1943419770,301,2,0,cv,0
c1ccc(CNc2[nH]nc3ccnc(Oc4ccccc4)c23)cc1,1952609587,302,1,1,cv,0
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cccc2nc(N3CCCC(NCCc4nnn[nH]4)C3)ccc12,1952653033,303,1,1,cv,1
c1ccc(Oc2cncnc2)cc1,1955937746,304,1,0,cv,2
N=C(c1ccccc1)C1CCN(C2CCN(C(=O)c3ccncc3)CC2)CC1,1960034939,305,1,1,cv,2
O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,1965780207,306,1,1,cv,3
O=C(OC1CC[NH2+]CC1)C(c1ccccc1)N1CCCCC1,1966713073,307,1,1,cv,0
O=S(=O)(NCc1ccc(-c2cnoc2)cc1)c1cnoc1,1989064372,308,1,1,cv,1
O=C(Cc1ccccc1)Nc1cccc2c(=O)[nH]ccc12,1989815572,309,2,0,cv,2
O=C(NCc1cccnc1)c1cc(C2CC2)nc2[nH]ncc12,2004089509,310,1,1,cv,2
O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(CCNC(=O)c2ccccc2)cc1,2006826555,311,1,1,cv,3
O=C1CCCC2=C1C(c1ccc(-c3ccccc3)cc1)C=CN2,2011618659,312,2,1,cv,0
O=C(Nc1ccncc1)c1cccc(OCC2CC2)c1,2022624999,313,1,1,cv,1
O=C1NC(=O)C(=Cc2cccc(-c3ccncc3)c2N2CCCCC2)S1,2024454485,314,1,1,cv,2
O=C(NCc1nc2ccccc2[nH]1)c1cnccn1,2027106152,315,1,1,cv,3
O=c1oc2ccccc2cc1Cc1ccccc1,2027572602,316,1,1,cv,4
O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1ccccc1,2031118215,317,1,1,cv,0
O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,2040763019,318,1,1,cv,1
O=S(=O)(c1ccccc1)N1CCN(c2ccccc2)CC1,2042698861,319,1,1,cv,2
c1cncc(Nc2ccc(-c3ccc(C4CCCCC4)cc3)nc2)c1,2043288804,320,1,0,cv,3
c1ccc2nc3c(cc2c1)CCCC3,2044163828,321,1,1,cv,3
c1ccc(Sc2cn(Cc3nnn[nH]3)c3ccccc23)cc1,2055037274,322,1,1,cv,4
c1ccc(COc2ccc(Nc3ncnc4ccc(-c5ccco5)cc34)cc2)cc1,2067936565,323,1,1,cv,0
O=C(NC1CCCC1)C(c1ccccc1)N(C(=O)c1ccccc1)c1ccccc1,2068733578,324,1,0,cv,1
O=C(NCc1ccccc1)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccccc1,2074163611,325,1,0,cv,1
O=C(Cc1ccccc1)Nc1cccc2c(=O)n(C3CCNC3)ccc12,2075002736,326,1,1,cv,1
c1ccc(OCc2ccc3ccccc3n2)cc1,2081958707,327,1,1,cv,2
O=C1C=CC(=O)C(Cc2ccccc2)=C1,2093212670,328,1,0,cv,3
O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1cn[nH]c1,2093621469,329,3,0,cv,3
O=C(NCCc1ccc2c(c1)OCO2)C1CCCN1c1ccnc(-n2ccnc2)n1,2105236920,330,1,0,cv,3
O=C(Nc1ccc(-c2ccccc2)cn1)c1cnoc1,2106980699,331,1,0,cv,3
O=C(NCc1ccccc1)NCc1ccccc1-c1ccccc1,2109525882,332,1,1,cv,3
O=C(NC1CCC1)c1cccc(-n2cnc3ccc(N4CCNCC4)cc3c2=O)c1,2111215021,333,1,1,cv,4
O=C(CN1C2=NCCN2c2ccccc21)c1ccccc1,2112889935,334,1,1,cv,0
c1ccc(C(C(c2ccccc2)N2CCCCC2)N2CCCCC2)cc1,2113768126,335,1,1,cv,1
O=C(c1ccccc1)N(Cc1ccccc1)c1ccccc1,2130619161,336,1,1,cv,2
O=c1[nH]c2cccc(CCNCCc3cccc(CNCc4ccccc4)c3)c2s1,2136987223,337,5,5,cv,3
O=C(OC1C[N+]2(CCOCCc3ccccc3)CCC1CC2)C(c1ccccc1)N1CCCCC1,2137372764,338,1,1,cv,4
O=C(c1ccc(-c2nn[nH]n2)cc1)N1CCC(N2CCC(Oc3ccccc3)CC2)CC1,2150237846,339,1,1,cv,0
O=C(Nc1ccc(-n2ccnc2)nc1)c1ccccc1,2154263581,340,1,1,cv,1
O=c1nc(NCc2ccccc2)sn1Cc1ccccc1,2158945342,341,1,0,cv,2
c1ccc(Cc2ccccn2)cc1,2159235085,342,1,0,cv,2
c1ccc(-c2ncc3ccccc3n2)cc1,2159412639,343,2,0,cv,2
c1ccc(-c2ccc3ccc(-c4nc(C5CCC5)n5ccncc45)cc3n2)cc1,2168824493,344,1,1,cv,2
c1ccc(-c2nnn[nH]2)c(-c2ccc(Cn3cnc4ccccc43)cc2)c1,2169892196,345,1,0,cv,4
c1ccc(C(c2ccccc2)N2CCNCC2)cc1,2175786217,346,1,0,cv,4
c1ccc(CNc2ncnc3[nH]cnc23)cc1,2187338236,347,1,1,cv,4
O=C1CN=C(c2ccccc2)c2ccccc2N1,2192114179,348,2,2,cv,0
O=c1cc(-c2ccccc2)nc(SCc2ccccc2)[nH]1,2194757411,349,1,1,cv,1
O=C(Cc1ccc(Oc2ccnc3ccccc23)cc1)Nc1cn[nH]c1,2208185107,350,1,1,cv,2
O=C(Nc1ccccc1)N1CCCCN2CC(c3ccc(C#Cc4ccccc4)cc3)C2C1,2208791190,351,1,1,cv,4
O=C(OC1C[N+]2(CCCc3ccncc3)CCC1CC2)C(c1ccccc1)N1CCCCC1,2217303193,352,2,2,cv,1
c1cnc2sccc2c1,2219819906,353,2,1,cv,2
O=c1[nH]c2ncncc2cc1Oc1ccccc1,2220453861,354,1,1,cv,4
C1=Nc2ccccc2C(c2ccccc2)=[NH+]C1,2222004043,355,1,1,cv,0
c1cc(CCCOc2ccc(C3=NCCO3)cc2)on1,2222139929,356,1,1,cv,2
c1ccc(-c2ncoc2-c2ccccc2)cc1,2227097877,357,1,0,cv,4
C(=NN=Cc1ccccc1)c1ccccc1,2229888883,358,1,1,cv,4
O=c1c(Cc2ccccc2)c[nH]c2nc(NCc3ccccc3)nn12,2241827096,359,1,1,cv,0
O=C(C[N+]12CCC(CC1)C(OC(=O)C(c1ccccc1)N1CCCCC1)C2)Nc1ccccc1,2245427371,360,2,2,cv,1
O=C1NC(=O)C(Cc2ccc(OCC3CCc4ccccc4O3)cc2)S1,2282960292,361,1,1,cv,2
c1ccc(CNc2ccc3ncncc3c2)cc1,2284462486,362,1,1,cv,3
O=c1ccc2cnc(SCc3ccccc3)nc2[nH]1,2294622879,363,1,1,cv,4
c1cnnc(N2CCC(CCOc3ccc4ncoc4c3)CC2)c1,2295896768,364,1,1,cv,0
O=C(Nc1ccccc1)c1cc2ccccc2[nH]1,2304506079,365,2,2,cv,2
O=S(=O)(Nc1cnccn1)c1cccs1,2305891735,366,2,1,cv,3
O=S(=O)(Cc1ccccc1)N1CCCN(Cc2ccccc2)CC1,2309051799,367,1,1,cv,4
c1ccc(CCOCCCCCCNCCc2cccc3ncsc23)cc1,2316095581,368,2,2,cv,0
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cccc(CN2CC3CC2CN3)c1,2326552275,369,1,1,cv,1
c1ccc(CSc2nc3cccnc3[nH]2)cc1,2329967214,370,1,1,cv,3
C(CN1CCCC1)=C(c1ccccc1)c1ccccn1,2337819898,371,1,1,cv,4
O=C(NCCCNCC1CCC(n2ccc3cncnc32)O1)Nc1ccccc1,2342217614,372,1,0,cv,1
B1c2ccccc2N=CN1c1cccnc1,2342512120,373,1,1,cv,1
c1ccc(-c2nnc(C34CCC(CC3)CC4)[nH]2)cc1,2351808101,374,1,0,cv,2
c1ccc(-c2ccc(Cn3cnc4ccc(-c5nc6ccccc6[nH]5)cc43)cc2)cc1,2354964811,375,1,0,cv,2
O=C(c1ccc(-c2noc(=O)[nH]2)cc1)N1CCC(N2CCC(Oc3ccccc3)CC2)CC1,2363497910,376,1,0,cv,2
c1ccc2c(c1)[nH]c1cnccc12,2368419620,377,1,1,cv,2
O=C(Cn1cccc(NC(=O)c2ccon2)c1=O)NCCC1CCNC1=O,2369220302,378,1,1,cv,3
O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)NC3CC3)ccc12,2376707869,379,1,1,cv,4
c1ccc(CCCCN2CCC(C(c3ccccc3)c3ccccc3)CC2)cc1,2377170601,380,2,1,cv,0
c1ccc(Oc2c[nH]c3ccccc23)cc1,2377536429,381,4,0,cv,1
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cccc(-c2cccnc2)c1,2381926984,382,1,1,cv,1
O=c1[nH]c(=O)c2c(SC3CCCC3)c(Cc3ccccc3)sc2[nH]1,2391223702,383,1,1,cv,2
c1cc(-c2cc(-c3nnc(CN4CCOCC4)o3)c3cn[nH]c3c2)c2cc[nH]c2c1,2392098694,384,1,1,cv,3
O=C(Nc1ccncc1)c1cccc2ccccc12,2392384257,385,1,1,cv,4
c1ccc2c(c1)ccn2Cc1nc2ccccc2s1,2396646864,386,1,0,cv,0
c1ccc(CN2CCCC(CN3CCC(Oc4ccccc4)CC3)C2)cc1,2400658645,387,1,0,cv,0
O=C(Cc1ccccc1)NC1C(=O)N2CCSC12,2405345791,388,1,1,cv,0
c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,2407525601,389,1,1,cv,1
O=C(OC1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(c1ccccc1)N1CCCCC1,2409688399,390,1,1,cv,2
O=S(=O)(Nc1ccnn1Cc1ccccc1)c1ccccc1,2410466535,391,1,1,cv,3
c1ccc(COc2ccc(Nc3ncnc4ccccc34)cc2)nc1,2412673484,392,1,1,cv,4
O=S(=O)(Nc1ccccc1)c1ccccc1,2413582291,393,4,3,cv,0
O=C(c1c(Cc2ccnc3ccccc23)sc2[nH]c(=O)[nH]c(=O)c12)N1CCCC1,2423727684,394,1,1,cv,1
O=S(=O)(Nc1ccnn1-c1ccccc1)C1CCCCC1,2434827896,395,1,1,cv,2
c1cc(CCCOc2ccc(-c3ncon3)cc2)on1,2453515460,396,1,1,cv,3
O=c1[nH]c2ccccc2o1,2461223314,397,1,1,cv,4
O=C(NC1CCCCC1)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(-c2cnco2)cc1,2465273563,398,1,1,cv,1
O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,2467777947,399,1,1,cv,2
c1ccc(Nc2ccc(-c3ccc(Nc4ccccc4)cc3)cc2)cc1,2469904946,400,1,1,cv,3
O=C(Nc1cccc(-n2cnc3ccc(N4CCNCC4)cc3c2=O)c1)c1cncs1,2482664524,401,1,0,cv,4
c1ccc(CCCCNCCc2ccccc2)cc1,2493592971,402,1,1,cv,4
O=C1C=C2CCC3C(=C2CC1)C(c1ccccc1)CC1CCCC13,2496357119,403,1,1,cv,1
c1ccc(CNc2n[nH]c3ccnc(Oc4ccccc4)c23)cc1,2504971800,404,1,1,cv,2
O=C(NC1CCCCC1)C1c2ccccc2C(=O)N1Cc1ccccc1,2511685222,405,1,0,cv,3
O=S(=O)(Nc1ccnn1C1CCOCC1)c1ccc(C2CC2)cc1,2515983631,406,1,0,cv,3
O=C(CC1CCCCC1)Nc1cccc2ncccc12,2520723652,407,2,2,cv,3
O=S(=O)(CCCNCCc1cccc2ncsc12)NCCOCCc1ccccc1,2527675110,408,1,0,cv,4
O=C(COc1ccnc2ccccc12)Nc1ccccc1,2530001177,409,2,2,cv,4
O=C(Nc1ccccc1)Nc1cccc2ccccc12,2549483676,410,1,1,cv,0
c1ccc(OCCCN2CCC3(CC2)Cc2ccccc2O3)cc1,2554449069,411,2,1,cv,1
c1cncc(-c2ccc3ncnn3c2)c1,2563802757,412,2,0,cv,2
O=S(=O)(Nc1ccn[nH]1)c1ccccc1,2563880618,413,8,8,cv,2
O=C(Nc1nccs1)C(CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,2564406608,414,1,1,cv,0
c1ccc(Nc2cccc(-c3ccccc3)n2)cc1,2571052348,415,1,1,cv,1
O=C(c1c(Cc2ccccc2)sc2[nH]c(=O)[nH]c(=O)c12)N1CCS(=O)(=O)C1,2572918335,416,1,1,cv,3
O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2c(=O)n(CC3CCCN3)ccc12,2574264390,417,1,1,cv,4
C(=Cc1cccc2sccc12)c1ccc2c(c1)OCO2,2574556839,418,1,1,cv,0
O=C(OC1C[NH+]2CCC1CC2)C(c1ccccc1)N1CCCCC1,2577806255,419,1,1,cv,1
c1ccc(CCc2cscn2)cc1,2586990550,420,1,1,cv,3
c1ccc(-c2cn3ccccc3n2)cc1,2594354381,421,2,0,cv,4
O=C(c1c(Cc2ccnc3ccccc23)sc2[nH]c(=O)[nH]c(=O)c12)N1CCCO1,2598345266,422,1,1,cv,4
O=C(Nc1nc2ccccc2s1)c1ccccc1,2599259738,423,2,1,cv,0
c1ccc(Oc2ccccc2)cc1,2600458253,424,2,2,cv,1
c1c[nH+]c2cc(Sc3nc(N4CC5CC5C4)c4cc[nH]c4n3)cnc2c1,2600866771,425,1,1,cv,3
O=C(OC1CC[NH2+]CC1)C(c1ccccc1)C1CCCC1,2608316833,426,1,1,cv,4
O=C(CC12CC3CC(CC(C3)C1)C2)Nc1ccc2[nH]ncc2c1,2620190937,427,1,1,cv,0
c1ccc(-c2nncs2)cc1,2623477574,428,1,0,cv,3
O=c1[nH]c2cnc(SCc3ccccc3)nc2[nH]1,2627884332,429,1,0,cv,3
C1=C2CCC(CCc3ccccc3)C2Cc2cnn(-c3ccccc3)c21,2640504537,430,1,1,cv,3
C1=NC=NCN1c1ccccc1,2644242119,431,2,2,cv,4
C1=NCCCCC1,2650140127,432,1,0,cv,0
O=S(=O)(c1ccccc1)N1CCCN(Cc2ccccc2)CC1,2652494923,433,1,0,cv,0
O=C1CC(NC(=O)C2CCCN3C(=O)CCC(NC(=O)c4nccc5ccccc45)C(=O)N23)CO1,2661610993,434,1,0,cv,0
O=c1cc(-c2cccnc2)[nH]c2ccccc12,2671142935,435,1,0,cv,0
c1ccc(Nc2ccnc3ccccc23)cc1,2674168122,436,2,1,cv,0
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cccc(OC2CCNCC2)c1,2679107435,437,1,1,cv,1
O=C(NCc1nc2cnccc2[nH]1)c1cc2ccccc2o1,2681548309,438,1,1,cv,3
O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2ccccc12,2684073634,439,15,12,cv,0
c1ccc(Nc2nc(N3CCOCC3)nc3ccccc23)cc1,2688246932,440,1,0,cv,1
O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2nc(CN3CCNCC3)ccc12,2688590657,441,1,1,cv,1
c1ccc(Nc2ncnc3[nH]cnc23)cc1,2689915166,442,2,2,cv,3
O=S(=O)(c1ccccc1)c1ccccc1,2692913313,443,1,0,cv,4
O=C1NCCc2c(-c3ccccc3)[nH]c3cccc1c23,2701590394,444,1,1,cv,4
O=C(Nc1cc(-c2ccnc(Nc3ccccc3)c2)ccn1)C1CCOCC1,2704715726,445,2,2,cv,1
O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1ccc(=O)[nH]c1,2708615698,446,4,3,cv,4
B1NN=Cc2ccccc21,2718827936,447,1,1,cv,2
O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccnc(N2CCNCC2)c1,2722446457,448,2,2,cv,3
c1ccc2c(c1)ccn2-c1ccncn1,2725229617,449,1,1,cv,1
O=C(NCCc1ccccc1)c1cccc(-n2ncc(=O)[nH]c2=O)c1,2728682582,450,1,0,cv,2
c1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccccc3)CC2)cc1,2730390406,451,1,1,cv,2
O=C(C[N+]12CCC(CC1)C(OC(=O)C(c1ccccc1)N1CCCCC1)C2)Nc1ccccn1,2732028890,452,1,1,cv,1
c1cc(-c2ccc(CN3CCOCC3)cc2)c2nc(-c3cnn(C4CCNCC4)c3)cnc2c1,2733938962,453,1,0,cv,2
c1cncnc1,2746034781,454,1,0,cv,2
O=C(c1c(Cc2cn[nH]c2)sc2[nH]c(=O)[nH]c(=O)c12)N1CCCO1,2749786319,455,1,1,cv,2
O=C(CCc1ccccc1)Nc1nc2ccccc2s1,2752374167,456,1,1,cv,3
c1cncc(Nc2cc(OC3CCNCC3)ncn2)c1,2757479748,457,1,1,cv,4
O=c1cc2[nH]n(-c3ccccc3)c(=O)c2cn1Cc1ccccn1,2773309764,458,1,0,cv,1
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cccc(CN2CC3CNCC(C2)O3)c1,2775210073,459,1,1,cv,1
O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)N3CCC3)ccc12,2786871278,460,2,2,cv,2
C(#Cc1n[nH]c2ccccc12)c1ccccc1,2791635158,461,1,1,cv,3
O=c1[nH]c2cccc(CCNCCc3cccc(CNCCCc4ccccc4)c3)c2s1,2797087076,462,1,1,cv,4
O=C(NCC(=O)N1CCCC1)Nc1nc2ccc(-c3cccnc3)cn2n1,2821946817,463,1,1,cv,1
O=C(Nc1ccccn1)c1ccc2[nH]c(-c3ccc(NC(=O)C45CC6CC(CC(C6)C4)C5)cc3)nc2c1,2825958070,464,1,1,cv,3
c1ccc2ccccc2c1,2828457109,465,1,0,cv,4
c1ccc2ncccc2c1,2832922821,466,2,1,cv,4
c1ccc(Nc2ccnc(-c3ccccn3)n2)cc1,2855384146,467,1,1,cv,1
c1csc(-c2nnc3n2CCc2cnn(C4CCCC4)c2-3)c1,2858890666,468,1,1,cv,2
c1ncc(-c2nc(N3CCOCC3)c3sc(CN4CCNCC4)cc3n2)cn1,2866564211,469,1,1,cv,3
c1ccc(Cn2cnc3ccc(Nc4cc[nH]n4)nc32)nc1,2868203461,470,1,1,cv,4
c1ccc(CSc2ncc3cn[nH]c3n2)cc1,2878416522,471,1,1,cv,1
C1=CC2=CCCCC2CC1,2884544329,472,2,1,cv,2
O=C(NCc1ccccc1)C1CCCN1S(=O)(=O)c1ccccc1,2885439813,473,1,0,cv,3
O=C(NCc1cn(-c2ccnc3ccccc23)nn1)c1ccccc1,2893024678,474,1,1,cv,3
O=C(Cc1ccccc1)Nc1nc2ccccc2[nH]1,2901032902,475,1,1,cv,4
O=C(Cc1cccc(CCNCCc2ccccc2)c1)NCc1cccc(-c2ccccc2)c1,2909741923,476,1,1,cv,1
c1ccc(Nc2nccs2)cc1,2912582588,477,1,0,cv,2
O=C(OC1C[N+]2(CCCc3cncnc3)CCC1CC2)C(c1ccccc1)N1CCCCC1,2925240661,478,1,1,cv,2
O=C(CC1CCCCC1)N1CCC2CCN(CCc3ccccc3)CC21,2929791095,479,1,1,cv,3
c1ccc2c(c1)ccn2-c1ccnc2ccccc12,2931158857,480,1,0,cv,4
O=C(CSc1nc2c(c(=O)n1-c1ccccc1)SCC2)Nc1ncc(-c2ccccc2)s1,2935173545,481,1,0,cv,4
O=c1[nH]c(=O)c2cn(Cc3cccc4ccccc34)cc2[nH]1,2936604763,482,1,1,cv,4
c1cn(-c2ccc(Oc3cc(Oc4ccc5c(c4)OCO5)ncn3)cc2)cn1,2944619366,483,1,1,cv,1
O=C(Nc1ccc(Cc2ncccn2)cc1)c1ccccc1,2948250547,484,1,0,cv,2
c1ccc(Nc2[nH]nnc2-c2ccccc2)cc1,2952928654,485,1,1,cv,2
O=C(Nc1ccccc1)c1cc[nH]n1,2960472540,486,1,1,cv,3
c1ccc(CCNCCc2ccccc2)cc1,2967601554,487,1,1,cv,4
C=C1c2ccccc2C=Cc2ccccc21,2975809013,488,1,1,cv,1
O=C(Nc1nc2ccccc2[nH]1)c1ccccc1,2976204485,489,2,2,cv,2
O=C(Cc1ccccc1)N(Cc1nc2ncccc2c(=O)n1-c1ccccc1)CC1CCS(=O)(=O)CC1,2977967918,490,1,1,cv,3
O=C(Nc1ccc(N=Nc2ccccc2)cc1)c1ccn[nH]1,2978666799,491,1,1,cv,4
O=C(NS(=O)(=O)Cc1ccccc1)N1CCC(N2CCC(Oc3ccccc3)CC2)CC1,2983853460,492,1,0,cv,0
O=C(NCc1ccccc1)c1cnc(N2CCN(CC3CCCOC3)CC2)nc1,2987925445,493,1,1,cv,0
O=C(Nc1ccccc1)c1cccc(Cc2cn[nH]c2-c2ccccc2)c1,3008333042,494,1,1,cv,1
O=C(OC1C[N+]2(CCOc3ccccc3)CCC1CC2)C(c1ccccc1)N1CCCCC1,3010675429,495,1,1,cv,3
c1ccc(C2=NCc3nncn3-c3ccccc32)cc1,3013736183,496,2,2,cv,4
O=C(NCc1ccccc1)c1cc(-c2ccnc(Nc3ccccc3)n2)c[nH]1,3019258107,497,1,1,cv,0
O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccnc(N2CCCCC2)c1,3021900887,498,1,1,cv,1
c1ccc2c(c1)CCc1ccccc1N2,3025699513,499,2,2,cv,2
O=C(NCc1ccccc1)c1cccc2c1N(Cc1ccccc1)CC2,3026143297,500,1,1,cv,3
O=c1ccn(Cc2ccccc2)c(=O)[nH]1,3029694007,501,1,1,cv,0
c1ccc(Nc2ccncn2)cc1,3030499373,502,1,0,cv,1
c1cnnc(N2CCC(CCOc3ccc4cnoc4c3)CC2)c1,3033588894,503,1,1,cv,1
c1csc(Cn2nnnc2CN2CCN(c3nc4ccccc4s3)CC2)c1,3035664808,504,1,1,cv,3
c1ccc(COc2ccc(Nc3ncnc4ccc(-c5cccc(N6CCOCC6)c5)cc34)cc2)cc1,3046533846,505,1,1,cv,4
c1cc(OC2CCCC2)cc(C2CCCCC2)c1,3051835763,506,1,1,cv,0
O=c1ccc2ccccc2o1,3060029843,507,2,2,cv,1
O=C(OC1C[N+]2(CCCc3cc4ccccc4s3)CCC1CC2)C(c1ccccc1)N1CCCCC1,3060339920,508,1,1,cv,2
O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2ncccc12,3062055647,509,1,1,cv,3
O=C1COc2ccc(N3CCOCC3c3ccccc3)nc2N1,3065705294,510,1,1,cv,4
c1ccc(-c2cnc3ncncc3c2)cc1,3088927607,511,1,1,cv,0
c1cnnc(N2CC(COc3ccc(-c4ncon4)cc3)C2)c1,3097878701,512,1,1,cv,2
O=S(=O)(Nc1nc(-c2ncccn2)ncc1Oc1ccccc1)c1ccccc1,3098824160,513,1,1,cv,3
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,3103085619,514,1,1,cv,4
O=C(c1cc2ccccc2[nH]1)N1CCNCC1,3104262432,515,4,4,cv,0
O=c1[nH]c2ccccc2n1C1CCN(C2CCN(Cc3ccccc3)CC2)CC1,3108540192,516,1,1,cv,1
c1ccc2c(CCOCCSCCCNCCc3cccc4ncsc34)cccc2c1,3127123510,517,1,1,cv,2
O=c1ccn(Cc2ccccc2)c(=O)n1Cc1ccccc1,3135199315,518,1,1,cv,3
O=C(Nc1ccccc1)c1cncc(-c2ccccc2)n1,3146683054,519,2,2,cv,4
O=c1[nH]c2cncnc2n1Cc1ccccc1,3164557343,520,2,0,cv,1
c1ccc(OCCNCCCOc2cccc3[nH]c4ccccc4c23)cc1,3166349042,521,1,1,cv,1
c1ccc(COc2ccc(Nc3ncnc4cccc(OC5CCNCC5)c34)cc2)nc1,3173512754,522,1,1,cv,2
O=C(Cc1ccccc1)N(Cc1nc2ncccc2c(=O)n1-c1ccccc1)CC1CCNCC1,3195567171,523,1,1,cv,3
c1ccc(-c2ccc(COCCc3ccon3)cc2)cc1,3205014604,524,1,1,cv,1
