candidate_count,canonical_smiles_rdkit,chembl_activity_id,chembl_molecule_id,chembl_original_relation,chembl_original_units,chembl_original_value,chembl_standard_relation,chembl_standard_units,chembl_standard_value,evidence_label,id_equal,match_status,numeric_equal,tdc_id,tdc_raw_smiles,tdc_row,tdc_y
1,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,14764396,CHEMBL479,,microL/min/mg,50.0,,mL.min-1.g-1,50.0,OBSERVED,True,MATCHED,True,CHEMBL479,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,298,50.0
1,Cc1nc2ccccn2c1-c1ccnc(N)n1,14764403,CHEMBL100979,,microL/min/mg,50.12,,mL.min-1.g-1,50.12,OBSERVED,True,MATCHED,True,CHEMBL100979,Cc1nc2ccccn2c1-c1ccnc(N)n1,299,50.12
1,O=C(Nc1nc2ccccc2n1CCN1CCOCC1)c1cccc([N+](=O)[O-])c1,14764459,CHEMBL379787,,microL/min/mg,56.23,,mL.min-1.g-1,56.23,OBSERVED,True,MATCHED,True,CHEMBL379787,O=C(Nc1nc2ccccc2n1CCN1CCOCC1)c1cccc([N+](=O)[O-])c1,300,56.23
1,Nc1nnc(-c2ccccc2)s1,14769814,CHEMBL1529362,,microL/min/mg,3.0,,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL1529362,Nc1nnc(-c2ccccc2)s1,301,3.0
1,COc1nc(Br)cnc1NS(=O)(=O)c1ccc(Cl)s1,14769830,CHEMBL2011441,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL2011441,COc1nc(Br)cnc1NS(=O)(=O)c1ccc(Cl)s1,302,3.0
1,Cc1c(OC2CCN(CC3CCN([C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc(Cl)c1Cl,14769843,CHEMBL2158790,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL2158790,Cc1c(OC2CCN(CC3CCN([C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc(Cl)c1Cl,303,3.0
1,O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,14769848,CHEMBL1201753,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL1201753,O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,304,3.0
1,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,14769865,CHEMBL945,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL945,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,305,3.0
1,CN(C)C(C)(C(=O)OC1CC[N+](C)(C)CC1)c1ccccc1,14769867,CHEMBL1924034,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL1924034,CN(C)C(C)(C(=O)OC1CC[N+](C)(C)CC1)c1ccccc1,306,3.0
1,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCS(=O)(=O)CC2)cc1,14769873,CHEMBL1934419,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL1934419,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCS(=O)(=O)CC2)cc1,307,3.0
1,CNCCC=C1c2ccccc2CCc2ccccc21,14769875,CHEMBL445,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL445,CNCCC=C1c2ccccc2CCc2ccccc21,308,3.0
1,O=C(NCC12CC3CC(CC(C3)C1)C2)c1c(Cl)ccc2nc(N3CCC[C@H](NCCc4nnn[nH]4)C3)ccc12,14762276,CHEMBL551707,,microL/min/mg,15.0,,mL.min-1.g-1,15.0,OBSERVED,True,MATCHED,True,CHEMBL551707,O=C(NCC12CC3CC(CC(C3)C1)C2)c1c(Cl)ccc2nc(N3CCC[C@H](NCCc4nnn[nH]4)C3)ccc12,309,15.0
1,Nc1nc(Nc2cccc(Br)c2)c2nc[nH]c2n1,14762302,CHEMBL1939414,,microL/min/mg,16.0,,mL.min-1.g-1,16.0,OBSERVED,True,MATCHED,True,CHEMBL1939414,Nc1nc(Nc2cccc(Br)c2)c2nc[nH]c2n1,310,16.0
1,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C(C)(C)C)cc1,14763500,CHEMBL1934270,,microL/min/mg,37.0,,mL.min-1.g-1,37.0,OBSERVED,True,MATCHED,True,CHEMBL1934270,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C(C)(C)C)cc1,311,37.0
1,C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1,14762346,CHEMBL1091644,,microL/min/mg,17.38,,mL.min-1.g-1,17.38,OBSERVED,True,MATCHED,True,CHEMBL1091644,C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1,312,17.38
1,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc4ccncc4s3)CC2)CC1,14762355,CHEMBL2070950,,microL/min/mg,17.78,,mL.min-1.g-1,17.78,OBSERVED,True,MATCHED,True,CHEMBL2070950,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc4ccncc4s3)CC2)CC1,313,17.78
1,Cc1ccc(F)c(Nc2ccnc(Nc3ccc(S(N)(=O)=O)cc3)n2)c1,14762362,CHEMBL103355,,microL/min/mg,18.0,,mL.min-1.g-1,18.0,OBSERVED,True,MATCHED,True,CHEMBL103355,Cc1ccc(F)c(Nc2ccnc(Nc3ccc(S(N)(=O)=O)cc3)n2)c1,314,18.0
1,CC(C)c1ccc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,14762371,CHEMBL1086310,,microL/min/mg,18.2,,mL.min-1.g-1,18.2,OBSERVED,True,MATCHED,True,CHEMBL1086310,CC(C)c1ccc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,315,18.2
1,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(C(F)(F)F)c3)c2s1,14761368,CHEMBL1807826,,microL/min/mg,13.0,,mL.min-1.g-1,13.0,OBSERVED,True,MATCHED,True,CHEMBL1807826,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(C(F)(F)F)c3)c2s1,316,13.0
1,c1cn(-c2ccc(Oc3cc(Oc4ccc5c(c4)OCO5)ncn3)cc2)cn1,14761370,CHEMBL244183,,microL/min/mg,13.0,,mL.min-1.g-1,13.0,OBSERVED,True,MATCHED,True,CHEMBL244183,c1cn(-c2ccc(Oc3cc(Oc4ccc5c(c4)OCO5)ncn3)cc2)cn1,317,13.0
1,Cc1ccc2nc(CCNCCCO)ccc2c1NC(=O)CC12CC3CC(CC(C3)C1)C2,14763445,CHEMBL564366,,microL/min/mg,33.0,,mL.min-1.g-1,33.0,OBSERVED,True,MATCHED,True,CHEMBL564366,Cc1ccc2nc(CCNCCCO)ccc2c1NC(=O)CC12CC3CC(CC(C3)C1)C2,318,33.0
1,CC(C)CNc1nc(N2CCN(CC3CCCOC3)CC2)ncc1C(=O)NCc1ccccc1,14765432,CHEMBL1818218,,microL/min/mg,95.5,,mL.min-1.g-1,95.5,OBSERVED,True,MATCHED,True,CHEMBL1818218,CC(C)CNc1nc(N2CCN(CC3CCCOC3)CC2)ncc1C(=O)NCc1ccccc1,319,95.5
0,O=S(=O)(CCCOCCc1ccccc1)CCNCCc1ccc(O)c2nc(O)sc12,,,,,,,,,OBSERVED,,TDC_UNMATCHED,,CHEMBL82663,O=S(=O)(CCCOCCc1ccccc1)CCNCCc1ccc(O)c2nc(O)sc12,320,111.0
1,COc1cc(NC(=O)Nc2cccc(CNC(=O)O[C@H]3CCOC3)c2)ccc1-c1cnco1,14765505,CHEMBL304087,,microL/min/mg,120.0,,mL.min-1.g-1,120.0,OBSERVED,True,MATCHED,True,CHEMBL304087,COc1cc(NC(=O)Nc2cccc(CNC(=O)O[C@H]3CCOC3)c2)ccc1-c1cnco1,321,120.0
1,COc1ccc2nc(C)cc(OCC(=O)Nc3ccccc3OC)c2c1,14765548,CHEMBL2097971,,microL/min/mg,138.04,,mL.min-1.g-1,138.04,OBSERVED,True,MATCHED,True,CHEMBL2097971,COc1ccc2nc(C)cc(OCC(=O)Nc3ccccc3OC)c2c1,322,138.04
1,CSc1nccc(Nc2cc(NC(=O)c3cc(F)cc(N4CCOCC4)c3)ccc2C)n1,14765381,CHEMBL187857,,microL/min/mg,83.0,,mL.min-1.g-1,83.0,OBSERVED,True,MATCHED,True,CHEMBL187857,CSc1nccc(Nc2cc(NC(=O)c3cc(F)cc(N4CCOCC4)c3)ccc2C)n1,323,83.0
1,Cn1cc(C2=C(c3cccc(NCC(O)CO)c3)C(=O)NC2=O)c2cc(F)ccc21,14763386,CHEMBL1082152,,microL/min/mg,29.0,,mL.min-1.g-1,29.0,OBSERVED,True,MATCHED,True,CHEMBL1082152,Cn1cc(C2=C(c3cccc(NCC(O)CO)c3)C(=O)NC2=O)c2cc(F)ccc21,324,29.0
1,Cc1cc(F)ccc1-n1nc(C(F)(F)F)cc1-c1ccc2c(c1)NC(=O)CO2,14762252,CHEMBL1929039,,microL/min/mg,14.45,,mL.min-1.g-1,14.45,OBSERVED,True,MATCHED,True,CHEMBL1929039,Cc1cc(F)ccc1-n1nc(C(F)(F)F)cc1-c1ccc2c(c1)NC(=O)CO2,325,14.45
1,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2CC(F)(F)F)cc1,14762329,CHEMBL1934269,,microL/min/mg,17.0,,mL.min-1.g-1,17.0,OBSERVED,True,MATCHED,True,CHEMBL1934269,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2CC(F)(F)F)cc1,326,17.0
1,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cccc(C(F)(F)F)c2)C2CCN(S(C)(=O)=O)CC2)CC1,14762336,CHEMBL1951918,,microL/min/mg,17.33,,mL.min-1.g-1,17.33,OBSERVED,True,MATCHED,True,CHEMBL1951918,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cccc(C(F)(F)F)c2)C2CCN(S(C)(=O)=O)CC2)CC1,327,17.33
1,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,14762347,CHEMBL1201391,,microL/min/mg,17.5,,mL.min-1.g-1,17.5,OBSERVED,True,MATCHED,True,CHEMBL1201391,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,328,17.5
1,COc1c(Nc2ccc(S(C)(=O)=O)nc2C)ncnc1OC1CCN(C(=O)OC(C)C)CC1,14762415,CHEMBL1951032,,microL/min/mg,19.95,,mL.min-1.g-1,19.95,OBSERVED,True,MATCHED,True,CHEMBL1951032,COc1c(Nc2ccc(S(C)(=O)=O)nc2C)ncnc1OC1CCN(C(=O)OC(C)C)CC1,329,19.95
1,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)N2CCC(C(C)=O)CC2)CC1,14762451,CHEMBL1951902,,microL/min/mg,21.0,,mL.min-1.g-1,21.0,OBSERVED,True,MATCHED,True,CHEMBL1951902,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)N2CCC(C(C)=O)CC2)CC1,330,21.0
1,N#Cc1cc(F)c(Cl)cc1O[C@H](CCN)c1ccccc1,14769824,CHEMBL1789186,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL1789186,N#Cc1cc(F)c(Cl)cc1O[C@H](CCN)c1ccccc1,331,3.0
1,O=C(NS(=O)(=O)c1ccc(F)cc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,14761274,CHEMBL2171034,,microL/min/mg,11.0,,mL.min-1.g-1,11.0,OBSERVED,True,MATCHED,True,CHEMBL2171034,O=C(NS(=O)(=O)c1ccc(F)cc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,332,11.0
1,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,14761331,CHEMBL894,,microL/min/mg,12.02,,mL.min-1.g-1,12.02,OBSERVED,True,MATCHED,True,CHEMBL894,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,333,12.02
1,CC(=O)c1cc2ccc(O)cc2oc1=O,14763376,CHEMBL153064,,microL/min/mg,28.18,,mL.min-1.g-1,28.18,OBSERVED,True,MATCHED,True,CHEMBL153064,CC(=O)c1cc2ccc(O)cc2oc1=O,334,28.18
1,CC/C(=C(\c1ccccc1)c1ccc(/C=C/C(=O)O)cc1)c1ccccc1,14763430,CHEMBL33899,,microL/min/mg,31.62,,mL.min-1.g-1,31.62,OBSERVED,True,MATCHED,True,CHEMBL33899,CC/C(=C(\c1ccccc1)c1ccc(/C=C/C(=O)O)cc1)c1ccccc1,335,31.62
1,C[C@@](C(=O)O[C@H]1C[N+]2(CCc3ccccc3F)CCC1CC2)(c1ccccc1)N1CCCCC1,14765407,CHEMBL1924049,,microL/min/mg,88.0,,mL.min-1.g-1,88.0,OBSERVED,True,MATCHED,True,CHEMBL1924049,C[C@@](C(=O)O[C@H]1C[N+]2(CCc3ccccc3F)CCC1CC2)(c1ccccc1)N1CCCCC1,336,88.0
1,CN(C)c1ccccc1S(=O)(=O)NC(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,14763443,CHEMBL2171041,,microL/min/mg,33.0,,mL.min-1.g-1,33.0,OBSERVED,True,MATCHED,True,CHEMBL2171041,CN(C)c1ccccc1S(=O)(=O)NC(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,337,33.0
1,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,14765430,CHEMBL17157,,microL/min/mg,95.5,,mL.min-1.g-1,95.5,OBSERVED,True,MATCHED,True,CHEMBL17157,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,338,95.5
1,C[C@@](C(=O)OC1CC[N+](C)(C)CC1)(c1ccccc1)C1CCCC1,14763466,CHEMBL1963462,,microL/min/mg,35.0,,mL.min-1.g-1,35.0,OBSERVED,True,MATCHED,True,CHEMBL1963462,C[C@@](C(=O)OC1CC[N+](C)(C)CC1)(c1ccccc1)C1CCCC1,339,35.0
1,CCCN(CCC)CCc1ccc(O)c(NC(C)=O)c1,14763489,CHEMBL369274,,microL/min/mg,36.0,,mL.min-1.g-1,36.0,OBSERVED,True,MATCHED,True,CHEMBL369274,CCCN(CCC)CCc1ccc(O)c(NC(C)=O)c1,340,36.0
1,CCCCN(CCNCCc1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1,14765553,CHEMBL1800659,,microL/min/mg,141.0,,mL.min-1.g-1,141.0,OBSERVED,True,MATCHED,True,CHEMBL1800659,CCCCN(CCNCCc1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1,341,141.0
1,Cc1cc(C)nc(SCC(N)=O)n1,14758725,CHEMBL1526762,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL1526762,Cc1cc(C)nc(SCC(N)=O)n1,342,3.0
1,COc1ccnc(CCc2nc3c(C)ccnc3[nH]2)c1,14758740,CHEMBL1800528,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL1800528,COc1ccnc(CCc2nc3c(C)ccnc3[nH]2)c1,343,3.0
1,C[C@@H](C(N)=O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,14758748,CHEMBL364714,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL364714,C[C@@H](C(N)=O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,344,3.0
1,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,14758757,CHEMBL1778621,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL1778621,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,345,3.0
1,CS(=O)(=O)c1ccc(-c2nnc(/C=C/c3nnc(-c4ccc(C#N)cc4)o3)n2-c2ccccc2Cl)nc1,14758758,CHEMBL2325503,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL2325503,CS(=O)(=O)c1ccc(-c2nnc(/C=C/c3nnc(-c4ccc(C#N)cc4)o3)n2-c2ccccc2Cl)nc1,346,3.0
1,COc1ccccc1S(=O)(=O)NC(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,14758764,CHEMBL2171040,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL2171040,COc1ccccc1S(=O)(=O)NC(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,347,3.0
1,CNC(=O)Cc1ccc2c(=O)cc(-c3cccnc3)[nH]c2c1,14758814,CHEMBL1645494,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL1645494,CNC(=O)Cc1ccc2c(=O)cc(-c3cccnc3)[nH]c2c1,348,3.0
1,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)c4ccc(S(C)(=O)=O)cc34)CC2)c1Cl,14758755,CHEMBL2207283,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL2207283,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)c4ccc(S(C)(=O)=O)cc34)CC2)c1Cl,349,3.0
1,Cc1c(Sc2ccc(Cl)cc2)c2c(-c3ccccc3)cccc2n1CC(=O)O,14758794,CHEMBL1917438,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL1917438,Cc1c(Sc2ccc(Cl)cc2)c2c(-c3ccccc3)cccc2n1CC(=O)O,350,3.0
1,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,14758721,CHEMBL1164729,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL1164729,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,351,3.0
1,Cc1ccc2c(c1)c(-c1ccnc3c(F)cccc13)c(C)n2CC(=O)O,14758785,CHEMBL213854,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL213854,Cc1ccc2c(c1)c(-c1ccnc3c(F)cccc13)c(C)n2CC(=O)O,352,3.0
1,NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(N)=O,14758804,CHEMBL257167,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL257167,NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(N)=O,353,3.0
1,Cc1cc(N(C)S(C)(=O)=O)ccc1-c1cc(C(F)(F)F)ccc1OCC(=O)O,14758821,CHEMBL1778633,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL1778633,Cc1cc(N(C)S(C)(=O)=O)ccc1-c1cc(C(F)(F)F)ccc1OCC(=O)O,354,3.0
1,O=C(O)[C@H](Cc1ccc(F)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)cc3Cl)CC2)CC1,14758893,CHEMBL2158779,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL2158779,O=C(O)[C@H](Cc1ccc(F)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)cc3Cl)CC2)CC1,355,3.0
1,Cc1cc(NS(=O)(=O)c2ccc(Cl)cc2)no1,14758916,CHEMBL594684,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL594684,Cc1cc(NS(=O)(=O)c2ccc(Cl)cc2)no1,356,3.0
1,O=C(NS(=O)(=O)c1ccccc1Cl)c1ccc[nH]1,14758920,CHEMBL1519272,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL1519272,O=C(NS(=O)(=O)c1ccccc1Cl)c1ccc[nH]1,357,3.0
1,Cc1ccc(CO)cc1N(c1ccnc(Nc2cc(N3CCOCC3)cc(S(C)(=O)=O)c2)n1)C(C)C,14766502,CHEMBL1738764,>,microL/min/mg,150.0,>,mL.min-1.g-1,150.0,OBSERVED,True,MATCHED,True,CHEMBL1738764,Cc1ccc(CO)cc1N(c1ccnc(Nc2cc(N3CCOCC3)cc(S(C)(=O)=O)c2)n1)C(C)C,358,150.0
1,COc1ccc2nc(C)cc(OCC(=O)NCc3ccccc3)c2c1,14766512,CHEMBL2098183,>,microL/min/mg,150.0,>,mL.min-1.g-1,150.0,OBSERVED,True,MATCHED,True,CHEMBL2098183,COc1ccc2nc(C)cc(OCC(=O)NCc3ccccc3)c2c1,359,150.0
1,[O-][S+](c1ccccc1)c1ccc2nnnn2n1,14766536,CHEMBL271023,>,microL/min/mg,150.0,>,mL.min-1.g-1,150.0,OBSERVED,True,MATCHED,True,CHEMBL271023,[O-][S+](c1ccccc1)c1ccc2nnnn2n1,360,150.0
1,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,14761244,CHEMBL1297,,microL/min/mg,10.23,,mL.min-1.g-1,10.23,OBSERVED,True,MATCHED,True,CHEMBL1297,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,361,10.23
1,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,14769802,CHEMBL70972,,microL/min/mg,3.0,,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL70972,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,362,3.0
1,COCCNCc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1,14769812,CHEMBL452273,,microL/min/mg,3.0,,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL452273,COCCNCc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1,363,3.0
1,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,14769834,CHEMBL1144,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL1144,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,364,3.0
1,O=C(NCC1(O)CCCCCC1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,14769876,CHEMBL560423,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL560423,O=C(NCC1(O)CCCCCC1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,365,3.0
1,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccc(F)cc1,14769877,CHEMBL1689127,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL1689127,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccc(F)cc1,366,3.0
1,O=C(Nc1nc2ccccc2[nH]1)c1ccccc1,14764505,CHEMBL210730,,microL/min/mg,64.0,,mL.min-1.g-1,64.0,OBSERVED,True,MATCHED,True,CHEMBL210730,O=C(Nc1nc2ccccc2[nH]1)c1ccccc1,367,64.0
1,CCc1c(C)nc(SCC(=O)Nc2nc(-c3ccc(OC)cc3)cs2)nc1O,14764531,CHEMBL1299863,,microL/min/mg,66.07,,mL.min-1.g-1,66.07,OBSERVED,True,MATCHED,True,CHEMBL1299863,CCc1c(C)nc(SCC(=O)Nc2nc(-c3ccc(OC)cc3)cs2)nc1O,368,66.07
1,Nc1nc2ccccc2s1,14762356,CHEMBL329785,,microL/min/mg,17.78,,mL.min-1.g-1,17.78,OBSERVED,True,MATCHED,True,CHEMBL329785,Nc1nc2ccccc2s1,369,17.78
1,CCCCCSc1nc(O)c2sc(N)nc2n1,14762365,CHEMBL201799,,microL/min/mg,18.0,,mL.min-1.g-1,18.0,OBSERVED,True,MATCHED,True,CHEMBL201799,CCCCCSc1nc(O)c2sc(N)nc2n1,370,18.0
1,Cc1ccc2c(c1)c(Sc1ccccc1)c(CC(=O)O)n2C,14758870,CHEMBL1420171,<,microL/min/mg,3.0,<,mL.min-1.g-1,3.0,OBSERVED,True,MATCHED,True,CHEMBL1420171,Cc1ccc2c(c1)c(Sc1ccccc1)c(CC(=O)O)n2C,371,3.0
1,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,14758975,CHEMBL1072,,microL/min/mg,4.0,,mL.min-1.g-1,4.0,OBSERVED,True,MATCHED,True,CHEMBL1072,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,372,4.0
1,CN(C)C[C@H](O)Cc1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1,14761283,CHEMBL564535,,microL/min/mg,11.0,,mL.min-1.g-1,11.0,OBSERVED,True,MATCHED,True,CHEMBL564535,CN(C)C[C@H](O)Cc1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1,373,11.0
1,O=C(NO)c1ccc(NS(=O)(=O)c2ccccc2)cc1,14761316,CHEMBL98345,,microL/min/mg,12.0,,mL.min-1.g-1,12.0,OBSERVED,True,MATCHED,True,CHEMBL98345,O=C(NO)c1ccc(NS(=O)(=O)c2ccccc2)cc1,374,12.0
1,COc1ccc(C2CC(c3ccc(Br)cc3)=NN2C(C)=O)cc1,14761341,CHEMBL1209915,,microL/min/mg,12.3,,mL.min-1.g-1,12.3,OBSERVED,True,MATCHED,True,CHEMBL1209915,COc1ccc(C2CC(c3ccc(Br)cc3)=NN2C(C)=O)cc1,375,12.3
1,CCCNC(=O)CSc1ccc(S(=O)(=O)N2CCCC2)cn1,14761348,CHEMBL2141746,,microL/min/mg,12.59,,mL.min-1.g-1,12.59,OBSERVED,True,MATCHED,True,CHEMBL2141746,CCCNC(=O)CSc1ccc(S(=O)(=O)N2CCCC2)cn1,376,12.59
