activity_id,molecule_id,canonical_smiles_rdkit,censoring_class,scaffold_group_key,outer_fold
14758858,CHEMBL1778630,O=C(O)COc1ccc(C(F)(F)F)cc1-c1ccccc1-c1ccccc1,BELOW,c1ccc(-c2ccccc2-c2ccccc2)cc1,2
14758859,CHEMBL44793,O=C(/C=C/c1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)Nc1ccccc1,BELOW,O=C(/C=C/c1c[nH]c2ccccc12)Nc1ccccc1,2
14758860,CHEMBL2171046,Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)cc4Cl)CC3)CC2)cc1,BELOW,O=C(NS(=O)(=O)c1ccccc1)N1CCC(N2CCC(Oc3ccccc3)CC2)CC1,4
14758861,CHEMBL1689136,C[C@H]1CN(Cc2cc(Cl)ccc2CCC(=O)O)CCN1C(=O)Cc1ccccc1,BELOW,O=C(Cc1ccccc1)N1CCN(Cc2ccccc2)CC1,3
14758862,CHEMBL2031466,Cc1ccc(C(=O)NC(C)C)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,BELOW,O=c1c2cc(N3CCNCC3)ccc2ncn1-c1ccccc1,0
14758863,CHEMBL272282,Cn1c(=N)n(CC(=O)c2ccc(Cl)cc2)c2ccccc21,BELOW,N=c1[nH]c2ccccc2n1CC(=O)c1ccccc1,1
14758864,CHEMBL1689135,C[C@H]1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1C(=O)Cc1ccc(Cl)cc1,BELOW,O=C(Cc1ccccc1)N1CCN(Cc2ccccc2)CC1,3
14758865,CHEMBL1773254,O=C(O)CCc1ccc(OCc2cccc(Br)c2)cc1,BELOW,c1ccc(COc2ccccc2)cc1,2
14758866,CHEMBL1409708,CN(C)c1ccnc2sc(C(N)=O)c(N)c12,BELOW,c1cnc2sccc2c1,4
14758867,CHEMBL2158817,O=C(O)C(c1ccccc1)N1CCO[C@@H](CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)C1,BELOW,c1ccc(CN2CCO[C@@H](CN3CCC(Oc4ccccc4)CC3)C2)cc1,4
14758868,CHEMBL1917442,Cc1ccc2c(c1)c(Sc1ccccc1Cl)c(C)n2CC(=O)O,BELOW,c1ccc(Sc2c[nH]c3ccccc23)cc1,2
14758869,CHEMBL2171023,O=C(O)c1ccccc1C(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,BELOW,O=C(c1ccccc1)N1CCC(N2CCC(Oc3ccccc3)CC2)CC1,3
14758870,CHEMBL1420171,Cc1ccc2c(c1)c(Sc1ccccc1)c(CC(=O)O)n2C,BELOW,c1ccc(Sc2c[nH]c3ccccc23)cc1,2
14758871,CHEMBL2031235,Cc1ccc(NC(=O)c2ccno2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,BELOW,O=C(Nc1cccc(-n2cnc3ccc(N4CCNCC4)cc3c2=O)c1)c1ccno1,0
14758872,CHEMBL53366,Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1,BELOW,c1ccc(C(CCn2ccnc2)c2ccccc2)cc1,3
14758873,CHEMBL2171044,N#Cc1cccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,BELOW,O=C(NS(=O)(=O)c1ccccc1)N1CCC(N2CCC(Oc3ccccc3)CC2)CC1,4
14758874,CHEMBL2158781,Cc1cc(F)ccc1OC1CCN(CC2CCN([C@@H](Cc3ccc(F)cc3)C(=O)O)CC2)CC1,BELOW,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,1
14758875,CHEMBL1917426,Cc1c(Sc2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O,BELOW,c1ccc(Sc2c[nH]c3ccccc23)cc1,2
14758876,CHEMBL2158778,O=C(O)[C@H](Cc1ccc(F)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)cc3)CC2)CC1,BELOW,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,1
14758877,CHEMBL1917423,Cc1c(Sc2ccc(Cl)cc2)c2cccc(Cl)c2n1CC(=O)O,BELOW,c1ccc(Sc2c[nH]c3ccccc23)cc1,2
14758878,CHEMBL112747,COc1ccnc(NC2CCN(C(=O)c3ccccc3)CC2)c1,BELOW,O=C(c1ccccc1)N1CCC(Nc2ccccn2)CC1,0
14758879,CHEMBL2332936,CC(=O)Nc1ccc(O)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(F)ccc1O2,BELOW,c1ccc(OCCCN2CCC3(CC2)Cc2ccccc2O3)cc1,3
14758880,CHEMBL2171215,O=C(NS(=O)(=O)Cc1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,BELOW,O=C(NS(=O)(=O)Cc1ccccc1)N1CCC(N2CCC(Oc3ccccc3)CC2)CC1,2
14758881,CHEMBL1917425,Cc1c(Sc2ccc(Cl)cc2)c2c(Cl)cccc2n1CC(=O)O,BELOW,c1ccc(Sc2c[nH]c3ccccc23)cc1,2
14758882,CHEMBL2207282,NS(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,BELOW,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2ccccc12,2
14758883,CHEMBL1917427,Cc1c(F)ccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,BELOW,c1ccc(Sc2c[nH]c3ccccc23)cc1,2
14758884,CHEMBL2171025,O=C(c1ccc(-c2noc(=O)[nH]2)cc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,BELOW,O=C(c1ccc(-c2noc(=O)[nH]2)cc1)N1CCC(N2CCC(Oc3ccccc3)CC2)CC1,3
14758885,CHEMBL2158770,N#Cc1cccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,BELOW,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,1
14758886,CHEMBL2158824,O=C(O)c1ccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,BELOW,c1ccc(OC2CCN(CC3CCN(c4ccccc4)CC3)CC2)cc1,1
14758887,CHEMBL1082983,CCCCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,BELOW,c1ccc2c(c1)ncc1nc[nH]c12,0
14758888,CHEMBL370387,Nc1nc2nc(SCc3cccc(F)c3F)nc(O)c2s1,BELOW,c1ccc(CSc2ncc3scnc3n2)cc1,1
14758889,CHEMBL1917424,Cc1c(Sc2ccc(Cl)cc2)c2ccc(Cl)cc2n1CC(=O)O,BELOW,c1ccc(Sc2c[nH]c3ccccc23)cc1,2
14758890,CHEMBL2158780,Cc1cc(Cl)ccc1OC1CCN(CC2CCN([C@@H](Cc3ccc(F)cc3)C(=O)O)CC2)CC1,BELOW,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,1
14758891,CHEMBL2158782,Cc1cc(OC2CCN(CC3CCN([C@@H](Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc1Cl,BELOW,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,1
14758892,CHEMBL2158816,O=C(O)C(c1ccccc1)N1CCCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)C1,BELOW,c1ccc(CN2CCCC(CN3CCC(Oc4ccccc4)CC3)C2)cc1,0
14758893,CHEMBL2158779,O=C(O)[C@H](Cc1ccc(F)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)cc3Cl)CC2)CC1,BELOW,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,1
14758894,CHEMBL1290746,Cc1ccc(C(=O)Nc2ccon2)cc1NC(=O)c1cnn(-c2ccccc2F)c1N,BELOW,O=C(Nc1cccc(C(=O)Nc2ccon2)c1)c1cnn(-c2ccccc2)c1,0
14758895,CHEMBL257027,C[C@H](CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)[nH]c12,BELOW,O=c1[nH]c2cnc(SCc3ccccc3)nc2[nH]1,0
14758896,CHEMBL198758,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(C#N)cc2)CC1,BELOW,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,4
14758897,CHEMBL1778653,CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(N)=O)c(C)c1,BELOW,c1ccc(-c2ccccc2)cc1,0
14758898,CHEMBL2158773,Cc1cccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,BELOW,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,1
14758899,CHEMBL1084863,NS(=O)(=O)c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,BELOW,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,3
14758900,CHEMBL2158838,O=C(O)[C@H](Cc1ccc(Cl)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,BELOW,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,1
14758901,CHEMBL1917419,Cc1c(Sc2ccc(Cl)cc2)c2cc(Cl)ccc2n1CC(=O)O,BELOW,c1ccc(Sc2c[nH]c3ccccc23)cc1,2
14758902,CHEMBL2208429,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1n[nH]c2ccccc12,BELOW,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1n[nH]c2ccccc12,2
14758903,CHEMBL2107729,O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)s1,BELOW,O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1ccccc1NS(=O)(=O)c1cccs1,4
14758904,CHEMBL1083637,CCc1nc2c(N)nc3ccccc3c2n1Cc1ccccc1,BELOW,c1ccc(Cn2cnc3cnc4ccccc4c32)cc1,2
14758905,CHEMBL244936,Cc1nc2ccc(-c3ccc(Cl)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,BELOW,O=c1c2cc(-c3ccccc3)ccc2ncn1C[C@H]1CCCNC1,3
14758906,CHEMBL390674,Cc1cc(Oc2ccc3c(c2)OCO3)nc(Oc2ccc(-n3ccnc3)cc2)n1,BELOW,c1cn(-c2ccc(Oc3nccc(Oc4ccc5c(c4)OCO5)n3)cc2)cn1,3
14758907,CHEMBL244184,Cc1cnc(Oc2ccc(-n3ccnc3)cc2)nc1Oc1ccc2c(c1)OCO2,BELOW,c1cn(-c2ccc(Oc3nccc(Oc4ccc5c(c4)OCO5)n3)cc2)cn1,3
14758908,CHEMBL1917421,Cc1c(Sc2ccc(Cl)cc2)c2cc(Cl)ccc2n1C(C)C(=O)O,BELOW,c1ccc(Sc2c[nH]c3ccccc23)cc1,2
14758909,CHEMBL2207660,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]nc3C(F)(F)F)CC2)c1Cl,BELOW,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1cn[nH]c1,4
14758910,CHEMBL2208432,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)n1c(=O)[nH]c2ccccc21,BELOW,O=C(NCCCN1CCC(Oc2ccccc2)CC1)n1c(=O)[nH]c2ccccc21,4
14758911,CHEMBL305513,Nc1nc2ccccc2[nH]1,BELOW,c1ccc2[nH]cnc2c1,4
14758912,CHEMBL309339,O=C(NO)c1ccccc1O,BELOW,c1ccccc1,3
14758913,CHEMBL505,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,BELOW,c1ccc(Cc2ccccn2)cc1,1
14758914,CHEMBL1208,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,BELOW,O=c1cn[nH]c2cc3c(cc12)OCO3,4
14758915,CHEMBL1892766,N#Cc1cn(Cc2ccco2)c(=O)[nH]c1=O,BELOW,O=c1ccn(Cc2ccco2)c(=O)[nH]1,2
14758916,CHEMBL594684,Cc1cc(NS(=O)(=O)c2ccc(Cl)cc2)no1,BELOW,O=S(=O)(Nc1ccon1)c1ccccc1,4
14758917,CHEMBL1789327,Cc1ccc(C#N)c(S[C@H](CCN)c2ccccc2)n1,BELOW,c1ccc(CSc2ccccn2)cc1,4
14758918,CHEMBL956,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,BELOW,O=C(c1ccccc1)c1cccs1,3
14758919,CHEMBL373067,Nc1nc2nc(SCc3ccccc3)nc(O)c2s1,BELOW,c1ccc(CSc2ncc3scnc3n2)cc1,1
14758920,CHEMBL1519272,O=C(NS(=O)(=O)c1ccccc1Cl)c1ccc[nH]1,BELOW,O=C(NS(=O)(=O)c1ccccc1)c1ccc[nH]1,0
14758921,CHEMBL1778620,Nc1ccc(OCC(=O)O)c(-c2ccccc2)c1,BELOW,c1ccc(-c2ccccc2)cc1,0
14758922,CHEMBL189475,C[C@@H](C(=O)NS(C)(=O)=O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,BELOW,c1ccccc1,3
14758923,CHEMBL1761322,CCS(=O)(=O)CCCC12CCC(c3nnc(-c4ccccc4C(F)(F)F)n3C)(CC1)CC2,BELOW,c1ccc(-c2nnc(C34CCC(CC3)CC4)[nH]2)cc1,1
14758924,CHEMBL203125,O=CN(O)CCCP(=O)(O)O,IN-RANGE,O=CN(O)CCCP(=O)(O)O,0
14758935,CHEMBL93484,CC1N=C(N)N=C(N)N1c1ccc(Cl)cc1,IN-RANGE,C1=NC=NCN1c1ccccc1,0
14758945,CHEMBL1689109,O=C(O)COc1ccc(Cl)cc1CN1CCN(S(=O)(=O)c2ccccc2)CC1,IN-RANGE,O=S(=O)(c1ccccc1)N1CCN(Cc2ccccc2)CC1,1
14758956,CHEMBL1934417,COCCC(C)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c1ccc(C)cc1,IN-RANGE,O=S(=O)(Nc1ccn[nH]1)c1ccccc1,1
14758961,CHEMBL2326864,CC(=O)Nc1nc(CCc2ccc(NC(=N)N)cc2)cs1,IN-RANGE,c1ccc(CCc2cscn2)cc1,1
14758962,CHEMBL1539037,COc1ccc(NC(=O)CCc2c(C)nc3nc(C)nn3c2C)cc1,IN-RANGE,O=C(CCc1cnc2ncnn2c1)Nc1ccccc1,1
14758970,CHEMBL375166,Cc1n[nH]c(C)c1Cc1sc2c(c1C(=O)N1C[C@H](O)CO1)c(=O)n(C)c(=O)n2CC(C)C,IN-RANGE,O=C(c1c(Cc2cn[nH]c2)sc2[nH]c(=O)[nH]c(=O)c12)N1CCCO1,1
14758971,CHEMBL2207665,Cn1cc(C(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c(C(F)(F)F)cc1=O,IN-RANGE,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1ccc(=O)[nH]c1,3
14758972,CHEMBL1020,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,IN-RANGE,O=C(c1ccccc1)c1ccc[nH]1,2
14758973,CHEMBL402986,C[C@H](CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)sc12,IN-RANGE,O=c1[nH]c2nc(SCc3ccccc3)ncc2s1,0
14758974,CHEMBL212777,Cc1ccc2c(c1)c(-c1ccnc3cc(Cl)ccc13)c(C)n2CC(=O)O,IN-RANGE,c1ccc2c(-c3c[nH]c4ccccc34)ccnc2c1,4
14758975,CHEMBL1072,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,IN-RANGE,c1ccc(Oc2ccccc2)cc1,4
14758976,CHEMBL1743245,Cc1ccccc1/N=N/c1ccc(NC(=O)c2ccnn2C)c(C)c1,IN-RANGE,O=C(Nc1ccc(/N=N/c2ccccc2)cc1)c1ccn[nH]1,2
14758977,CHEMBL2094588,O=C(CN1C2=NCCN2c2ccccc21)c1ccc(Cl)cc1,IN-RANGE,O=C(CN1C2=NCCN2c2ccccc21)c1ccccc1,4
14758978,CHEMBL2158839,O=C(O)[C@H](Cc1ccccc1F)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,IN-RANGE,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,1
14758979,CHEMBL2208423,N#Cc1cccc(C(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c1,IN-RANGE,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1ccccc1,1
14758980,CHEMBL1778647,CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(C(F)(F)F)c1,IN-RANGE,c1ccc(-c2ccccc2)cc1,0
14758981,CHEMBL379828,COc1ccc2c(c1)c(-c1ccnc3cc(Cl)ccc13)c(C)n2CC(=O)O,IN-RANGE,c1ccc2c(-c3c[nH]c4ccccc34)ccnc2c1,4
14758982,CHEMBL211866,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2ccccc2)c2ccc(S(C)(=O)=O)cc2)CC1,IN-RANGE,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,4
14758983,CHEMBL2031233,Cc1ccc(NC(=O)C2CC2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,IN-RANGE,O=C(Nc1cccc(-n2cnc3ccc(N4CCNCC4)cc3c2=O)c1)C1CC1,2
14758984,CHEMBL5,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,IN-RANGE,O=c1cc[nH]c2ncccc12,1
14758985,CHEMBL60088,N=C(N)c1cc2c(I)cccc2s1,IN-RANGE,c1ccc2sccc2c1,4
14758986,CHEMBL1738761,N#Cc1ccc(Cl)cc1O[C@H](CCN)c1ccccc1,IN-RANGE,c1ccc(COc2ccccc2)cc1,2
14758987,CHEMBL1917428,Cc1c(Sc2ccc(Cl)cc2)c2c(C#N)c(Cl)ccc2n1CC(=O)O,IN-RANGE,c1ccc(Sc2c[nH]c3ccccc23)cc1,2
14758988,CHEMBL2158834,O=C(O)c1cccnc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,IN-RANGE,c1ccc(OC2CCN(CC3CCN(c4ccccn4)CC3)CC2)cc1,1
14758989,CHEMBL180184,CCN(C(=O)NCc1ccccc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,IN-RANGE,O=C(NCc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,1
14758990,CHEMBL350563,CCO/N=C(\c1ccc(Br)cc1)C1CCN(C2(C)CCN(C(=O)c3c(Cl)cncc3Cl)CC2)CC1,IN-RANGE,N=C(c1ccccc1)C1CCN(C2CCN(C(=O)c3ccncc3)CC2)CC1,3
14758991,CHEMBL112246,CCOC(=O)N1CCC(Nc2cc(OC)ccn2)CC1,IN-RANGE,c1ccc(NC2CCNCC2)nc1,1
14758993,CHEMBL669,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,IN-RANGE,C=C1c2ccccc2C=Cc2ccccc21,0
14758997,CHEMBL2335901,C[C@@H](NC(=O)C1CCNCC1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,IN-RANGE,O=C(NCc1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1)C1CCNCC1,2
14758998,CHEMBL1531981,Cc1oc(-c2ccccc2)cc1C(=O)Nc1cccc(C(=O)O)c1,IN-RANGE,O=C(Nc1ccccc1)c1coc(-c2ccccc2)c1,4
14758999,CHEMBL1766779,CS(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,IN-RANGE,O=C(Nc1ccccc1)c1cncc(-c2ccccc2)n1,0
14759000,CHEMBL1934268,CCn1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c1ccc(C)cc1,IN-RANGE,O=S(=O)(Nc1ccn[nH]1)c1ccccc1,1
14759774,CHEMBL2031559,O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(C(F)(F)F)cc2[nH]cnc12,IN-RANGE,O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cccc2[nH]cnc12,3
14759778,CHEMBL1090089,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC(CCO)CCO)nc21,IN-RANGE,O=c1[nH]c2ncncc2cc1Oc1ccccc1,4
14759783,CHEMBL1689112,O=C(O)COc1ccc(C(F)(F)F)cc1CN1CCN(C(=O)c2ccccc2)CC1,IN-RANGE,O=C(c1ccccc1)N1CCN(Cc2ccccc2)CC1,4
14759791,CHEMBL1355736,Cn1c(=O)c2nc[nH]c2n(C)c1=O.O,IN-RANGE,O=c1[nH]c(=O)c2nc[nH]c2[nH]1,3
14759795,CHEMBL1688458,O=C(O)CCc1ccc(OCc2cccc(Oc3ccccc3)c2)cc1,IN-RANGE,c1ccc(OCc2cccc(Oc3ccccc3)c2)cc1,1
14759804,CHEMBL1807823,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3ccccc3)c2s1,IN-RANGE,O=c1[nH]c2cccc(CCNCCSCCCNCCc3ccccc3)c2s1,2
14759805,CHEMBL196707,Cc1c(CC(=O)O)c2cc(F)ccc2n1S(=O)(=O)c1ccc(S(C)(=O)=O)cc1,IN-RANGE,O=S(=O)(c1ccccc1)n1ccc2ccccc21,4
14759806,CHEMBL1689111,O=C(O)COc1ccc(Cl)cc1CN1CCN(S(=O)(=O)Cc2ccccc2)CC1,IN-RANGE,O=S(=O)(Cc1ccccc1)N1CCN(Cc2ccccc2)CC1,2
14759807,CHEMBL209689,Cc1ccc2c(c1)c(-c1ccnc3c(C)cccc13)c(C)n2CC(=O)O,IN-RANGE,c1ccc2c(-c3c[nH]c4ccccc34)ccnc2c1,4
14759808,CHEMBL2057372,CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(NC(=O)NCC(=O)N4CCOCC4)nn3c2)c1,IN-RANGE,O=C(NCC(=O)N1CCOCC1)Nc1nc2ccc(-c3cccnc3)cn2n1,2
14759809,CHEMBL2057371,CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(NC(=O)NCC(=O)N4CCCC4)nn3c2)c1,IN-RANGE,O=C(NCC(=O)N1CCCC1)Nc1nc2ccc(-c3cccnc3)cn2n1,1
14759810,CHEMBL1290183,O=C(c1ccccc1)N1CCC2(CCN(Cc3cccc(Cl)c3)CC2)CC1,IN-RANGE,O=C(c1ccccc1)N1CCC2(CCN(Cc3ccccc3)CC2)CC1,0
14759811,CHEMBL1916288,Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2ccc(C#N)cc2)c1C(=O)N[C@@H](C)C(C)(C)C,IN-RANGE,O=S(=O)(Nc1ccnn1-c1ccccc1)c1ccccc1,3
14759812,CHEMBL193240,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,IN-RANGE,O=C(Nc1ccncc1)c1cccc(OCC2CC2)c1,3
14759813,CHEMBL1934420,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCN(C)CC2)cc1,IN-RANGE,O=S(=O)(Nc1ccnn1C1CCNCC1)c1ccccc1,1
14759814,CHEMBL2171035,O=C(NS(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,IN-RANGE,O=C(NS(=O)(=O)c1ccccc1)N1CCC(N2CCC(Oc3ccccc3)CC2)CC1,4
14759815,CHEMBL1689115,O=C(O)COc1ccc(Cl)cc1CN1CCCN(S(=O)(=O)Cc2ccccc2)CC1,IN-RANGE,O=S(=O)(Cc1ccccc1)N1CCCN(Cc2ccccc2)CC1,4
14759816,CHEMBL1078685,N#Cc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1,IN-RANGE,c1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1,2
14759817,CHEMBL233263,C[C@H](CO)Nc1nc(SCc2ccco2)nc2nc(N)sc12,IN-RANGE,c1coc(CSc2ncc3scnc3n2)c1,1
14759818,CHEMBL591931,N=C(N)c1cc2c(-c3ccccc3)cccc2s1,IN-RANGE,c1ccc(-c2cccc3sccc23)cc1,1
14759819,CHEMBL1689119,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,IN-RANGE,O=S(=O)(c1ccccc1)N1CCN(Cc2ccccc2)CC1,1
14759820,CHEMBL211631,COc1cccc2c(-c3c(C)n(CC(=O)O)c4ccc(C)cc34)ccnc12,IN-RANGE,c1ccc2c(-c3c[nH]c4ccccc34)ccnc2c1,4
14759821,CHEMBL1478592,Cc1c(C(=O)Nc2ccccc2)sc2ncnc(O)c12,IN-RANGE,O=C(Nc1ccccc1)c1cc2cncnc2s1,1
14759822,CHEMBL100391,CN(C)CC(O)COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cc1,IN-RANGE,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,4
14759823,CHEMBL1917461,Cc1ccc2c(n1)c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,IN-RANGE,c1ccc(Sc2c[nH]c3cccnc23)cc1,1
14759824,CHEMBL313907,O=S(=O)(Nc1nc(-c2ccccc2)nn1Cc1ccccc1)c1ccccc1,IN-RANGE,O=S(=O)(Nc1nc(-c2ccccc2)nn1Cc1ccccc1)c1ccccc1,3
14759825,CHEMBL2031464,Cc1ccc(C(=O)NC2CCC2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,IN-RANGE,O=C(NC1CCC1)c1cccc(-n2cnc3ccc(N4CCNCC4)cc3c2=O)c1,0
14759836,CHEMBL1090090,NC(=O)c1ccc(N(C(N)=O)c2c(F)cccc2F)nc1-c1ccc(F)cc1F,IN-RANGE,c1ccc(Nc2cccc(-c3ccccc3)n2)cc1,2
14759837,CHEMBL168899,O=C1Nc2ccccc2B(O)N1c1ccccc1,IN-RANGE,O=C1Nc2ccccc2BN1c1ccccc1,1
14759846,CHEMBL1464,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,IN-RANGE,O=c1oc2ccccc2cc1Cc1ccccc1,1
14759847,CHEMBL1939560,C[C@H](c1nc2ncccc2c(=O)n1-c1ccc(Cl)cc1)N(CC1CCS(=O)(=O)CC1)C(=O)Cc1ccc(C(F)(F)F)c(F)c1,IN-RANGE,O=C(Cc1ccccc1)N(Cc1nc2ncccc2c(=O)n1-c1ccccc1)CC1CCS(=O)(=O)CC1,3
14759848,CHEMBL1460615,O=S1(=O)CC(O)C(N2CCC(c3ccccc3)CC2)C1,IN-RANGE,O=S1(=O)CCC(N2CCC(c3ccccc3)CC2)C1,3
14759854,CHEMBL284275,COc1ccc(Cc2c(N)n[nH]c2N)cc1,IN-RANGE,c1ccc(Cc2cn[nH]c2)cc1,1
14759855,CHEMBL106309,O=C(O)CCCCCCc1ccc(Cc2ccc3ccccc3n2)cc1,IN-RANGE,c1ccc(Cc2ccc3ccccc3n2)cc1,4
