activity_id,chembl_id,scaffold_key,outer_fold
14761385,CHEMBL11,c1ccc2c(c1)CCc1ccccc1N2,3
14761386,CHEMBL481,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc(OC(=O)N4CCC(N5CCCCC5)CC4)ccc2nc1-3,4
14762210,CHEMBL2171021,O=C(c1ccccc1)N1CCC(N2CCC(Oc3ccccc3)CC2)CC1,1
14762211,CHEMBL1290184,O=C(c1ccccc1)N1CCC2(CCN(Cc3ccccc3)CC2)CC1,2
14762220,CHEMBL2152523,c1ccc(C(C(c2ccccc2)N2CCCCC2)N2CCCCC2)cc1,4
14762221,CHEMBL345937,O=c1cc2n(c3cc(N4CCNCC4)ccc13)CS2,5
14762222,CHEMBL1455229,O=C(NCc1cccnc1)c1cc(-c2ccco2)on1,3
14762227,CHEMBL605846,O=C1COc2c(CCNCCc3ccccc3)cccc2N1,5
14762228,CHEMBL2031221,O=C(Nc1cccc(-n2cnc3ccc(N4CCNCC4)cc3c2=O)c1)c1cccc(N2CCOCC2)c1,5
14762229,CHEMBL1916286,O=S(=O)(Nc1ccnn1-c1ccccc1)C1CCCCC1,3
14762230,CHEMBL24646,O=C1CCC(c2ccc3[nH]c(-c4ccccc4)nc3c2)=NN1,1
14762231,CHEMBL2207284,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2ccccc12,3
14762232,CHEMBL257025,c1ccc(CSc2ncc3cn[nH]c3n2)cc1,2
14762233,CHEMBL315970,O=c1[nH]c(=O)c2cn(Cc3cccc4ccccc34)cc2[nH]1,3
14762234,CHEMBL1916083,O=S(=O)(Nc1ccnn1-c1ccccc1)c1ccccc1,2
14762235,CHEMBL1945298,O=c1[nH]c2cccc(CCNCCOc3cccc(CNCCc4ccccc4)c3)c2s1,2
14762236,CHEMBL2207276,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2ccccc12,3
14762237,CHEMBL2158774,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,5
14762238,CHEMBL337962,O=C(Nc1ccccc1)Nc1ccccc1CN1CCC(Cc2ccccc2)CC1,5
14762241,CHEMBL1232461,c1ccc(C2=NCc3nncn3-c3ccccc32)cc1,1
14762242,CHEMBL1164033,O=S(=O)(Nc1ccccc1)c1ccccc1,1
14762243,CHEMBL168634,O=S(=O)(c1ccccc1)N1Bc2ccccc2C=N1,2
14762244,CHEMBL1829763,O=C1OC(c2ccccc2)CCN1Cc1ccc(-c2ccccc2)cc1,4
14762252,CHEMBL1929039,O=C1COc2ccc(-c3ccnn3-c3ccccc3)cc2N1,5
14762253,CHEMBL1463345,O=C1C=C2C=CC3C(CCC4C3CCC43CCC(=O)O3)C2CC1,3
14762254,CHEMBL2070137,c1ccc(-c2cccc(-c3nc4ccccc4[nH]3)c2)cc1,4
14762255,CHEMBL29609,c1cc(CCCOc2ccc(-c3ncon3)cc2)on1,1
14762263,CHEMBL435859,B1c2ccccc2N=CN1c1cccnc1,3
14762264,CHEMBL521851,c1cc(-c2nc(N3CCOCC3)c3sc(CN4CCNCC4)cc3n2)c2cn[nH]c2c1,5
14762270,CHEMBL556680,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2c(=O)n(CC3CCCN3)ccc12,3
14762271,CHEMBL108922,c1ccc(OCCC2CCN(c3cccnn3)CC2)cc1,4
14762272,CHEMBL235392,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cccc(CN2CC3CNCC(C2)O3)c1,4
14762273,CHEMBL371888,c1ccc(COc2ccc(Nc3ncnc4ccccc34)cc2)nc1,3
14762274,CHEMBL1643199,O=C(Nc1ccccc1)C1c2ccccc2CCN1Cc1ccccc1,2
14762275,CHEMBL1939418,c1ccc(Nc2ncnc3[nH]cnc23)cc1,4
14762276,CHEMBL551707,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cccc2nc(N3CCCC(NCCc4nnn[nH]4)C3)ccc12,1
14762277,CHEMBL1397672,O=c1c(Cc2ccccc2)c[nH]c2nc(NCc3ccccc3)nn12,4
14762281,CHEMBL42,c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,4
14762282,CHEMBL957,O=S(=O)(Nc1nc(-c2ncccn2)ncc1Oc1ccccc1)c1ccccc1,3
14762283,CHEMBL2170837,O=S(=O)(Nc1ccc(N2CCN(c3cccc(-c4cc[nH]c4-c4ccccc4)c3)CC2)cc1)c1ccc(NC(CCN2CCCCC2)CSc2ccccc2)cc1,3
14762291,CHEMBL422648,O=c1occ(CN2CCN(c3ccc4c(=O)cc5n(c4c3)CS5)CC2)o1,4
14762292,CHEMBL1916280,O=S(=O)(Nc1ccnn1-c1ccccc1)c1ccccc1,2
14762294,CHEMBL570899,c1cnc(CNc2cncc(Nc3cc[nH]n3)n2)nc1,2
14762295,CHEMBL2012204,c1ccc(-c2ccc(COCCc3ccon3)cc2)cc1,5
14762296,CHEMBL1645135,O=C(NCc1ccccc1)c1cccc2c1N(Cc1ccccc1)CC2,1
14762302,CHEMBL1939414,c1ccc(Nc2ncnc3[nH]cnc23)cc1,4
14762303,CHEMBL1672434,O=S(=O)(NC1CCNC1)c1ccccc1,3
14762304,CHEMBL2031225,O=C(Nc1cccc(-n2cnc3ccc(N4CCNCC4)cc3c2=O)c1)c1ccccc1,5
14762305,CHEMBL1945031,O=c1[nH]c2cccc(CCNCCc3cccc(CNCCc4c[nH]c5ccccc45)c3)c2s1,5
14762306,CHEMBL1523918,O=S(=O)(Nc1nnc(-c2ccccc2)s1)c1ccccc1,2
14762307,CHEMBL369311,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,1
14762308,CHEMBL1917439,c1ccc(Sc2c[nH]c3ccc(-c4ccccc4)cc23)cc1,2
14762319,CHEMBL1956334,O=C(Nc1cccnc1)C1CCC(N2C(=O)C3C4CCC(C4)C3C2=O)CC1,5
14762328,CHEMBL1944691,O=c1[nH]c2cccc(CCNCCc3cccc(CNCCc4ccccc4)c3)c2s1,2
14762329,CHEMBL1934269,O=S(=O)(Nc1ccn[nH]1)c1ccccc1,4
14762330,CHEMBL1770476,O=C(NCc1nc2cnccc2[nH]1)c1cc2ccccc2o1,2
14762331,CHEMBL290548,O=C(CC1CNCCN1c1ccnc(-n2ccnc2)n1)NCc1ccc2c(c1)OCO2,5
14762332,CHEMBL436826,O=C(Cc1ccccc1)N(Cc1cccnc1)Cc1nc2ccccc2c(=O)n1-c1ccccc1,4
14762334,CHEMBL2207666,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2ccccc12,3
14762336,CHEMBL1951918,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)C2CCNCC2)CC1,5
14762345,CHEMBL578194,c1ccc(CNc2cncc(Nc3cc(C4CC4)[nH]n3)n2)nc1,4
14762346,CHEMBL1091644,c1ccc(-c2ccc3ccc(-c4nc(C5CCC5)n5ccncc45)cc3n2)cc1,2
14762347,CHEMBL1201391,C1=CC2=CCCCC2CC1,3
14762348,CHEMBL1952100,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)C2CCNCC2)CC1,5
14762352,CHEMBL1513,O=C1N(Cc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)C=NC12CCCC2,5
14762353,CHEMBL2348642,c1cc(Nc2nccc(-c3cncs3)n2)cc(N2CCNCC2)c1,3
14762354,CHEMBL406366,c1ccc(-c2cscn2)cc1,3
14762355,CHEMBL2070950,O=C(NC1CC1)C1CCCCC1C(=O)N1CCN(c2nc3ccncc3s2)CC1,5
14762356,CHEMBL329785,c1ccc2scnc2c1,3
14762357,CHEMBL12610,c1ccc(Cn2ncc3ccccc32)cc1,2
14762361,CHEMBL235789,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cccc(CN2CCNCC2)c1,4
14762362,CHEMBL103355,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,2
14762363,CHEMBL1951898,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)N2CCNCC2)CC1,1
14762364,CHEMBL211175,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,1
14762365,CHEMBL201799,c1ncc2scnc2n1,3
14762371,CHEMBL1086310,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1ccccc1,1
14762372,CHEMBL2207655,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)N3CCC3)ccc12,3
14762373,CHEMBL198150,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,1
14762377,CHEMBL553,c1ccc(Nc2ncnc3ccccc23)cc1,4
14762384,CHEMBL1944693,O=c1[nH]c2cccc(CCNCCc3cccc(CNCCc4ccccc4)c3)c2s1,2
14762385,CHEMBL1944690,O=c1[nH]c2cccc(CCNCCc3cccc(CNCCc4ccccc4)c3)c2s1,2
14762386,CHEMBL1739708,c1ccc(-c2ncs[n+]2-c2ccccc2)cc1,2
14762387,CHEMBL1870384,C(=NN=Cc1ccccc1)c1ccccc1,1
14762388,CHEMBL129982,O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccccc1,3
14762395,CHEMBL2164850,O=C(Nc1cc(-c2ccncc2)c[nH]c1=O)C(Cc1ccccc1)NC1(c2ccccn2)CC1,5
14762396,CHEMBL129198,O=C(c1cc2ccccc2[nH]1)N1CCNCC1,2
14762404,CHEMBL1231533,O=C1NC(=O)C(=Cc2ccc3c(c2)OCO3)S1,3
14762405,CHEMBL1683934,O=C(Nc1ccccc1-c1ccccc1)OC1CCN(CCCCCCCCCNCCc2cccc3[nH]c(=O)ccc23)CC1,4
14762415,CHEMBL1951032,c1cncc(Nc2cc(OC3CCNCC3)ncn2)c1,4
14762416,CHEMBL565755,c1ccc2scnc2c1,3
14762417,CHEMBL376488,c1ccc(C(Cc2cccc3ccccc23)c2cnc3ccccc3c2)cc1,3
14762424,CHEMBL218628,O=C(c1c(Cn2cnc3ccccc32)sc2[nH]c(=O)[nH]c(=O)c12)N1CCCO1,4
14762425,CHEMBL453222,c1ccc(-c2cccs2)cc1,1
14762426,CHEMBL1807869,O=c1[nH]c2cccc(CCNCCCSCCNCCc3ccccc3)c2s1,4
14762427,CHEMBL365123,O=c1ccn(Cc2ccccc2)c(=O)[nH]1,2
14762428,CHEMBL240317,O=C(c1ccccc1)N1CCN(Cc2ccccc2)CC1,5
14762434,CHEMBL2216902,O=S1(=O)CCC(N2CC(Oc3nc4c(N5CCOCC5)nc(-n5cnc6ccccc65)nc4[nH]3)C2)CC1,3
14762435,CHEMBL2177757,O=C(Cc1ccccc1)Nc1nnc(CCSCCc2nnc(NC(=O)Cc3ccccc3)s2)s1,5
14762436,CHEMBL103482,c1ccc2ncccc2c1,1
14762437,CHEMBL1645107,c1cc(-c2ccc3ncsc3c2)ccn1,3
14762438,CHEMBL22442,O=c1cc(OCc2ccccc2)ccn1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,5
14762439,CHEMBL128613,O=C(c1cc2ccccc2[nH]1)N1CCNCC1,2
14762442,CHEMBL141157,O=C(Cn1cccc(NC(=O)c2ccon2)c1=O)NCCC1CCNC1=O,2
14762448,CHEMBL81,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccccc2)sc2ccccc12,1
14762449,CHEMBL1934414,O=S(=O)(Nc1ccnn1C1CCCC1)c1ccccc1,2
14762450,CHEMBL232656,O=C(COc1ccccc1)N1CCN(Cc2ccccc2)CC1,3
14762451,CHEMBL1951902,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)N2CCCCC2)CC1,3
14762452,CHEMBL404609,c1ccc(-c2cccs2)cc1,1
14762453,CHEMBL2207285,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)NC3CC3)ccc12,4
14762454,CHEMBL492112,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1ccc2[nH]ncc2c1,4
14762455,CHEMBL108546,c1ccc(CCOCCOCCCNCCc2cccc3ncsc23)cc1,2
14762460,CHEMBL2170985,O=C(NCCCSCC1CCC(n2cnc3cncnc32)O1)NCc1ccccc1,5
14762461,CHEMBL1077827,O=C(Cc1ccccc1)N(Cc1nc2ncccc2c(=O)n1-c1ccccc1)CC1CCNCC1,1
14762462,CHEMBL2170994,O=C(NCCCSCC1CCC(n2cnc3cncnc32)O1)Nc1ccccc1,3
14762463,CHEMBL1950720,O=C(CC1CCCCC1)N1CCC2CCN(CCc3ccccc3)CC21,2
14762464,CHEMBL1405150,c1csc(Cc2ccc3cccnc3c2)c1,1
14762466,CHEMBL2207669,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2ccccc12,3
14763245,CHEMBL2216870,O=c1c2ccccc2nc(CNc2ncnc3[nH]cnc23)n1-c1ccccc1,1
14763246,CHEMBL57531,c1ccc(-c2cnc3ncncc3c2)cc1,2
14763250,CHEMBL472,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(CCNC(=O)c2ccccc2)cc1,4
14763251,CHEMBL217899,c1csc(-c2nnc3n2CCc2cnn(C4CCCC4)c2-3)c1,3
14763252,CHEMBL193544,c1ccc(COc2ccc(Nc3ncnc4cccc(OC5CCNCC5)c34)cc2)nc1,5
14763253,CHEMBL1945040,O=c1[nH]c2cccc(CCNCCc3ccc(CNCc4ccccc4)cc3)c2s1,2
14763254,CHEMBL1944692,O=c1[nH]c2cccc(CCNCCc3ccc(CNCCc4ccccc4)cc3)c2s1,2
14763264,CHEMBL38182,O=C(Nc1ccccc1)Nc1cccc2[nH]nnc12,2
14763265,CHEMBL183630,O=C(Nc1cccc(NC(=O)c2cccc(N3CCOCC3)c2)c1)c1ccc(OCc2cscn2)cc1,2
14763266,CHEMBL384962,c1ccc2c(-c3c[nH]c4ccccc34)ccnc2c1,2
14763272,CHEMBL576981,O=C1CC2CC(SC3CN(C4=NCCS4)C3)=CN12,5
14763273,CHEMBL1800526,c1ccc(CCc2nc3cccnc3[nH]2)nc1,5
14763274,CHEMBL370826,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,1
14763275,CHEMBL563,c1ccc(-c2ccccc2)cc1,4
14763276,CHEMBL1916272,O=S(=O)(Nc1ccnn1-c1ccccc1)c1ccccc1,2
14763285,CHEMBL522460,O=c1[nH]c2ccccc2n1C1CCN(C2CCN(Cc3ccccc3)CC2)CC1,2
14763286,CHEMBL2018953,O=C(C1CCCCN1)N1CCN(c2nc(NCc3ccccc3)c3cccnc3n2)CC1,4
14763288,CHEMBL559078,O=c1cnn(-c2ccccc2)c(=O)[nH]1,2
14763289,CHEMBL551765,O=C(NCC1CCCCCC1)c1cccc(-c2cccnc2N2CCCCC2)c1,2
14763295,CHEMBL2107366,S=c1[nH]cc(Cc2ccccc2)[nH]1,3
14763296,CHEMBL16073,c1ccccc1,5
14763297,CHEMBL1956163,O=C(Nc1cccc2cccnc12)C1CCC(N2C(=O)C3C4CCC(C4)C3C2=O)CC1,2
14763298,CHEMBL2023489,O=C(Cc1ccc(Oc2ccnc3ccccc23)cc1)Nc1cn[nH]c1,5
14763300,CHEMBL1945033,O=c1[nH]c2cccc(CCNCCc3cccc(CNCCc4ccccn4)c3)c2s1,2
14763301,CHEMBL1944694,O=c1[nH]c2cccc(CCNCCc3ccc(CNCCc4ccccc4)cc3)c2s1,2
14763302,CHEMBL1934418,O=S(=O)(Nc1ccnn1C1CCSCC1)c1ccccc1,4
14763303,CHEMBL111775,O=C(CCOCCc1ccccc1)NCCNCCc1cccc2ncsc12,5
14763304,CHEMBL555033,O=C(CC1CCCCC1)Nc1cccc2ncccc12,5
14763310,CHEMBL837,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,2
14763311,CHEMBL583042,O=C(NCc1ccccc1)c1cc(-c2ccnc(Nc3ccccc3)n2)c[nH]1,5
14763322,CHEMBL521096,c1ccc(Nc2ccnc3ccc(N4CCNCC4)cc23)cc1,3
14763323,CHEMBL1221681,O=c1[nH]c2cccc(CCNC3CCCC3OCc3ccccc3)c2s1,4
14763324,CHEMBL1789274,c1ccc(COc2ccccc2)cc1,4
14763325,CHEMBL182878,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,1
14763330,CHEMBL1835918,c1cnnc(N2CC(COc3ccc(-c4ncon4)cc3)C2)c1,4
14763331,CHEMBL1951893,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)N2CCN(c3ccccc3)CC2)CC1,5
14763344,CHEMBL1916279,O=S(=O)(Nc1ccnn1-c1ccccc1)c1ccccc1,2
14763345,CHEMBL1831214,c1ccc(-c2cccs2)cc1,1
14763346,CHEMBL208487,O=C(c1c(Cc2ccccc2)sc2[nH]c(=O)[nH]c(=O)c12)N1CCCC1,4
14763347,CHEMBL1916270,O=S(=O)(Nc1ccnn1-c1ccccc1)c1ccc(-c2cnco2)cc1,3
14763348,CHEMBL550167,O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccccc1,3
14763349,CHEMBL1947153,O=c1[nH]c2cccc(CCNCCc3cccc(CN4CCC(c5ccccc5)CC4)c3)c2s1,5
14763350,CHEMBL633,O=C(c1ccccc1)c1coc2ccccc12,2
14763352,CHEMBL1951908,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)C2CCNCC2)CC1,5
14763353,CHEMBL1945035,O=c1[nH]c2cccc(CCNCCc3ccccc3CNCCc3ccccc3)c2s1,1
14763358,CHEMBL1734492,c1ccc(CNc2ccc3c(c2)CCC3)cc1,1
14763359,CHEMBL481230,c1ccc(Nc2ccnc3ccccc23)cc1,3
14763360,CHEMBL2312185,c1cc(Nc2nccc(-c3cncs3)n2)cc(N2CCCNCC2)c1,4
14763361,CHEMBL213100,O=C(Oc1ccccc1)N(c1ccccc1)c1ccnc(Nc2ccc(N3CCNCC3)cc2)n1,5
14763366,CHEMBL393384,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cccc(OC2CCNCC2)c1,3
14763367,CHEMBL421604,O=S(=O)(CCCOCCc1ccccc1)CCNCCc1cccc2ncsc12,1
14763368,CHEMBL2171026,O=C(c1ccc(-c2nn[nH]n2)cc1)N1CCC(N2CCC(Oc3ccccc3)CC2)CC1,4
14763369,CHEMBL1405928,c1ccc(CSc2nc3cccnc3[nH]2)cc1,3
14763370,CHEMBL189181,c1ccc(CNc2[nH]nc3cccc(Oc4ccccc4)c23)cc1,5
14763376,CHEMBL153064,O=c1ccc2ccccc2o1,3
14763377,CHEMBL212521,c1ccc(-c2ccccc2)cc1,4
14763386,CHEMBL1082152,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1ccccc1,4
14763387,CHEMBL320714,c1ccc(CCOCCCCCCNCCc2cccc3ncsc23)cc1,1
14763394,CHEMBL457,c1ccccc1,5
14763395,CHEMBL1096435,O=C(Nc1nccs1)C(CC1CCCC1)c1ccccc1,1
14763397,CHEMBL219861,O=C(c1c(Cc2ccnc3ccccc23)sc2[nH]c(=O)[nH]c(=O)c12)N1CCCO1,2
14763398,CHEMBL787,C(=Cc1ccc2ccccc2n1)c1cccc(C(CCc2ccccc2)SCC2CC2)c1,3
14763399,CHEMBL551984,O=C(CNc1ccccc1)Nc1cccc2nc(N3CCCC3)ccc12,3
14763400,CHEMBL1927707,O=C(CCc1ccccc1)Nc1ccccc1,5
14763402,CHEMBL1371,O=c1[nH]c2ccccc2o1,1
14763407,CHEMBL2062774,c1cnnc(N2CCC(CCOc3ccc4cnoc4c3)CC2)c1,3
14763408,CHEMBL258282,c1ccc(COc2ccc(Nc3ncnc4[nH]nc(OCCN5CCNCC5)c34)cc2)nc1,4
14763409,CHEMBL184721,O=C(Nc1cccc(NC(=O)c2cccc(N3CCOCC3)c2)c1)c1ccc(OCc2ccccn2)cc1,4
14763410,CHEMBL95,c1ccc2nc3c(cc2c1)CCCC3,3
14763411,CHEMBL1951906,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)C2CCNCC2)CC1,5
14763412,CHEMBL1384203,c1ccc(CCNCC23CC4CC(CC(C4)C2)C3)cc1,1
14763419,CHEMBL267144,O=C1CNc2ccccc2CCN1,4
14763420,CHEMBL91428,c1ccc2cc(Nc3ncnc4ccccc34)ncc2c1,1
14763424,CHEMBL1916281,O=S(=O)(Nc1ccnn1-c1ccccc1)c1ccccc1,2
14763425,CHEMBL1770469,O=C(NCc1nc2ccccc2[nH]1)c1cnccn1,2
14763426,CHEMBL444884,c1ccc(-c2cccs2)cc1,1
14763427,CHEMBL380947,c1ccc(CSc2ncc3scnc3n2)cc1,4
14763430,CHEMBL33899,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,5
14763432,CHEMBL1917434,c1ccc(Sc2c[nH]c3ccccc23)cc1,1
14763437,CHEMBL1302675,O=C(CSc1nnc(-c2ccccc2)[nH]1)Nc1ccon1,2
14763438,CHEMBL1962788,O=c1c2c3n(c(=O)cc2[nH]n1-c1ccccc1)CCCN(Cc1ccccc1)C3,4
14763441,CHEMBL1683035,c1ccc(Nc2cnnc3ccc(N4CCNCC4)cc23)cc1,3
14763442,CHEMBL1934415,O=S(=O)(Nc1ccnn1C1CCCCC1)c1ccccc1,5
14763443,CHEMBL2171041,O=C(NS(=O)(=O)c1ccccc1)N1CCC(N2CCC(Oc3ccccc3)CC2)CC1,5
14763444,CHEMBL205526,O=c1[nH]c(=O)c2cc(Cc3cccc4ccccc34)sc2[nH]1,5
14763445,CHEMBL564366,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2ncccc12,3
14763446,CHEMBL1807818,O=c1[nH]c2cccc(CCNCCCSCCOCCc3ccccc3)c2s1,4
14763447,CHEMBL557697,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cccc2nc(-c3ccccc3)ccc12,3
14763449,CHEMBL1605684,O=c1ccn(Cc2ccccc2)c(=O)n1Cc1ccccc1,2
14763450,CHEMBL1164184,O=C(Nc1nccs1)C(CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,2
14763454,CHEMBL2338020,c1c[nH+]c2cc(Sc3nc(N4CC5CC5C4)c4cc[nH]c4n3)cnc2c1,2
14763455,CHEMBL1091137,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,5
14763457,CHEMBL1921944,O=C(C[N+]12CCC(CC1)C(OC(=O)C(c1ccccc1)N1CCCCC1)C2)Nc1ccccc1,1
14763458,CHEMBL1221660,c1ccc(NC2CCNCC2)nc1,4
14763462,CHEMBL1483,c1ccc2[nH]cnc2c1,2
14763463,CHEMBL569738,c1ccc(CNc2cncc(Nc3cc[nH]n3)n2)nc1,3
14763464,CHEMBL1094250,O=C(NCCc1ccccc1)c1cccc2cc(-c3ccc4c(C(=O)NCCc5ccccc5)cccc4c3)ccc12,5
14763466,CHEMBL1963462,O=C(OC1CC[NH2+]CC1)C(c1ccccc1)C1CCCC1,1
14763467,CHEMBL323776,O=C(CCOCCc1ccccc1)NCCNCCc1cccc2ncsc12,5
14763468,CHEMBL1945044,O=c1[nH]c2cccc(CCNCCc3cccc(CNCc4ccccc4)c3)c2s1,4
14763469,CHEMBL110999,c1ccc(CCOCCOCCCNCCc2cccc3ncsc23)cc1,2
14763470,CHEMBL1916261,O=S(=O)(Nc1cnnn1-c1ccccc1)c1ccccc1,2
14763471,CHEMBL1800472,O=C(CCOCCc1ccccc1)NCCNCCc1cccc2[nH]c(=O)sc12,3
14763472,CHEMBL1807871,O=c1[nH]c2cccc(CCNCCCSCCNCCc3ccccc3)c2s1,4
14763473,CHEMBL414017,c1ccc(CNc2ccc3ncncc3c2)cc1,1
14763474,CHEMBL1807822,O=c1[nH]c2cccc(CCNCCCOCCOCCc3cccc4ccccc34)c2s1,5
14763475,CHEMBL833,c1ccc(CN2CCc3sccc3C2)cc1,5
14763476,CHEMBL1631889,C(#Cc1n[nH]c2ccccc12)c1ccccc1,5
14763484,CHEMBL2216859,c1cc(-c2cc(-c3ncc(CN4CCNCC4)o3)c3cn[nH]c3c2)c2cc[nH]c2c1,2
14763486,CHEMBL111402,c1ccc2c(CCOCCSCCCNCCc3cccc4ncsc34)cccc2c1,3
14763487,CHEMBL186995,O=C(NCc1ccccc1)c1cccnc1Oc1ccccc1,1
14763488,CHEMBL1917436,c1ccc(Sc2c[nH]c3ccccc23)cc1,1
14763489,CHEMBL369274,c1ccccc1,5
14763495,CHEMBL554,c1ccc(COc2ccc(Nc3ncnc4ccc(-c5ccco5)cc34)cc2)cc1,5
14763498,CHEMBL1770297,O=C(NCc1nc2ccccc2[nH]1)c1cc2ccccc2o1,5
14763499,CHEMBL1922048,O=C(C[N+]12CCC(CC1)C(OC(=O)C(c1ccccc1)N1CCCCC1)C2)Nc1ccncn1,1
14763500,CHEMBL1934270,O=S(=O)(Nc1ccn[nH]1)c1ccccc1,4
14763501,CHEMBL71,c1ccc2c(c1)Nc1ccccc1S2,4
14763502,CHEMBL1299757,c1ccc(Cc2cnc(-c3ccccn3)nc2)cc1,4
14764280,CHEMBL1921926,O=C(OC1C[N+]2(CCCc3ccc4ncsc4c3)CCC1CC2)C(c1ccccc1)N1CCCCC1,5
14764281,CHEMBL2169920,O=C1COc2c(CCNCCN(C(=O)CCNCCc3ccccc3)C3CCCCC3)cccc2N1,3
14764282,CHEMBL1916274,O=C(NC1CCCCC1)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccccc1,2
14764283,CHEMBL550438,O=C(CC1CCCCC1)Nc1cccc2ncccc12,5
14764289,CHEMBL46740,c1ccc(-c2cc3ccccc3n2Cc2ccc(OCCN3CCCCCC3)cc2)cc1,1
14764294,CHEMBL132227,c1ccccc1,5
14764295,CHEMBL1222381,O=C(NC1CC1)c1cc(-c2cccs2)on1,1
14764298,CHEMBL205742,O=C(c1c(Cc2ccnc3ccccc23)sc2[nH]c(=O)[nH]c(=O)c12)N1CCCC1,1
14764299,CHEMBL1088913,c1cnc2c(c1)CCCC2NCc1nc2ccccc2[nH]1,5
14764304,CHEMBL2046990,c1ccc(-c2ccccc2)cc1,4
14764305,CHEMBL1916282,O=S(=O)(Nc1ccnn1-c1ccccc1)c1ccccc1,2
14764308,CHEMBL564607,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cccc(-c2ccccc2)c1,3
14764309,CHEMBL257178,c1ccc(-c2cc3ccccc3[nH]2)cc1,1
14764310,CHEMBL2326624,O=C(NCc1cccc(Cn2nc(NS(=O)(=O)c3cccs3)c3ccccc32)c1)C1COCCN1,4
14764315,CHEMBL1359777,O=C(Cn1ccccc1=O)c1ccn(Cc2ccccc2)c1,4
14764317,CHEMBL387125,O=c1[nH]c(=O)c2cc(Cn3ccnc3)sc2[nH]1,3
14764318,CHEMBL1924032,O=C(OC1CC[NH2+]CC1)C(c1ccccc1)N1CCCCC1,4
14764319,CHEMBL1080786,O=C(CCc1cccs1)NC1CC1c1ccccc1,4
14764320,CHEMBL550777,O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccnc(N2CCCCC2)c1,5
14764321,CHEMBL2023704,c1ccc(-c2ccncn2)cc1,5
14764325,CHEMBL723,c1ccc(OCCNCCCOc2cccc3[nH]c4ccccc4c23)cc1,4
14764326,CHEMBL1209914,c1ccc(C2=NNC(c3ccccc3)C2)cc1,2
14764329,CHEMBL1963231,O=C(OC1CC[NH2+]C1)C(c1ccccc1)C1CCCC1,3
14764330,CHEMBL551360,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2c(=O)[nH]ccc12,5
