Internal ID,canonical_smiles_rdkit,scaffold_group,outer_fold,is_sensitivity_member,has_target
Mol516,CCc1ccc(-c2nccn2Cc2c(C)nn(CC)c2C)o1,c1coc(-c2nccn2Cc2cn[nH]c2)c1,1,True,True
Mol517,COc1ccc(Nc2ncnc3sccc23)c(OC)c1,c1ccc(Nc2ncnc3sccc23)cc1,1,True,True
Mol518,Cc1cccc(C(=O)NCC#Cc2ccccc2)n1,O=C(NCC#Cc1ccccc1)c1ccccn1,3,True,True
Mol519,CN(CCc1ccccn1)c1cnc2ccccc2n1,c1ccc(CCNc2cnc3ccccc3n2)nc1,3,True,True
Mol520,Cc1ccc(Cn2nc(C)c(C(N)=O)c2Cl)cc1,c1ccc(Cn2cccn2)cc1,0,True,True
Mol521,O=c1cc(CN2CCCCc3ccccc32)[nH]c2ccnn12,O=c1cc(CN2CCCCc3ccccc32)[nH]c2ccnn12,1,True,True
Mol522,O=C1CN(C(=O)c2cccc(Oc3cccc(C(F)(F)F)c3)c2)CCN1,O=C1CN(C(=O)c2cccc(Oc3ccccc3)c2)CCN1,1,True,True
Mol523,O=C(Nc1ccn(Cc2ccc(O)cc2C(F)(F)F)n1)c1c(F)cccc1F,O=C(Nc1ccn(Cc2ccccc2)n1)c1ccccc1,4,True,True
Mol524,CC(C)CC(=O)N1CCC(Cc2cccc(-c3cncnc3)c2)(C(=O)NC(C)C)CC1,c1cc(CC2CCNCC2)cc(-c2cncnc2)c1,0,True,True
Mol525,Fc1ccc2[nH]c(CO[C@H]3CN(Cc4ccccc4)C[C@H]3F)nc2c1,c1ccc(CN2CC[C@@H](OCc3nc4ccccc4[nH]3)C2)cc1,1,True,True
Mol526,Cc1ccc(CN2CC[C@H](c3nnc(-c4ccccc4F)o3)C2)o1,c1ccc(-c2nnc([C@H]3CCN(Cc4ccco4)C3)o2)cc1,3,True,True
Mol527,O=C(CSC1CCCC1)N1CCC(Cn2cccn2)CC1,O=C(CSC1CCCC1)N1CCC(Cn2cccn2)CC1,1,True,True
Mol528,CN(C)C(=O)c1sc2nc(C3(C)CCN(c4ncccn4)CC3)ccc2c1N,c1cnc(N2CCC(c3ccc4ccsc4n3)CC2)nc1,0,True,True
Mol529,CSc1ccc(NC(=O)Cn2nc(C3CC3)ccc2=O)cc1,O=C(Cn1nc(C2CC2)ccc1=O)Nc1ccccc1,1,True,True
Mol530,Cc1ccc([C@@H]2N[C@@H](Cc3ccccc3)C(=O)N2C)o1,O=C1N[C@H](c2ccco2)N[C@H]1Cc1ccccc1,3,False,True
Mol531,Cc1nc2cc(NC(=O)CCc3c(C)nc4c(c(C)nn4C)c3C)ccc2o1,O=C(CCc1cnc2[nH]ncc2c1)Nc1ccc2ocnc2c1,0,True,True
Mol532,O=C(NCCc1ccc2c(c1)OCO2)N1CCc2sccc2C1,O=C(NCCc1ccc2c(c1)OCO2)N1CCc2sccc2C1,0,True,True
Mol533,COc1ccc(C(=O)C2CCN(CC(=O)N(Cc3nc4c(c(=O)[nH]3)COCC4)CC3CC3)CC2)cc1,O=C(c1ccccc1)C1CCN(CC(=O)N(Cc2nc3c(c(=O)[nH]2)COCC3)CC2CC2)CC1,2,True,True
Mol534,N#Cc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1,c1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1,2,True,True
Mol535,Cc1ccc(C(=O)Nc2ccccc2-c2ccccc2)o1,O=C(Nc1ccccc1-c1ccccc1)c1ccco1,2,True,True
Mol536,CN(CCN1CCOC1=O)C(=O)c1cc2cc(Br)ccc2o1,O=C(NCCN1CCOC1=O)c1cc2ccccc2o1,0,True,True
Mol537,CC1(C)OCCn2c1nc1c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,c1ncc(-c2nc(N3CCOCC3)c3nc4n(c3n2)CCOC4)cn1,2,True,True
Mol538,CC(=O)N1CCN(c2ncc(-c3cc(C)no3)c([C@H]3CCCO3)n2)CC1,c1cc(-c2cnc(N3CCNCC3)nc2[C@H]2CCCO2)on1,1,False,True
Mol539,CCSCc1nc(N)c2ccccc2n1,c1ccc2ncncc2c1,2,True,True
Mol540,CNC(=O)c1sc2ncccc2c1[C@H]1CC[C@H](CNC(=O)COc2ccccc2)CC1,O=C(COc1ccccc1)NC[C@H]1CC[C@H](c2csc3ncccc32)CC1,2,True,True
Mol541,O=C(C1CCC1)N1CCC(c2ncc(-c3ccc(F)c(F)c3)[nH]2)CC1,O=C(C1CCC1)N1CCC(c2ncc(-c3ccccc3)[nH]2)CC1,2,True,True
Mol542,CC(C)C(=O)Nc1ncn(Cc2cccnc2)n1,c1cncc(Cn2cncn2)c1,2,False,True
Mol543,Cc1csc(NC(=O)CCc2ccncc2)n1,O=C(CCc1ccncc1)Nc1nccs1,4,False,True
Mol544,CSc1cccc(-c2ccccc2-c2nnc(C)o2)c1,c1ccc(-c2ccccc2-c2nnco2)cc1,1,True,True
Mol545,O=C(c1cc(-c2cccc(Cl)c2)on1)N1CCC(n2cccc2)CC1,O=C(c1cc(-c2ccccc2)on1)N1CCC(n2cccc2)CC1,1,True,True
Mol546,Nc1ccc2[nH]c(CCc3ccccc3)nc2c1,c1ccc(CCc2nc3ccccc3[nH]2)cc1,2,False,True
Mol547,Cc1ccc2c(C(=O)N(C)C)cc(-c3cnc(C(C)C)nc3)nc2c1C,c1ccc2nc(-c3cncnc3)ccc2c1,3,True,True
Mol548,COc1ccc2nc(CN3CCC(O)(c4ccc(C)cc4)CC3)ccc2c1,c1ccc(C2CCN(Cc3ccc4ccccc4n3)CC2)cc1,1,True,True
Mol549,Fc1ccccc1CN1CCN(c2ncccn2)CC1,c1ccc(CN2CCN(c3ncccn3)CC2)cc1,1,True,True
Mol550,CN(Cc1ccn(-c2ccccc2)n1)C(=O)c1ccc(O)nc1,O=C(NCc1ccn(-c2ccccc2)n1)c1cccnc1,0,False,True
Mol551,O=C(c1noc2c1CCCC2)N1CCN(c2ncccn2)CC1,O=C(c1noc2c1CCCC2)N1CCN(c2ncccn2)CC1,1,True,True
Mol552,CN(Cc1ccc2c(c1)OCO2)Cc1ccccc1C#N,c1ccc(CNCc2ccc3c(c2)OCO3)cc1,3,True,True
Mol553,CC1(C)O[C@@](C)([C@H]2CC3(CCNCC3)CO2)CC[C@@H]1O,C1CCC([C@H]2CC3(CCNCC3)CO2)OC1,3,False,True
Mol554,CC1(C)CN(CC(=O)NCC#N)c2cccc(Cl)c21,c1ccc2c(c1)CCN2,3,True,True
Mol555,Cc1ccc(C(=O)NC2CCN(CC#N)CC2)cc1Br,O=C(NC1CCNCC1)c1ccccc1,3,False,True
Mol556,Cc1nc(-c2ccc(Cl)c(Cl)c2)n(CC(C)(C)O)n1,c1ccc(-c2ncn[nH]2)cc1,4,False,True
Mol557,Cc1csc(N(C(=O)c2cc3c(C)nn(C)c3s2)C2CC2)n1,O=C(c1cc2cn[nH]c2s1)N(c1nccs1)C1CC1,4,True,True
Mol558,CC(=O)Nc1cccc(OC(=O)N2CCOCC2)c1,O=C(Oc1ccccc1)N1CCOCC1,2,True,True
Mol559,Cc1cccnc1CNc1ccc(C#N)cc1F,c1ccc(NCc2ccccn2)cc1,2,True,True
Mol560,CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O,c1ccc(OCc2cccnc2-c2ccn[nH]2)cc1,0,True,True
Mol561,Cn1cc(NC(=O)[C@@H]2CCCCN2C(=O)OC(C)(C)C)cn1,O=C(Nc1cn[nH]c1)[C@@H]1CCCCN1,4,False,True
Mol562,O=C(Nc1ccc(F)cc1F)N1CCn2c1nc1ccccc12,O=C(Nc1ccccc1)N1CCn2c1nc1ccccc12,2,True,True
Mol563,O=C(Cn1c(-c2ccc(F)cc2)nc2ccccc21)N1CCOCC1,O=C(Cn1c(-c2ccccc2)nc2ccccc21)N1CCOCC1,2,False,True
Mol564,C[C@@H](CO)Nc1nc(C(F)(F)F)nc2[nH]cnc12,c1ncc2nc[nH]c2n1,3,False,True
Mol565,CC(=O)N1CCN(C(=O)c2ccc(-c3ccc(F)cc3)cc2F)CC1,O=C(c1ccc(-c2ccccc2)cc1)N1CCNCC1,4,False,True
Mol566,COCc1ccccc1CNc1ccc2cc(C#N)ccc2n1,c1ccc(CNc2ccc3ccccc3n2)cc1,3,True,True
Mol567,Cc1csc(CN(C)c2ccnc(N(C)C)n2)n1,c1cc(NCc2nccs2)ncn1,1,True,True
Mol568,Cn1cc(C#N)cc1-c1nc(C2CC2)nn1CCc1ccccc1,c1ccc(CCn2nc(C3CC3)nc2-c2ccc[nH]2)cc1,3,True,True
Mol569,Nc1nnc(-c2ccc3c(c2)OCCO3)o1,c1nnc(-c2ccc3c(c2)OCCO3)o1,3,False,True
Mol570,N#CCCCN1CCN(c2cc(C#N)ccn2)CC1,c1ccc(N2CCNCC2)nc1,0,False,True
Mol571,CCc1ccccc1NC(=O)CCn1ccnc1-c1ccc2c(c1)OCO2,O=C(CCn1ccnc1-c1ccc2c(c1)OCO2)Nc1ccccc1,4,True,True
Mol572,CC(C)Cn1cnc2c1c(=O)[nH]c(=O)n2CC(C)C,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,0,False,True
Mol573,CCn1ccc2cc(C(=O)N3CCN(c4ccc(C)cc4)C(=O)C3)ccc21,O=C(c1ccc2[nH]ccc2c1)N1CCN(c2ccccc2)C(=O)C1,2,True,True
Mol574,Cn1cc(-c2nnc(NCc3ccc4ccccc4c3)o2)cn1,c1ccc2cc(CNc3nnc(-c4cn[nH]c4)o3)ccc2c1,4,True,True
Mol575,Cc1nn(C)c(C)c1NC(=O)CN1CCN(c2nccs2)CC1,O=C(CN1CCN(c2nccs2)CC1)Nc1cn[nH]c1,0,False,True
Mol576,CCc1c(N)cnn1-c1ccccc1C,c1ccc(-n2cccn2)cc1,0,True,True
Mol577,Cn1ccc(C(=O)N2CCCC(c3cccc(-c4cccc(Cl)c4)n3)C2)n1,O=C(c1cc[nH]n1)N1CCCC(c2cccc(-c3ccccc3)n2)C1,2,True,True
Mol578,CCN(CC)S(=O)(=O)c1ccc2c(c1)CCN2CC(=O)NCc1ccccc1F,O=C(CN1CCc2ccccc21)NCc1ccccc1,3,True,True
Mol579,CNC(=O)CN(C)c1cccc(F)c1C#N,c1ccccc1,2,False,True
Mol580,O=C(Cc1csc(-c2ccccn2)n1)NC1CCCCCC1,O=C(Cc1csc(-c2ccccn2)n1)NC1CCCCCC1,0,True,True
Mol581,CN1C(=O)N(CC(=O)Nc2ccccc2-c2ccccc2)C(=O)C1(C)C,O=C(CN1C(=O)CNC1=O)Nc1ccccc1-c1ccccc1,3,True,True
Mol582,Cc1nc(Cl)cc(Nc2ccc3c(c2)N(C)C(=O)CO3)n1,O=C1COc2ccc(Nc3ccncn3)cc2N1,4,True,True
Mol583,COc1cc2nc(N)sc2cc1OC,c1ccc2scnc2c1,4,False,True
Mol584,CCOC(=O)C1(Cc2cc(-c3ccc(F)cc3)no2)CCN(Cc2ccccc2O)CC1,c1ccc(CN2CCC(Cc3cc(-c4ccccc4)no3)CC2)cc1,2,True,True
Mol585,COc1cc(CN2CCC(c3ccnc(C)n3)CC2)ccc1F,c1ccc(CN2CCC(c3ccncn3)CC2)cc1,4,True,True
Mol586,Oc1ccc(CN2CCN(c3cccc(Cl)c3)CC2)cc1,c1ccc(CN2CCN(c3ccccc3)CC2)cc1,1,True,True
Mol587,CNC(=O)c1cn(C)nc1CC1CCN(Cc2cnc(-c3ccc(OC)cc3)nc2)CC1,c1ccc(-c2ncc(CN3CCC(Cc4cc[nH]n4)CC3)cn2)cc1,0,False,True
Mol588,Cc1cc(Oc2ncccn2)ccc1NC(=O)c1c(C)oc(C)c1C,O=C(Nc1ccc(Oc2ncccn2)cc1)c1ccoc1,0,False,True
Mol589,Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1NC(=O)c1ccc(O)cc1,O=C(Nc1cccc(NC(=O)c2ccccc2)c1)c1ccccc1,4,True,True
Mol590,COc1cccc(-c2nc(C(=O)O)cs2)c1OC,c1ccc(-c2nccs2)cc1,0,False,True
Mol591,COc1ccc2c(c1)C=C(CN1CCC(c3cc(-c4cncnc4)cc(C)n3)CC1)CO2,C1=C(CN2CCC(c3cc(-c4cncnc4)ccn3)CC2)COc2ccccc21,1,True,True
Mol592,Cc1cc(N2CCN(C(=O)OC(C)(C)C)[C@H](C)C2)ncn1,c1cc(N2CCNCC2)ncn1,4,True,True
Mol593,O=C(C(c1ccccc1)c1ccccc1)N1CCOCC(Cc2ccc3cnccc3c2)C1,O=C(C(c1ccccc1)c1ccccc1)N1CCOCC(Cc2ccc3cnccc3c2)C1,0,True,True
Mol594,COc1ccc(OCC(=O)N2CCN(C)CC2)cc1,O=C(COc1ccccc1)N1CCNCC1,3,False,True
Mol595,CC(=O)N1CCN(C(=O)CCc2ccc(-c3ccccc3)[nH]2)CC1,O=C(CCc1ccc(-c2ccccc2)[nH]1)N1CCNCC1,0,False,True
Mol596,Cc1cc(NC(=O)c2cccs2)no1,O=C(Nc1ccon1)c1cccs1,1,True,True
Mol597,Cc1csc(N(C(=O)c2ccc(-n3cncn3)c(F)c2)C2CC2)n1,O=C(c1ccc(-n2cncn2)cc1)N(c1nccs1)C1CC1,4,True,True
Mol598,COc1c(C)cnc(CN(C)S(N)(=O)=O)c1C,c1ccncc1,0,False,True
Mol599,CCc1ccccc1NC(=O)c1cc(C)nc2onc(C)c12,O=C(Nc1ccccc1)c1ccnc2oncc12,1,True,True
Mol600,Cc1cc(C(=O)N(C)Cc2ccsc2)no1,O=C(NCc1ccsc1)c1ccon1,1,True,True
Mol601,OCCN1CCC(c2ccncn2)CC1,c1cc(C2CCNCC2)ncn1,0,False,True
Mol602,CN(c1ncc(Br)cn1)C1CCS(=O)CC1,O=S1CCC(Nc2ncccn2)CC1,4,False,True
Mol603,CCc1ncnc(N(C)Cc2ccc(N)nc2)c1F,c1cncc(CNc2ccncn2)c1,2,False,True
Mol604,COc1ncnc2c1CN(Cc1c[nH]nc1-c1ccc(F)cc1)CC2,c1ccc(-c2n[nH]cc2CN2CCc3ncncc3C2)cc1,1,True,True
Mol605,O=C(NCc1cc(F)cc(F)c1)c1ccccn1,O=C(NCc1ccccc1)c1ccccn1,4,False,True
Mol606,CN1CCC(n2ncc3[nH]c(-c4ccc5ccccc5c4)nc32)CC1,c1ccc2cc(-c3nc4c(cnn4C4CCNCC4)[nH]3)ccc2c1,1,True,True
Mol607,O=C(Cc1ccc2c(c1)CCC2)Nc1nc2ccccc2o1,O=C(Cc1ccc2c(c1)CCC2)Nc1nc2ccccc2o1,0,True,True
Mol608,Cc1cc(C(=O)Nc2c(C)nn(C(C)C)c2C)c2ccc(F)cc2n1,O=C(Nc1cn[nH]c1)c1ccnc2ccccc12,3,True,True
Mol609,COCc1cc(-c2nc(CCc3ccccc3)n[nH]2)ccc1OC,c1ccc(CCc2n[nH]c(-c3ccccc3)n2)cc1,2,True,True
Mol610,Cc1nc(C)c2c(C)c(C(=O)N(C)CCN3CCCC3)sc2n1,O=C(NCCN1CCCC1)c1cc2cncnc2s1,2,False,True
Mol611,COc1ccccc1CNc1n[nH]c2nc([C@H]3CCCN(CC(=O)N4CCCC4)C3)ccc12,O=C(CN1CCC[C@H](c2ccc3c(NCc4ccccc4)n[nH]c3n2)C1)N1CCCC1,4,True,True
Mol612,Cc1ccc2nc3c(c(C(=O)NCc4cnn(C)c4)c2c1)CCCC3,O=C(NCc1cn[nH]c1)c1c2c(nc3ccccc13)CCCC2,3,True,True
Mol613,Clc1cc2ncc(-n3ccnc3)nc2cc1Cl,c1ccc2nc(-n3ccnc3)cnc2c1,3,True,True
Mol614,CN(Cc1ccncc1)Cc1cc2ccccc2nc1O,c1ccc2ncc(CNCc3ccncc3)cc2c1,2,True,True
Mol615,CCC(CC)NC(=O)c1cc(C)nc2onc(C)c12,c1cnc2oncc2c1,2,False,True
Mol616,CCCN(C)C(=O)Nc1cccc(-c2nnc3n2CCCCC3)c1,c1ccc(-c2nnc3n2CCCCC3)cc1,4,False,True
Mol617,CN(CC(N)=O)Cc1cc2c(cc1Br)OCO2,c1ccc2c(c1)OCO2,0,True,True
Mol618,CC(C)c1nc2c(n1C)CCN(C(=O)c1cccc(C(F)(F)F)c1F)C2,O=C(c1ccccc1)N1CCc2[nH]cnc2C1,2,True,True
Mol619,COc1cccc(-c2nc(-c3cccnc3)n[nH]2)c1,c1ccc(-c2nc(-c3cccnc3)n[nH]2)cc1,4,False,True
Mol620,CC(C)(C)c1ccc(CN2CCC(C(N)=O)CC2)cc1,c1ccc(CN2CCCCC2)cc1,1,False,True
Mol621,N#Cc1ccc(N2CCc3c(ncn3C3CC3)C2)nc1,c1ccc(N2CCc3c(ncn3C3CC3)C2)nc1,0,True,True
Mol622,O=S(=O)(Cc1csc(C2CCCC2)n1)C1CCCC1,O=S(=O)(Cc1csc(C2CCCC2)n1)C1CCCC1,0,True,True
Mol623,N#Cc1cc(F)c(N2CCN(CCO)CC2)c(F)c1,c1ccc(N2CCNCC2)cc1,3,False,True
Mol624,CC(C)c1nnc(CN2CCN(c3nccs3)CC2)o1,c1csc(N2CCN(Cc3nnco3)CC2)n1,0,False,True
Mol625,O=C(NCc1cccnc1)c1cnn(-c2ccccc2)c1,O=C(NCc1cccnc1)c1cnn(-c2ccccc2)c1,3,False,True
Mol626,CC(=O)NCC1CCN(C(=O)c2ccc(C)nc2)CC1,O=C(c1cccnc1)N1CCCCC1,4,False,True
Mol627,CC1CCN(C(=O)c2n[nH]c3ccccc23)CC1,O=C(c1n[nH]c2ccccc12)N1CCCCC1,1,True,True
Mol628,CN(Cc1cccnc1)Cc1ccc(C#N)o1,c1cncc(CNCc2ccco2)c1,4,True,True
Mol629,Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1,c1ccc(-c2nc3cncnc3nc2-c2ccccc2)cc1,3,False,True
Mol630,Cc1ccc(CCNC(=O)N2CC(C)(C)OC(C)(C)C2)cn1,O=C(NCCc1cccnc1)N1CCOCC1,1,True,True
Mol631,CS(=O)(=O)N(CC(=O)Nc1ccccc1C(=O)NCc1ccco1)c1ccc(F)cc1,O=C(CNc1ccccc1)Nc1ccccc1C(=O)NCc1ccco1,0,True,True
Mol632,Cc1ccc(F)cc1CNc1cc(C(=O)N(C)C)ccn1,c1ccc(CNc2ccccn2)cc1,1,True,True
Mol633,COCCc1nc(CCCn2cccn2)n(C2Cc3ccccc3C2)n1,c1ccc2c(c1)CC(n1ncnc1CCCn1cccn1)C2,3,True,True
Mol634,Cn1nc(-c2cn(Cc3ccc(CO)cc3)nn2)c2c(Cl)cccc21,c1ccc(Cn2cc(-c3n[nH]c4ccccc34)nn2)cc1,2,True,True
Mol635,CC(C)c1nnc(CNC(=O)C2(C)CCC2)n1C,O=C(NCc1nnc[nH]1)C1CCC1,3,False,True
Mol636,CSCC[C@@H](CO)n1ccnc1-c1oc2ccccc2c1C,c1ccc2oc(-c3ncc[nH]3)cc2c1,2,True,True
Mol637,Cc1nn(-c2ccccn2)c2nc(C3CC3)cc(C(=O)O)c12,c1ccc(-n2ncc3ccc(C4CC4)nc32)nc1,3,True,True
Mol638,CCc1nc(CC)n(Cc2nc(C)cs2)n1,c1csc(Cn2cncn2)n1,0,False,True
Mol639,OCc1ccc(Cn2cc(-c3cc(F)ccc3-n3cccn3)nn2)cc1,c1ccc(Cn2cc(-c3ccccc3-n3cccn3)nn2)cc1,2,True,True
Mol640,CC(C)[C@H](NC(=O)c1c(F)cccc1F)C(=O)N1CCOCC1,O=C(NCC(=O)N1CCOCC1)c1ccccc1,1,False,True
Mol641,Cc1nc(CC(=O)NCc2ccccc2)cs1,O=C(Cc1cscn1)NCc1ccccc1,2,False,True
Mol642,O=C(Nc1ccc2c(c1)OCCCO2)c1cnn(Cc2ccccc2)c1,O=C(Nc1ccc2c(c1)OCCCO2)c1cnn(Cc2ccccc2)c1,0,True,True
Mol643,CC(C)C(=O)N1CC(Cc2nccc3ccn(C)c23)C1,c1cc2cc[nH]c2c(CC2CNC2)n1,2,False,True
Mol644,COc1ccc(Nc2nc(N)nc(CN3CCN(Cc4ccccc4)CC3)n2)cc1,c1ccc(CN2CCN(Cc3ncnc(Nc4ccccc4)n3)CC2)cc1,4,True,True
Mol645,CCCN(Cc1ccccc1)C(=O)CC1(N)CCC1,O=C(CC1CCC1)NCc1ccccc1,4,False,True
Mol646,CN(C)C1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]2S1,C1=N[C@@H]2CCCO[C@@H]2S1,1,False,True
Mol647,Cc1ccc(CNC(=O)CN2CCC(n3nnc4cc(C)ccc43)CC2)cc1,O=C(CN1CCC(n2nnc3ccccc32)CC1)NCc1ccccc1,0,True,True
Mol648,COC(=O)N1CCCN(C(=O)C(=O)Nc2cccc(C(C)C)c2)CC1,O=C(Nc1ccccc1)C(=O)N1CCCNCC1,0,True,True
Mol649,O=C(Nc1ccn(Cc2ccccn2)n1)c1c(F)cccc1I,O=C(Nc1ccn(Cc2ccccn2)n1)c1ccccc1,4,False,True
Mol650,CCN1CCC(Nc2nc(C)cc(C)c2C#N)CC1,c1ccc(NC2CCNCC2)nc1,1,True,True
Mol651,CS(=O)(=O)CCNC(=O)N1CC2(CCCC2)c2ccccc21,c1ccc2c(c1)NCC21CCCC1,1,True,True
Mol652,O=C(COCC1CC1)N1CCCc2ncccc21,O=C(COCC1CC1)N1CCCc2ncccc21,1,True,True
Mol653,O=C(NCc1ccc(F)cc1)c1ccc(-n2ccnc2)nc1,O=C(NCc1ccccc1)c1ccc(-n2ccnc2)nc1,2,False,True
Mol654,O=C(NCCNC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1ccco1,O=C(NCCNC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1ccco1,0,True,True
Mol655,O=C(NC1CCCC1)C(=O)c1ccc2c(c1)CCC2,O=C(NC1CCCC1)C(=O)c1ccc2c(c1)CCC2,0,True,True
Mol656,COc1cc(CNC(=O)NC2CCCCC2)cc(OC)c1O,O=C(NCc1ccccc1)NC1CCCCC1,1,False,True
Mol657,COCc1ccccc1CNc1ccc2nnc(-c3ccccc3)n2n1,c1ccc(CNc2ccc3nnc(-c4ccccc4)n3n2)cc1,1,True,True
Mol658,CN1C(=O)N(CC(=O)NCc2ccc(Cl)cc2)C(=O)C12CCCCC2,O=C(CN1C(=O)NC2(CCCCC2)C1=O)NCc1ccccc1,4,True,True
Mol659,Cc1ccccc1OC1CCN(C(=O)Nc2ccc3c(c2)ncn3C)CC1,O=C(Nc1ccc2[nH]cnc2c1)N1CCC(Oc2ccccc2)CC1,4,True,True
Mol660,CC(C)c1nnc(CN2CCN(c3ccccc3Cl)CC2)o1,c1ccc(N2CCN(Cc3nnco3)CC2)cc1,2,True,True
Mol661,O=C(Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1)c1ccco1,O=C(Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1)c1ccco1,3,True,True
Mol662,Cc1ccc2nc(C)c(-c3nc(C)nn3CCO)cc2c1,c1ccc2ncc(-c3ncn[nH]3)cc2c1,1,False,True
Mol663,COc1ccc(-c2nnc3ccc(C(F)(F)F)cn23)cc1OC(C)C,c1ccc(-c2nnc3ccccn23)cc1,2,True,True
Mol664,COCC(=O)Nc1nc(C)c(C)s1,c1cscn1,3,True,True
Mol665,Cc1ccc(NC(=O)Cc2c[nH]c3ccccc23)cc1,O=C(Cc1c[nH]c2ccccc12)Nc1ccccc1,1,True,True
Mol666,CC(C)C(=O)N1CCC(Nc2ncnc3ccsc23)CC1,c1nc(NC2CCNCC2)c2sccc2n1,4,False,True
Mol667,Cc1nc(NCc2ccc(F)c(Cl)c2)n(C)n1,c1ccc(CNc2ncn[nH]2)cc1,0,True,True
Mol668,O=C(NCc1cccc(F)c1)c1[nH]nnc1-c1ccccc1,O=C(NCc1ccccc1)c1[nH]nnc1-c1ccccc1,2,False,True
Mol669,Cn1ccc2c(C(=O)Nc3ncn(Cc4cccnc4)n3)cccc21,O=C(Nc1ncn(Cc2cccnc2)n1)c1cccc2[nH]ccc12,2,False,True
Mol670,c1ccc2c(N3CCn4c(nnc4C4CC4)C3)ncnc2c1,c1ccc2c(N3CCn4c(nnc4C4CC4)C3)ncnc2c1,2,False,True
Mol671,CCCC(=O)Nc1ccc(-n2cccn2)nc1,c1ccc(-n2cccn2)nc1,2,False,True
Mol672,CCn1cc(CN2CCC(c3nc(N(C)C)ncc3-c3ccc(OC)cc3)CC2)c(C)n1,c1ccc(-c2cncnc2C2CCN(Cc3cn[nH]c3)CC2)cc1,3,True,True
Mol673,Cc1ccc(C)c(C(=O)Nc2cnc3c(c2)c(C)nn3C)c1,O=C(Nc1cnc2[nH]ncc2c1)c1ccccc1,2,True,True
Mol674,CC(=O)N1CCC(c2ccccn2)CC1,c1ccc(C2CCNCC2)nc1,1,False,True
Mol675,O=C(c1ccc(Cn2nnc(-c3cccc(F)c3)n2)cc1)N1CCCC1,O=C(c1ccc(Cn2nnc(-c3ccccc3)n2)cc1)N1CCCC1,1,True,True
Mol676,Cc1ccc2nc(C)c(C(=O)NOCc3ccccc3)cc2c1,O=C(NOCc1ccccc1)c1cnc2ccccc2c1,4,True,True
Mol677,Cc1ccc(C(=O)C(=O)NC2CCCC2)cc1,O=C(NC1CCCC1)C(=O)c1ccccc1,4,True,True
Mol678,O=C(CN1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1)N1CCCC1,O=C(CN1CCCC(c2cccc(-c3ccccc3)n2)C1)N1CCCC1,4,True,True
Mol679,COc1cccc(CNc2ncc(-c3ccccc3)n2C)c1,c1ccc(CNc2ncc(-c3ccccc3)[nH]2)cc1,3,True,True
Mol680,O=C(CN1CCCC(c2cncc(-c3cccc(Cl)c3)n2)C1)N1CCCC1,O=C(CN1CCCC(c2cncc(-c3ccccc3)n2)C1)N1CCCC1,0,True,True
Mol681,Cc1nc2ccccc2c(N)c1C(=O)/C=C/c1ccccc1,O=C(/C=C/c1ccccc1)c1cnc2ccccc2c1,1,True,True
Mol682,O=C(NC[C@H]1COCc2nc3ccccc3n21)c1ccncc1,O=C(NC[C@H]1COCc2nc3ccccc3n21)c1ccncc1,3,True,True
Mol683,CCc1ccccc1-c1cn(CCc2cnccn2)nn1,c1ccc(-c2cn(CCc3cnccn3)nn2)cc1,3,True,True
Mol684,O=C(NCc1ccc(F)cc1)c1ccccn1,O=C(NCc1ccccc1)c1ccccn1,4,False,True
Mol685,CN1CCN(CCOc2ccccc2N)CC1,c1ccc(OCCN2CCNCC2)cc1,3,True,True
Mol686,Cc1cc(C)n(-c2ccc(C(=O)NCc3cccnc3)cc2)n1,O=C(NCc1cccnc1)c1ccc(-n2cccn2)cc1,2,False,True
Mol687,CNC(=O)CC1CCN(c2ncccn2)CC1,c1cnc(N2CCCCC2)nc1,4,False,True
Mol688,Cc1ccc(C(=O)C(=O)Nc2c(C)nn(C)c2C)cc1,O=C(Nc1cn[nH]c1)C(=O)c1ccccc1,1,True,True
Mol689,CCCn1ncnc1-c1ccccc1SC,c1ccc(-c2ncn[nH]2)cc1,4,True,True
Mol690,O=C(CCc1cccs1)Nc1ccc(N2CCOCC2)cn1,O=C(CCc1cccs1)Nc1ccc(N2CCOCC2)cn1,1,True,True
Mol691,Cc1nccc(-c2cccc(NCC(=O)NCC(=O)N3CCCC3)c2)n1,O=C(CNc1cccc(-c2ccncn2)c1)NCC(=O)N1CCCC1,1,False,True
Mol692,CC(C)C(=O)Nc1ccc2cnn(C(C)C)c2c1,c1ccc2[nH]ncc2c1,4,True,True
