activity_id,smiles,standard_value,scaffold,split
CHEMBL1944694,COc1ccccc1CCNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,25.0,O=c1[nH]c2cccc(CCNCCc3ccc(CNCCc4ccccc4)cc3)c2s1,valid
CHEMBL1221681,O=c1[nH]c2c(O)ccc([C@@H](O)CN[C@H]3CCC[C@@H]3OCc3ccccc3)c2s1,26.0,O=c1[nH]c2cccc(CCNC3CCCC3OCc3ccccc3)c2s1,train
CHEMBL1683035,COc1cc2nnc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCN(C)CC1,33.0,c1ccc(Nc2cnnc3ccc(N4CCNCC4)cc23)cc1,train
CHEMBL108922,CCO/N=C/c1ccc(OCCC2CCN(c3ccc(C)nn3)CC2)cc1,15.0,c1ccc(OCCC2CCN(c3cccnn3)CC2)cc1,train
CHEMBL1458025,Cc1sc2ncnc(SCC(=O)N3CCN(C(=O)c4ccco4)CC3)c2c1C,77.62,O=C(CSc1ncnc2sccc12)N1CCN(C(=O)c2ccco2)CC1,test
CHEMBL1689120,C[C@@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,8.0,O=S(=O)(c1ccccc1)N1CCN(Cc2ccccc2)CC1,test
CHEMBL1778623,CCN(CC)S(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,9.0,c1ccc(-c2ccccc2)cc1,test
CHEMBL1917422,Cc1c(Sc2ccc(Cl)cc2)c2cc(Cl)ccc2n1Cc1nnn[nH]1,11.0,c1ccc(Sc2cn(Cc3nnn[nH]3)c3ccccc23)cc1,train
CHEMBL20921,Nc1ccc2nc(SCC(=O)NC3CCN(Cc4ccc(Cl)c(Cl)c4)CC3)sc2c1,59.0,O=C(CSc1nc2ccccc2s1)NC1CCN(Cc2ccccc2)CC1,test
CHEMBL2207280,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2ccc(F)cc12,8.0,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2ccccc12,valid
CHEMBL2332935,CC(=O)Nc1ccc(O)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2,8.0,c1ccc(OCCCN2CCC3(CC2)Cc2ccccc2O3)cc1,train
CHEMBL1778617,O=C(O)COc1ccc(-c2nccs2)cc1-c1ccccc1,9.0,c1ccc(-c2cccc(-c3nccs3)c2)cc1,train
CHEMBL1945037,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCCc4ccccc4)c3)c2s1,9.0,O=c1[nH]c2cccc(CCNCCc3cccc(CNCCCc4ccccc4)c3)c2s1,valid
CHEMBL1922660,CCOc1ccc(-c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ccc(C)cn5)ccc43)cc2)cn1,9.77,c1ccc(COc2ccc3c(ccn3Cc3ccc(-c4cccnc4)cc3)c2)nc1,train
CHEMBL2170989,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCCCNC(=O)Nc2ccccc2)[C@@H](O)[C@H]1O,9.77,O=C(NCCCSCC1CCC(n2cnc3cncnc32)O1)Nc1ccccc1,train
CHEMBL563784,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(N2CCNCC2)ncc1Cl,10.0,O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccnc(N2CCNCC2)c1,train
CHEMBL2207667,NC(=O)c1c(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)c4ccccc34)CC2)ccc(Cl)c1Cl,10.0,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2ccccc12,valid
CHEMBL2011440,COc1nc(Cl)c(Cl)nc1NS(=O)(=O)c1ccc(Cl)s1,10.0,O=S(=O)(Nc1cnccn1)c1cccs1,train
CHEMBL1201335,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,3.0,O=C(OC1CC[NH2+]C1)C(c1ccccc1)C1CCCC1,train
CHEMBL361812,O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2,3.0,O=S(=O)(NC1CCc2[nH]c3ccccc3c2C1)c1ccccc1,train
CHEMBL1916260,CCC(CC)NC(=O)c1cnn(-c2ccccc2)c1NS(=O)(=O)C1CCCC1,3.0,O=S(=O)(Nc1ccnn1-c1ccccc1)C1CCCC1,train
CHEMBL1778636,N#Cc1cccc(-c2cc(Cl)ccc2OCC(=O)O)c1,3.0,c1ccc(-c2ccccc2)cc1,test
CHEMBL1778638,CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(Cl)c1,3.0,c1ccc(-c2ccccc2)cc1,test
CHEMBL1852508,Cc1cc(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)nn1C[C@H](O)CN,3.0,O=C(NCC1CCCCCC1)c1cccc(-c2cc[nH]n2)c1,train
CHEMBL550436,C[C@H](CO)n1ccc2c(NC(=O)Cc3ccc(Cl)c(C(F)(F)F)c3)cccc2c1=O,3.0,O=C(Cc1ccccc1)Nc1cccc2c(=O)[nH]ccc12,test
CHEMBL1455229,O=C(NCc1cccnc1)c1cc(-c2ccco2)on1,13.8,O=C(NCc1cccnc1)c1cc(-c2ccco2)on1,train
CHEMBL1945298,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCOc3cccc(CNCCc4ccccc4F)c3)c2s1,14.0,O=c1[nH]c2cccc(CCNCCOc3cccc(CNCCc4ccccc4)c3)c2s1,train
CHEMBL51478,COc1ccnc(CSc2nc3ccccc3[nH]2)c1,86.0,c1ccc(CSc2nc3ccccc3[nH]2)nc1,test
CHEMBL2171169,CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,112.2,O=C(NCCCNCC1CCC(n2cnc3cncnc32)O1)Nc1ccccc1,valid
CHEMBL2208431,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1n[nH]c(=O)c2ccccc12,3.0,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1n[nH]c(=O)c2ccccc12,train
CHEMBL1917448,COc1cccc(S(=O)(=O)c2c(C)n(CC(=O)O)c3ccc(C)cc23)c1,3.0,O=S(=O)(c1ccccc1)c1c[nH]c2ccccc12,train
CHEMBL1789187,N#Cc1ccc(C(F)(F)F)nc1O[C@H](CCN)c1ccno1,3.0,c1ccc(OCc2ccno2)nc1,train
CHEMBL114500,COc1ccnc(NC2CCN(C(=O)c3ccc(C#N)cc3)CC2)c1,3.0,O=C(c1ccccc1)N1CCC(Nc2ccccn2)CC1,valid
CHEMBL1807825,CCOc1ccc(CCNCCCSCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,75.0,O=c1[nH]c2cccc(CCNCCSCCCNCCc3ccccc3)c2s1,train
CHEMBL551984,N#Cc1cccc(NCC(=O)Nc2c(Cl)ccc3nc(N4CC[C@@H](O)C4)ccc23)c1,30.0,O=C(CNc1ccccc1)Nc1cccc2nc(N3CCCC3)ccc12,train
CHEMBL2070137,CCS(=O)(=O)c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3)nc2c1,14.45,c1ccc(-c2cccc(-c3nc4ccccc4[nH]3)c2)cc1,train
CHEMBL2152523,c1ccc([C@H]([C@@H](c2ccccc2)N2CCCCC2)N2CCCCC2)cc1,13.8,c1ccc(C(C(c2ccccc2)N2CCCCC2)N2CCCCC2)cc1,train
CHEMBL1829763,C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)N1CC[C@](CCO)(c2ccc(F)cc2)OC1=O,14.13,O=C1OC(c2ccccc2)CCN1Cc1ccc(-c2ccccc2)cc1,train
CHEMBL384962,Cc1ccc2c(c1)c(-c1ccnc3ccc(C(F)(F)F)cc13)c(C)n2CC(=O)O,23.0,c1ccc2c(-c3c[nH]c4ccccc34)ccnc2c1,train
CHEMBL185658,CC(=O)Nc1ccc(CNc2[nH]nc3cccc(Oc4ccc(S(C)(=O)=O)cc4)c23)cc1,75.0,c1ccc(CNc2[nH]nc3cccc(Oc4ccccc4)c23)cc1,train
CHEMBL119385,O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl,3.0,O=c1ncn2nc(Sc3ccccc3)ccc2c1-c1ccccc1,train
CHEMBL1000,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,3.0,c1ccc(C(c2ccccc2)N2CCNCC2)cc1,train
CHEMBL2158835,O=C(O)[C@H](Cc1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,3.0,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,test
CHEMBL652,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,3.0,O=C(NCC1CCCCN1)c1ccccc1,train
CHEMBL1807872,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCOCCNCCc3cccc(Cl)c3)c2s1,3.0,O=c1[nH]c2cccc(CCNCCCOCCNCCc3ccccc3)c2s1,train
CHEMBL1778639,CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(C)c1,3.0,c1ccc(-c2ccccc2)cc1,test
CHEMBL551813,CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)nc(N(C)C)c1CC(=O)O,3.0,O=C(Nc1ccc(Cc2ncccn2)cc1)c1ccccc1,test
CHEMBL560993,Cc1c(Cc2ccc3ccccc3n2)c2cc(F)ccc2n1CC(=O)O,3.0,c1ccc2nc(Cc3c[nH]c4ccccc34)ccc2c1,test
CHEMBL512504,N#Cc1c(O)c2c(-c3ccc(-c4ccccc4O)cc3)csc2[nH]c1=O,3.0,O=c1ccc2c(-c3ccc(-c4ccccc4)cc3)csc2[nH]1,train
CHEMBL206229,CC(C)Cn1c(=O)n(C)c(=O)c2c(SC(C)C)c(Cc3ccccc3C(F)(F)F)sc21,6.67,O=c1[nH]c(=O)c2cc(Cc3ccccc3)sc2[nH]1,train
CHEMBL1448843,O=C(CSc1ccccc1)N1CCN(C(=O)c2ccco2)CC1,12.3,O=C(CSc1ccccc1)N1CCN(C(=O)c2ccco2)CC1,train
CHEMBL568904,Cc1ccc2c(N)c(C(N)=O)sc2n1,13.0,c1cnc2sccc2c1,test
CHEMBL1947153,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CN4CCC(c5ccccc5)CC4)c3)c2s1,27.0,O=c1[nH]c2cccc(CCNCCc3cccc(CN4CCC(c5ccccc5)CC4)c3)c2s1,train
CHEMBL2312185,CNc1nc(C)c(-c2nc(Nc3cccc(N4CCCNCC4)c3)ncc2C#N)s1,27.54,c1cc(Nc2nccc(-c3cncs3)n2)cc(N2CCCNCC2)c1,train
CHEMBL1807818,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCOCCc3ccccc3)c2s1,33.0,O=c1[nH]c2cccc(CCNCCCSCCOCCc3ccccc3)c2s1,train
CHEMBL423,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,3.0,c1ccc(CCOCC2CC2)cc1,train
CHEMBL2023265,O=C(O)CSCC(=O)Nc1nc(-c2ccc(F)cc2)cs1,3.0,c1ccc(-c2cscn2)cc1,train
CHEMBL295467,CNCCC(Oc1ccccc1OC)c1ccccc1,3.0,c1ccc(COc2ccccc2)cc1,train
CHEMBL1689133,C[C@H](Oc1ccc(Cl)cc1CN1CCN(C(=O)Cc2ccc(Cl)cc2)[C@@H](C)C1)C(=O)O,3.0,O=C(Cc1ccccc1)N1CCN(Cc2ccccc2)CC1,train
CHEMBL2181808,Cc1c(CC(=O)O)c2cc(F)ccc2n1Cc1nc2ccccc2s1,3.0,c1ccc2c(c1)ccn2Cc1nc2ccccc2s1,train
CHEMBL1917443,Cc1ccc2c(c1)c(Sc1ccc(S(C)(=O)=O)cc1)c(C)n2CC(=O)O,3.0,c1ccc(Sc2c[nH]c3ccccc23)cc1,valid
CHEMBL2031237,Cc1ccc(NC(=O)c2cncs2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,3.0,O=C(Nc1cccc(-n2cnc3ccc(N4CCNCC4)cc3c2=O)c1)c1cncs1,train
CHEMBL1689125,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)C[C@@H](C)N1C(=O)Cc1ccccc1,3.0,O=C(Cc1ccccc1)N1CCN(Cc2ccccc2)CC1,train
CHEMBL272842,O=C(O)[C@H](Cc1ccccc1)N1CCC(CN2CCC(Oc3ccc(CO)c(Cl)c3)CC2)CC1,3.0,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,test
CHEMBL373351,CCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,3.0,c1ccc2c(c1)ncc1nc[nH]c12,train
CHEMBL272282,Cn1c(=N)n(CC(=O)c2ccc(Cl)cc2)c2ccccc21,3.0,N=c1[nH]c2ccccc2n1CC(=O)c1ccccc1,train
CHEMBL132227,CC(=O)NCc1cccc(C(=O)O)c1,38.9,c1ccccc1,train
CHEMBL1359777,Cc1cc(C(=O)Cn2cc(C(F)(F)F)ccc2=O)c(C)n1Cc1ccccc1,40.74,O=C(Cn1ccccc1=O)c1ccn(Cc2ccccc2)c1,train
CHEMBL23,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,43.65,O=C1CC(c2ccccc2)Sc2ccccc2N1,test
CHEMBL2207654,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)N3CCC3)ccc12,48.0,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)N3CCC3)ccc12,train
CHEMBL513370,COc1ccc(N(C(=O)c2ccoc2Cl)C(C(=O)NC[C@@H](C)O)c2ccccc2F)c(OC)c1,48.0,O=C(c1ccoc1)N(Cc1ccccc1)c1ccccc1,train
CHEMBL1940652,COc1ccncc1-c1ccccc1CN(C(=O)c1ccc(-c2ccc(C#N)cc2)o1)c1ccc(N2CCNCC2)cc1,54.95,O=C(c1ccc(-c2ccccc2)o1)N(Cc1ccccc1-c1cccnc1)c1ccc(N2CCNCC2)cc1,test
CHEMBL1800658,CC(C)N(CCNCCc1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1,60.0,O=C(CCOCCc1ccccc1)NCCNCCc1cccc2[nH]c(=O)sc12,train
CHEMBL1770471,CSCCC(NC(=O)c1sccc1Cl)c1nc2ccccc2[nH]1,63.0,O=C(NCc1nc2ccccc2[nH]1)c1cccs1,valid
CHEMBL197714,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(C)cc2)CC1,66.0,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,train
CHEMBL139,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,66.5,c1ccc(Nc2ccccc2)cc1,train
CHEMBL1934418,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCSCC2)cc1,25.0,O=S(=O)(Nc1ccnn1C1CCSCC1)c1ccccc1,test
CHEMBL2335890,COCCN(C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,75.86,c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,train
CHEMBL2057372,CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(NC(=O)NCC(=O)N4CCOCC4)nn3c2)c1,5.0,O=C(NCC(=O)N1CCOCC1)Nc1nc2ccc(-c3cccnc3)cn2n1,valid
CHEMBL1766793,CC(C)S(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,10.0,O=C(Nc1ccccc1)c1cncc(-c2ccccc2)n1,train
CHEMBL2031241,Cc1ccc(C(=O)Nc2nccs2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,7.0,O=C(Nc1nccs1)c1cccc(-n2cnc3ccc(N4CCNCC4)cc3c2=O)c1,test
CHEMBL380936,Nc1nc(NCc2ccccc2)nc2c1nc(O)n2Cc1ccccc1,11.0,c1ccc(CNc2ncc3ncn(Cc4ccccc4)c3n2)cc1,test
CHEMBL370492,CCc1nc2cc(O)ccc2c(Oc2ccc(/C=C/C(=O)O)cc2)c1-c1ccccc1,11.22,c1ccc(Oc2c(-c3ccccc3)cnc3ccccc23)cc1,train
CHEMBL174107,CSc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,11.48,C1=NC=NCN1c1ccccc1,train
CHEMBL1778625,COc1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,12.0,c1ccc(-c2ccccc2)cc1,test
CHEMBL2171015,O=C(NS(=O)(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1)c1ccccc1,12.0,O=C(NS(=O)(=O)N1CCC(N2CCC(Oc3ccccc3)CC2)CC1)c1ccccc1,valid
CHEMBL211866,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2ccccc2)c2ccc(S(C)(=O)=O)cc2)CC1,4.0,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,train
CHEMBL1916261,CCC(CC)NC(=O)c1nnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,35.0,O=S(=O)(Nc1cnnn1-c1ccccc1)c1ccccc1,train
CHEMBL1807822,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCOCCOCCc3cccc4ccccc34)c2s1,35.0,O=c1[nH]c2cccc(CCNCCCOCCOCCc3cccc4ccccc34)c2s1,train
CHEMBL111402,Oc1nc2c(O)ccc(CCNCCCSCCOCCc3cccc4ccccc34)c2s1,36.0,c1ccc2c(CCOCCSCCCNCCc3cccc4ncsc34)cccc2c1,train
CHEMBL128,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,3.0,c1ccc2[nH]ccc2c1,train
CHEMBL1016,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,3.0,c1ccc(-c2nnn[nH]2)c(-c2ccc(Cn3cnc4ccccc43)cc2)c1,train
CHEMBL2326864,CC(=O)Nc1nc(CCc2ccc(NC(=N)N)cc2)cs1,3.98,c1ccc(CCc2cscn2)cc1,test
CHEMBL1276946,Cc1c2c(=O)n(-c3ccccc3Cl)[nH]c2cc(=O)n1Cc1ccccn1,3.0,O=c1cc2[nH]n(-c3ccccc3)c(=O)c2cn1Cc1ccccn1,train
CHEMBL1689116,O=C(O)COc1ccc(Cl)cc1CN1CCC(S(=O)(=O)c2ccccc2)CC1,3.0,O=S(=O)(c1ccccc1)C1CCN(Cc2ccccc2)CC1,train
CHEMBL2171044,N#Cc1cccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,3.0,O=C(NS(=O)(=O)c1ccccc1)N1CCC(N2CCC(Oc3ccccc3)CC2)CC1,train
CHEMBL2207282,NS(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,3.0,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2ccccc12,valid
CHEMBL1459588,CCCCCOc1ccc(C(=O)NC(C(=O)O)C(C)C)cc1,5.5,c1ccccc1,train
CHEMBL335744,CC(C)C(=O)Nc1nc(-c2ccccn2)cc2ccccc12,104.71,c1ccc(-c2cc3ccccc3cn2)nc1,train
CHEMBL1891338,COc1cccc(CNc2nc(NC(C)C)nc3ccsc23)c1OC,112.2,c1ccc(CNc2ncnc3ccsc23)cc1,train
CHEMBL1526668,O=C(c1csc2c1CCCC2)N1CCCCC1,117.49,O=C(c1csc2c1CCCC2)N1CCCCC1,train
CHEMBL1916284,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C(F)(F)F)nn2-c2ccccc2)cc1,120.0,O=S(=O)(Nc1ccnn1-c1ccccc1)c1ccccc1,train
CHEMBL413065,CCc1nc2c(N)nc3ccccc3c2n1CC(C)C,3.0,c1ccc2c(c1)ncc1nc[nH]c12,train
CHEMBL214304,Cc1ccc2c(c1)c(-c1ccnc3cc(C(F)(F)F)ccc13)c(C)n2CC(=O)O,3.0,c1ccc2c(-c3c[nH]c4ccccc34)ccnc2c1,train
CHEMBL370387,Nc1nc2nc(SCc3cccc(F)c3F)nc(O)c2s1,3.0,c1ccc(CSc2ncc3scnc3n2)cc1,train
CHEMBL1083637,CCc1nc2c(N)nc3ccccc3c2n1Cc1ccccc1,3.0,c1ccc(Cn2cnc3cnc4ccccc4c32)cc1,valid
CHEMBL505,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,3.0,c1ccc(Cc2ccccn2)cc1,train
CHEMBL1644331,c1ccc(Sc2ccc3ccccc3n2)cc1,61.0,c1ccc(Sc2ccc3ccccc3n2)cc1,train
CHEMBL193,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],150.0,C1=CC(c2ccccc2)C=CN1,train
CHEMBL1771,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,150.0,c1ccc(CN2CCc3sccc3C2)cc1,train
CHEMBL2180273,CCOC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)C1c1ccc(-c2ccccc2)cc1,150.0,O=C1CCCC2=C1C(c1ccc(-c3ccccc3)cc1)C=CN2,train
CHEMBL1644374,c1ccc(Oc2nccc3ccccc23)cc1,150.0,c1ccc(Oc2nccc3ccccc23)cc1,train
CHEMBL1080786,N#C[C@]1(NC(=O)[C@@H](N)Cc2cccs2)C[C@H]1c1ccccc1,41.0,O=C(CCc1cccs1)NC1CC1c1ccccc1,train
CHEMBL2018969,COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(=O)C(C)(C)O)c1,50.0,O=S(=O)(Nc1nn(Cc2ccccc2)c2ccccc12)c1cccs1,train
CHEMBL1800656,CCN(CCNCCc1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1,82.0,O=C(CCOCCc1ccccc1)NCCNCCc1cccc2[nH]c(=O)sc12,train
CHEMBL551170,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,83.83,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cccc(-n2ncc(=O)[nH]c2=O)c1,train
CHEMBL341087,CC1CN(C(=O)c2cc3ccccc3[nH]2)CCN1,8.0,O=C(c1cc2ccccc2[nH]1)N1CCNCC1,train
CHEMBL2208435,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1cnnc2ccccc12,8.0,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1cnnc2ccccc12,train
CHEMBL380005,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2ccc(F)cc2)c2ccc(S(C)(=O)=O)cc2)CC1,8.5,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,train
CHEMBL2048873,N[C@@H]1CCCN(c2c(/C=C3\SC(=O)NC3=O)cccc2-c2ccncc2)C1,8.51,O=C1NC(=O)C(=Cc2cccc(-c3ccncc3)c2N2CCCCC2)S1,train
CHEMBL49,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,116.0,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,train
CHEMBL642,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,3.0,c1ccccc1,train
CHEMBL216981,CC[C@@H](Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccc(C)o1,3.0,O=c1c(NCc2ccco2)c(Nc2ccccc2)c1=O,test
CHEMBL2158792,Cc1cc(OC2CCN(CC3CCN([C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc1Cl,3.0,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,test
CHEMBL1778646,CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(Cl)c1,3.0,c1ccc(-c2ccccc2)cc1,test
CHEMBL2158783,Cc1c(Cl)ccc(OC2CCN(CC3CCN([C@@H](Cc4ccc(F)cc4)C(=O)O)CC3)CC2)c1Cl,3.0,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,test
CHEMBL2324355,Cc1nocc1C(=O)Nc1ccc(-c2ccccc2OC(F)(F)F)c(N)n1,3.0,O=C(Nc1ccc(-c2ccccc2)cn1)c1cnoc1,train
CHEMBL192307,CCCCc1nc2c(N)nc3ccccc3c2n1CC(C)C,3.0,c1ccc2c(c1)ncc1nc[nH]c12,train
CHEMBL198497,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(NC(C)=O)cc2)CC1,3.0,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,train
CHEMBL15770,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,3.0,C1=Cc2ccccc2C1=Cc1ccccc1,train
CHEMBL53366,Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1,3.0,c1ccc(C(CCn2ccnc2)c2ccccc2)cc1,train
CHEMBL2158778,O=C(O)[C@H](Cc1ccc(F)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)cc3)CC2)CC1,3.0,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,test
CHEMBL390674,Cc1cc(Oc2ccc3c(c2)OCO3)nc(Oc2ccc(-n3ccnc3)cc2)n1,3.0,c1cn(-c2ccc(Oc3nccc(Oc4ccc5c(c4)OCO5)n3)cc2)cn1,test
CHEMBL1778643,CCc1ccc(OCC(=O)O)c(-c2ccc(S(C)(=O)=O)cc2)c1,3.0,c1ccc(-c2ccccc2)cc1,test
CHEMBL2031235,Cc1ccc(NC(=O)c2ccno2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,3.0,O=C(Nc1cccc(-n2cnc3ccc(N4CCNCC4)cc3c2=O)c1)c1ccno1,train
CHEMBL1689111,O=C(O)COc1ccc(Cl)cc1CN1CCN(S(=O)(=O)Cc2ccccc2)CC1,5.0,O=S(=O)(Cc1ccccc1)N1CCN(Cc2ccccc2)CC1,train
CHEMBL2057371,CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(NC(=O)NCC(=O)N4CCCC4)nn3c2)c1,5.0,O=C(NCC(=O)N1CCCC1)Nc1nc2ccc(-c3cccnc3)cn2n1,train
CHEMBL1917461,Cc1ccc2c(n1)c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,5.0,c1ccc(Sc2c[nH]c3cccnc23)cc1,train
CHEMBL168899,O=C1Nc2ccccc2B(O)N1c1ccccc1,5.13,O=C1Nc2ccccc2BN1c1ccccc1,test
