canonical_smiles_rdkit,evidence_label,hh_activity_ids,hh_molecule_ids,hlm_activity_ids,hlm_molecule_ids,multiple_rows_or_ids,shares_molecule_id
N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc4ccncc4s3)CC2)CC1,OBSERVED,[14759793],"[""CHEMBL2070950""]",[14762355],"[""CHEMBL2070950""]",False,True
N#CCC(CNc1ncc(C(F)(F)F)cc1Cl)OC(=O)c1c(F)cccc1F,OBSERVED,[14766483],"[""CHEMBL1874317""]",[14766562],"[""CHEMBL1874317""]",False,True
N#Cc1ccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,OBSERVED,[14769776],"[""CHEMBL2158771""]",[14769828],"[""CHEMBL2158771""]",False,True
N#Cc1ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)c4ccccc34)CC2)cc1Cl,OBSERVED,[14769722],"[""CHEMBL2207669""]",[14762466],"[""CHEMBL2207669""]",False,True
N#Cc1cccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c1,OBSERVED,[14769782],"[""CHEMBL1778628""]",[14769846],"[""CHEMBL1778628""]",False,True
N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,OBSERVED,[14769784],"[""CHEMBL945""]",[14769865],"[""CHEMBL945""]",False,True
NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,OBSERVED,[14759829],"[""CHEMBL1346""]",[14761199],"[""CHEMBL1346""]",False,True
NC(=O)N1c2ccccc2C=Cc2ccccc21,OBSERVED,[14759845],"[""CHEMBL108""]",[14759966],"[""CHEMBL108""]",False,True
NC(=O)NC(=O)C(Nc1ccc2c(c1)CCC2)c1ccccc1,OBSERVED,[14762215],"[""CHEMBL1734492""]",[14763358],"[""CHEMBL1734492""]",False,True
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,OBSERVED,[14769747],"[""CHEMBL35""]",[14759930],"[""CHEMBL35""]",False,True
Nc1c2c(nc3ccccc13)CCCC2,OBSERVED,[14762218],"[""CHEMBL95""]",[14763410],"[""CHEMBL95""]",False,True
O=C(CC1CCCCCC1)Nc1cccc2c(=O)n([C@H]3CCNC3)ccc12,OBSERVED,[14758940],"[""CHEMBL552512""]",[14769805],"[""CHEMBL552512""]",False,True
O=C(CO)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3F)c2-c2ccncn2)CC1,OBSERVED,[14769786],"[""CHEMBL1614705""]",[14769870],"[""CHEMBL1614705""]",False,True
O=C(Cc1ccc(Cl)c(C(F)(F)F)c1)Nc1cccc2c(=O)n(CCO)ccc12,OBSERVED,[14763431],"[""CHEMBL560219""]",[14769881],"[""CHEMBL560219""]",False,True
O=C(NCC1(O)CCCCCC1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,OBSERVED,[14769788],"[""CHEMBL560423""]",[14769876],"[""CHEMBL560423""]",False,True
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,OBSERVED,[14763497],"[""CHEMBL551170""]",[14765386],"[""CHEMBL551170""]",False,True
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2CCNCC2)ccc1Cl,OBSERVED,[14759771],"[""CHEMBL235789""]",[14762361],"[""CHEMBL235789""]",False,True
O=C(Nc1cc(-c2ccnc(Nc3ccc(F)cc3)c2)ccn1)C1CCOCC1,OBSERVED,[14762262],"[""CHEMBL205078""]",[14759914],"[""CHEMBL205078""]",False,True
O=C(Nc1cc(-c2ccnc(Nc3ccccc3)c2)ccn1)C1CCOCC1,OBSERVED,[14762312],"[""CHEMBL203059""]",[14761349],"[""CHEMBL203059""]",False,True
O=C(Nc1nc2ccccc2s1)c1ccccc1,OBSERVED,[14765364],"[""CHEMBL1427959""]",[14766564],"[""CHEMBL1427959""]",False,True
O=C(O)CCc1ccc(OCc2cc(Cl)ccc2-c2ccccc2)cc1,OBSERVED,[14762458],"[""CHEMBL2058529""]",[14758797],"[""CHEMBL2058529""]",False,True
O=C(O)CCc1ccc(OCc2cccc(Br)c2)cc1,OBSERVED,[14765528],"[""CHEMBL1773254""]",[14758865],"[""CHEMBL1773254""]",False,True
O=C(O)CCc1ccc(OCc2cccc(Oc3ccccc3)c2)cc1,OBSERVED,[14766470],"[""CHEMBL1688458""]",[14759795],"[""CHEMBL1688458""]",False,True
O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,OBSERVED,[14759936],"[""CHEMBL1071""]",[14758723],"[""CHEMBL1071""]",False,True
O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2,OBSERVED,[14758953],"[""CHEMBL361812""]",[14769845],"[""CHEMBL361812""]",False,True
O=C(O)COc1ccc(C(F)(F)F)cc1CN1CCN(S(=O)(=O)c2ccccc2)CC1,OBSERVED,[14769797],"[""CHEMBL1689110""]",[14759934],"[""CHEMBL1689110""]",False,True
O=C(O)COc1ccc(Cl)cc1CN1CCN(S(=O)(=O)Cc2ccccc2)CC1,OBSERVED,[14769709],"[""CHEMBL1689111""]",[14759806],"[""CHEMBL1689111""]",False,True
O=C(O)COc1ccc(Cl)cc1CN1CCN(S(=O)(=O)c2ccc(F)cc2)CC1,OBSERVED,[14769780],"[""CHEMBL1689117""]",[14761271],"[""CHEMBL1689117""]",False,True
O=C(O)COc1ccc(Cl)cc1CN1CCN(S(=O)(=O)c2ccccc2)CC1,OBSERVED,[14769781],"[""CHEMBL1689109""]",[14758945],"[""CHEMBL1689109""]",False,True
O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,OBSERVED,[14762256],"[""CHEMBL1201753""]",[14769848],"[""CHEMBL1201753""]",False,True
O=C(O)C[C@H]1CC[C@H](c2ccc(-c3ccc(Nc4ccc(C(F)(F)F)nc4)cn3)cc2)CC1,OBSERVED,[14769718],"[""CHEMBL2364624""]",[14758801],"[""CHEMBL2364624""]",False,True
O=C(O)Cc1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,OBSERVED,[14769791],"[""CHEMBL2158826""]",[14758767],"[""CHEMBL2158826""]",False,True
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,OBSERVED,[14765402],"[""CHEMBL139""]",[14764532],"[""CHEMBL139""]",False,True
O=C(O)[C@H](Cc1ccccc1F)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,OBSERVED,[14769756],"[""CHEMBL2158839""]",[14758978],"[""CHEMBL2158839""]",False,True
O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1,OBSERVED,[14764504],"[""CHEMBL1194325""]",[14765551],"[""CHEMBL1194325""]",False,True
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,OBSERVED,[14764292],"[""CHEMBL49""]",[14765494],"[""CHEMBL49""]",False,True
O=C1COC2(CCN(S(=O)(=O)c3ccc(-c4ccc5cccnc5c4)cc3)CC2)CN1C1CC1,OBSERVED,[14761188],"[""CHEMBL2147032""]",[14764458],"[""CHEMBL2147032""]",False,True
O=C1COC2(CCN(S(=O)(=O)c3ccc(-c4ccc5cnccc5c4)cc3)CC2)CN1C1CC1,OBSERVED,[14766480],"[""CHEMBL2147033""]",[14765493],"[""CHEMBL2147033""]",False,True
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,OBSERVED,[14759776],"[""CHEMBL580""]",[14760021],"[""CHEMBL580""]",False,True
O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,OBSERVED,[14766475],"[""CHEMBL38380""]",[14761236],"[""CHEMBL38380""]",False,True
O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,OBSERVED,[14759852],"[""CHEMBL62136""]",[14758722],"[""CHEMBL62136""]",False,True
O=c1[nH]c2c(O)ccc(CCNCCS(=O)(=O)CCCOCCc3ccccc3)c2s1,OBSERVED,[14764334],"[""CHEMBL82663""]",[14765481],"[""CHEMBL82663""]",False,True
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCOCCOCCc3ccccc3)c2s1,OBSERVED,[14769738],"[""CHEMBL1807821""]",[14761169],"[""CHEMBL1807821""]",False,True
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCOCCc3cccc4ccccc34)c2s1,OBSERVED,[14762257],"[""CHEMBL1807820""]",[14765322],"[""CHEMBL1807820""]",False,True
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(Cl)c3)c2s1,OBSERVED,[14769706],"[""CHEMBL1807827""]",[14760031],"[""CHEMBL1807827""]",False,True
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(Cl)c3Cl)c2s1,OBSERVED,[14769726],"[""CHEMBL1807829""]",[14761251],"[""CHEMBL1807829""]",False,True
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3ccccc3)c2s1,OBSERVED,[14769708],"[""CHEMBL1807823""]",[14759804],"[""CHEMBL1807823""]",False,True
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4c(Cl)cccc4Cl)c3)c2s1,OBSERVED,[14759839],"[""CHEMBL1947157""]",[14764497],"[""CHEMBL1947157""]",False,True
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccc4F)c3)c2s1,OBSERVED,[14769728],"[""CHEMBL1944691""]",[14762328],"[""CHEMBL1944691""]",False,True
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccn4)c3)c2s1,OBSERVED,[14769712],"[""CHEMBL1945033""]",[14763300],"[""CHEMBL1945033""]",False,True
O=c1[nH]c2cc(Cl)ccc2o1,OBSERVED,[14761265],"[""CHEMBL1371""]",[14763402],"[""CHEMBL1371""]",False,True
O=c1c2sccc2n(CC2COc3ccccc3O2)c(=O)n1O,OBSERVED,[14765537],"[""CHEMBL361546""]",[14758807],"[""CHEMBL361546""]",False,True
OC(c1ccc(-c2ccc(CN3CCN(Cc4ccncc4)CC3)cc2)c(F)c1)(C(F)(F)F)C(F)(F)F,OBSERVED,[14761154],"[""CHEMBL2137199""]",[14764390],"[""CHEMBL2137199""]",False,True
