action_type,activity_comment,activity_id,activity_properties,assay_cell_type,assay_chembl_id,assay_description,assay_organism,assay_strain,assay_subcellular_fraction,assay_tax_id,assay_tissue,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,canonical_smiles_rdkit,cell_chembl_id,clogp,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,dummy_atom_count,fraction_csp3,fragment_count,hba,hbd,ligand_efficiency,measurement_audit,modality,molecular_weight,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,raw_filename,raw_identifier,raw_smiles,raw_target,record_id,relation,rotatable_bonds,source,source_row_1based,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,structure_error,structure_status,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,tissue_chembl_id,toid,tpsa,type,undefined_stereo_elements,units,uo_units,upper_value,value
,,14759907,[],,CHEMBL3301370,"ASTRAZENECA: Intrinsic clearance measured in human liver microsomes following incubation at 37C. Experimental range <3 to >150 microL/min/mg. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736.",Homo sapiens,,Microsome,9606,Liver,A,,,BAO_0002759,BAO_0000251,microsome format,CN(C)CCCOc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1,CN(C)CCCOc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1,,2.3351000000000006,,,CHEMBL3301361,,,0,0.29411764705882354,1,5,3,,"{""number"": ""6.0"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,362.45500000000004,CHEMBL452529,,CHEMBL452529,,0,,data/raw/chembl/CHEMBL3301370_activities_00000.json,CHEMBL452529,CN(C)CCCOc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1,6.0,2129824,,8,CHEMBL3301370,294,27,1,,,CL,mL.min-1.g-1,,6.0,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,110.68,CLint,0,microL/min/mg,,,6.0
,,14759908,[],,CHEMBL3301370,"ASTRAZENECA: Intrinsic clearance measured in human liver microsomes following incubation at 37C. Experimental range <3 to >150 microL/min/mg. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736.",Homo sapiens,,Microsome,9606,Liver,A,,,BAO_0002759,BAO_0000251,microsome format,N#Cc1c(-c2ccccc2)nc(SCc2ccccc2)[nH]c1=O,N#Cc1c(-c2ccccc2)nc(SCc2ccccc2)[nH]c1=O,,3.6008800000000027,,,CHEMBL3301361,,,0,0.05555555555555555,1,4,1,,"{""number"": ""6.0"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,319.38899999999995,CHEMBL1082811,,CHEMBL1082811,,0,,data/raw/chembl/CHEMBL3301370_activities_00000.json,CHEMBL1082811,N#Cc1c(-c2ccccc2)nc(SCc2ccccc2)[nH]c1=O,6.0,2130770,,4,CHEMBL3301370,295,27,1,,,CL,mL.min-1.g-1,,6.0,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,69.53999999999999,CLint,0,microL/min/mg,,,6.0
,,14759909,[],,CHEMBL3301370,"ASTRAZENECA: Intrinsic clearance measured in human liver microsomes following incubation at 37C. Experimental range <3 to >150 microL/min/mg. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736.",Homo sapiens,,Microsome,9606,Liver,A,,,BAO_0002759,BAO_0000251,microsome format,Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)cc4C)CC3)CC2)cc1,Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)cc4C)CC3)CC2)cc1,,4.362940000000004,,,CHEMBL3301361,,,0,0.48,1,5,1,,"{""number"": ""6.0"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,506.0680000000003,CHEMBL2171048,,CHEMBL2171048,,0,,data/raw/chembl/CHEMBL3301370_activities_00000.json,CHEMBL2171048,Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)cc4C)CC3)CC2)cc1,6.0,2130671,,5,CHEMBL3301370,296,27,1,,,CL,mL.min-1.g-1,,6.0,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,78.95,CLint,0,microL/min/mg,,,6.0
,,14759910,[],,CHEMBL3301370,"ASTRAZENECA: Intrinsic clearance measured in human liver microsomes following incubation at 37C. Experimental range <3 to >150 microL/min/mg. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736.",Homo sapiens,,Microsome,9606,Liver,A,,,BAO_0002759,BAO_0000251,microsome format,O=C(O)C(c1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,O=C(O)C(c1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,,5.126900000000005,,,CHEMBL3301361,,,0,0.4583333333333333,1,4,1,,"{""number"": ""6.0"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,463.4050000000003,CHEMBL2158815,,CHEMBL2158815,,0,,data/raw/chembl/CHEMBL3301370_activities_00000.json,CHEMBL2158815,O=C(O)C(c1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,6.0,2132237,,6,CHEMBL3301370,297,27,1,,,CL,mL.min-1.g-1,,6.0,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,53.010000000000005,CLint,1,microL/min/mg,,,6.0
,,14759911,[],,CHEMBL3301370,"ASTRAZENECA: Intrinsic clearance measured in human liver microsomes following incubation at 37C. Experimental range <3 to >150 microL/min/mg. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736.",Homo sapiens,,Microsome,9606,Liver,A,,,BAO_0002759,BAO_0000251,microsome format,CC(C)n1c(=O)n(C)c(=O)c2c(C(=O)N3CCS(=O)(=O)C3)c(Cc3ccccc3C(F)(F)F)sc21,CC(C)n1c(=O)n(C)c(=O)c2c(C(=O)N3CCS(=O)(=O)C3)c(Cc3ccccc3C(F)(F)F)sc21,,2.780300000000002,,,CHEMBL3301361,,,0,0.4090909090909091,1,8,0,,"{""number"": ""6.0"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,529.5620000000001,CHEMBL441550,,CHEMBL441550,,0,,data/raw/chembl/CHEMBL3301370_activities_00000.json,CHEMBL441550,CC(C)n1c(=O)n(C)c(=O)c2c(C(=O)N3CCS(=O)(=O)C3)c(Cc3ccccc3C(F)(F)F)sc21,6.0,2131728,,4,CHEMBL3301370,298,27,1,,,CL,mL.min-1.g-1,,6.0,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,98.44999999999999,CLint,0,microL/min/mg,,,6.0
,,14759912,[],,CHEMBL3301370,"ASTRAZENECA: Intrinsic clearance measured in human liver microsomes following incubation at 37C. Experimental range <3 to >150 microL/min/mg. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736.",Homo sapiens,,Microsome,9606,Liver,A,,,BAO_0002759,BAO_0000251,microsome format,O=C(NS(=O)(=O)c1cccc(Cl)c1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,O=C(NS(=O)(=O)c1cccc(Cl)c1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,,5.0529000000000055,,,CHEMBL3301361,,,0,0.43478260869565216,1,5,1,,"{""number"": ""6.0"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,546.9040000000001,CHEMBL2171043,,CHEMBL2171043,,0,,data/raw/chembl/CHEMBL3301370_activities_00000.json,CHEMBL2171043,O=C(NS(=O)(=O)c1cccc(Cl)c1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,6.0,2131741,,5,CHEMBL3301370,299,27,1,,,CL,mL.min-1.g-1,,6.0,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,78.95,CLint,0,microL/min/mg,,,6.0
,,14759913,[],,CHEMBL3301370,"ASTRAZENECA: Intrinsic clearance measured in human liver microsomes following incubation at 37C. Experimental range <3 to >150 microL/min/mg. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736.",Homo sapiens,,Microsome,9606,Liver,A,,,BAO_0002759,BAO_0000251,microsome format,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2c(F)cccc12,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2c(F)cccc12,,3.608100000000001,,,CHEMBL3301361,,,0,0.3333333333333333,1,5,3,,"{""number"": ""6.0"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,508.3770000000003,CHEMBL2207656,,CHEMBL2207656,,0,,data/raw/chembl/CHEMBL3301370_activities_00000.json,CHEMBL2207656,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2c(F)cccc12,6.0,2132278,,7,CHEMBL3301370,300,27,1,,,CL,mL.min-1.g-1,,6.0,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,94.66,CLint,0,microL/min/mg,,,6.0
,,14759914,[],,CHEMBL3301370,"ASTRAZENECA: Intrinsic clearance measured in human liver microsomes following incubation at 37C. Experimental range <3 to >150 microL/min/mg. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736.",Homo sapiens,,Microsome,9606,Liver,A,,,BAO_0002759,BAO_0000251,microsome format,O=C(Nc1cc(-c2ccnc(Nc3ccc(F)cc3)c2)ccn1)C1CCOCC1,O=C(Nc1cc(-c2ccnc(Nc3ccc(F)cc3)c2)ccn1)C1CCOCC1,,4.391400000000003,,,CHEMBL3301361,,,0,0.22727272727272727,1,5,2,,"{""number"": ""6.03"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,392.4340000000002,CHEMBL205078,,CHEMBL205078,,0,,data/raw/chembl/CHEMBL3301370_activities_00000.json,CHEMBL205078,O=C(Nc1cc(-c2ccnc(Nc3ccc(F)cc3)c2)ccn1)C1CCOCC1,6.03,2132378,,5,CHEMBL3301370,301,27,1,,,CL,mL.min-1.g-1,,6.03,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,76.14,CLint,0,microL/min/mg,,,6.03
,,14759921,[],,CHEMBL3301370,"ASTRAZENECA: Intrinsic clearance measured in human liver microsomes following incubation at 37C. Experimental range <3 to >150 microL/min/mg. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736.",Homo sapiens,,Microsome,9606,Liver,A,,,BAO_0002759,BAO_0000251,microsome format,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)nc3)c2)cc1,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)nc3)c2)cc1,,3.815100000000002,,,CHEMBL3301361,,,0,0.1111111111111111,1,5,1,,"{""number"": ""6.17"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,393.39000000000004,CHEMBL2041980,MMV-048,CHEMBL2041980,,0,,data/raw/chembl/CHEMBL3301370_activities_00000.json,CHEMBL2041980,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)nc3)c2)cc1,6.17,2131805,,3,CHEMBL3301370,302,27,1,,,CL,mL.min-1.g-1,,6.17,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,85.94,CLint,0,microL/min/mg,,,6.17
,,14759922,[],,CHEMBL3301370,"ASTRAZENECA: Intrinsic clearance measured in human liver microsomes following incubation at 37C. Experimental range <3 to >150 microL/min/mg. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736.",Homo sapiens,,Microsome,9606,Liver,A,,,BAO_0002759,BAO_0000251,microsome format,CC(CCc1cccc(OCc2ccc3ccccc3n2)c1)CC(=O)O,CC(CCc1cccc(OCc2ccc3ccccc3n2)c1)CC(=O)O,,4.857200000000004,,,CHEMBL3301361,,,0,0.2727272727272727,1,3,1,,"{""number"": ""6.17"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,349.4300000000001,CHEMBL318021,,CHEMBL318021,,0,,data/raw/chembl/CHEMBL3301370_activities_00000.json,CHEMBL318021,CC(CCc1cccc(OCc2ccc3ccccc3n2)c1)CC(=O)O,6.17,2131417,,8,CHEMBL3301370,303,27,1,,,CL,mL.min-1.g-1,,6.17,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,59.42,CLint,1,microL/min/mg,,,6.17
,,14759923,[],,CHEMBL3301370,"ASTRAZENECA: Intrinsic clearance measured in human liver microsomes following incubation at 37C. Experimental range <3 to >150 microL/min/mg. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736.",Homo sapiens,,Microsome,9606,Liver,A,,,BAO_0002759,BAO_0000251,microsome format,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)cnc12,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)cnc12,,2.0763,,,CHEMBL3301361,,,0,0.25,1,7,3,,"{""number"": ""6.18"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,379.39200000000005,CHEMBL256668,,CHEMBL256668,,0,,data/raw/chembl/CHEMBL3301370_activities_00000.json,CHEMBL256668,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)cnc12,6.18,2131986,,6,CHEMBL3301370,304,27,1,,,CL,mL.min-1.g-1,,6.18,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,103.79,CLint,0,microL/min/mg,,,6.18
,,14759930,[],,CHEMBL3301370,"ASTRAZENECA: Intrinsic clearance measured in human liver microsomes following incubation at 37C. Experimental range <3 to >150 microL/min/mg. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736.",Homo sapiens,,Microsome,9606,Liver,A,,,BAO_0002759,BAO_0000251,microsome format,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,,1.8907,,,CHEMBL3301361,,,0,0.08333333333333333,1,5,3,,"{""number"": ""6.31"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,330.749,CHEMBL35,FUROSEMIDE,CHEMBL35,,0,,data/raw/chembl/CHEMBL3301370_activities_00000.json,CHEMBL35,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,6.31,2128676,,5,CHEMBL3301370,305,27,1,,,CL,mL.min-1.g-1,,6.31,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,122.63000000000001,CLint,0,microL/min/mg,,,6.31
,,14759931,[],,CHEMBL3301370,"ASTRAZENECA: Intrinsic clearance measured in human liver microsomes following incubation at 37C. Experimental range <3 to >150 microL/min/mg. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736.",Homo sapiens,,Microsome,9606,Liver,A,,,BAO_0002759,BAO_0000251,microsome format,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,,1.78302,,,CHEMBL3301361,,,0,0.4166666666666667,1,3,2,,"{""number"": ""6.31"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,270.354,CHEMBL782,TOLBUTAMIDE,CHEMBL782,,0,,data/raw/chembl/CHEMBL3301370_activities_00000.json,CHEMBL782,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,6.31,2127800,,5,CHEMBL3301370,306,27,1,,,CL,mL.min-1.g-1,,6.31,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,75.27000000000001,CLint,0,microL/min/mg,,,6.31
,,14759932,[],,CHEMBL3301370,"ASTRAZENECA: Intrinsic clearance measured in human liver microsomes following incubation at 37C. Experimental range <3 to >150 microL/min/mg. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736.",Homo sapiens,,Microsome,9606,Liver,A,,,BAO_0002759,BAO_0000251,microsome format,N#Cc1ccc(C(=O)Nc2ccc(-n3ccnc3)nc2)cc1,N#Cc1ccc(C(=O)Nc2ccc(-n3ccnc3)nc2)cc1,,2.39128,,,CHEMBL3301361,,,0,0.0,1,5,1,,"{""number"": ""6.31"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,289.298,CHEMBL2017259,,CHEMBL2017259,,0,,data/raw/chembl/CHEMBL3301370_activities_00000.json,CHEMBL2017259,N#Cc1ccc(C(=O)Nc2ccc(-n3ccnc3)nc2)cc1,6.31,2131457,,3,CHEMBL3301370,307,27,1,,,CL,mL.min-1.g-1,,6.31,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,83.60000000000001,CLint,0,microL/min/mg,,,6.31
,,14759933,[],,CHEMBL3301370,"ASTRAZENECA: Intrinsic clearance measured in human liver microsomes following incubation at 37C. Experimental range <3 to >150 microL/min/mg. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736.",Homo sapiens,,Microsome,9606,Liver,A,,,BAO_0002759,BAO_0000251,microsome format,C[C@@H]1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1ccc(C(N)=O)cc1Cl,C[C@@H]1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1ccc(C(N)=O)cc1Cl,,3.4962000000000018,,,CHEMBL3301361,,,0,0.3157894736842105,1,4,1,,"{""number"": ""6.31"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,479.88300000000015,CHEMBL550175,,CHEMBL550175,,0,,data/raw/chembl/CHEMBL3301370_activities_00000.json,CHEMBL550175,C[C@@H]1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1ccc(C(N)=O)cc1Cl,6.31,2131452,,4,CHEMBL3301370,308,27,1,,,CL,mL.min-1.g-1,,6.31,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,83.71000000000001,CLint,0,microL/min/mg,,,6.31
,,14759934,[],,CHEMBL3301370,"ASTRAZENECA: Intrinsic clearance measured in human liver microsomes following incubation at 37C. Experimental range <3 to >150 microL/min/mg. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736.",Homo sapiens,,Microsome,9606,Liver,A,,,BAO_0002759,BAO_0000251,microsome format,O=C(O)COc1ccc(C(F)(F)F)cc1CN1CCN(S(=O)(=O)c2ccccc2)CC1,O=C(O)COc1ccc(C(F)(F)F)cc1CN1CCN(S(=O)(=O)c2ccccc2)CC1,,2.675300000000001,,,CHEMBL3301361,,,0,0.35,1,5,1,,"{""number"": ""6.33"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,458.4580000000002,CHEMBL1689110,,CHEMBL1689110,,0,,data/raw/chembl/CHEMBL3301370_activities_00000.json,CHEMBL1689110,O=C(O)COc1ccc(C(F)(F)F)cc1CN1CCN(S(=O)(=O)c2ccccc2)CC1,6.33,2132975,,7,CHEMBL3301370,309,27,1,,,CL,mL.min-1.g-1,,6.33,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,87.15,CLint,0,microL/min/mg,,,6.33
,,14759937,[],,CHEMBL3301370,"ASTRAZENECA: Intrinsic clearance measured in human liver microsomes following incubation at 37C. Experimental range <3 to >150 microL/min/mg. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736.",Homo sapiens,,Microsome,9606,Liver,A,,,BAO_0002759,BAO_0000251,microsome format,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,,3.1285200000000017,,,CHEMBL3301361,,,0,0.3333333333333333,1,4,0,,"{""number"": ""6.46"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,293.37000000000006,CHEMBL46,ONDANSETRON,CHEMBL46,,0,,data/raw/chembl/CHEMBL3301370_activities_00000.json,CHEMBL46,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,6.46,2127854,,2,CHEMBL3301370,310,27,1,,,CL,mL.min-1.g-1,,6.46,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,39.82,CLint,1,microL/min/mg,,,6.46
,,14759938,[],,CHEMBL3301370,"ASTRAZENECA: Intrinsic clearance measured in human liver microsomes following incubation at 37C. Experimental range <3 to >150 microL/min/mg. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736.",Homo sapiens,,Microsome,9606,Liver,A,,,BAO_0002759,BAO_0000251,microsome format,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@H](c2ccc(S(C)(=O)=O)cc2)c2cc(F)cc(Cl)c2)CC1,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@H](c2ccc(S(C)(=O)=O)cc2)c2cc(F)cc(Cl)c2)CC1,,5.363700000000006,,,CHEMBL3301361,,,0,0.40625,1,6,0,,"{""number"": ""6.5"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,649.2500000000002,CHEMBL382435,,CHEMBL382435,,0,,data/raw/chembl/CHEMBL3301370_activities_00000.json,CHEMBL382435,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@H](c2ccc(S(C)(=O)=O)cc2)c2cc(F)cc(Cl)c2)CC1,6.5,2132217,,11,CHEMBL3301370,311,27,1,,,CL,mL.min-1.g-1,,6.5,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,91.83000000000001,CLint,0,microL/min/mg,,,6.5
,,14759943,[],,CHEMBL3301370,"ASTRAZENECA: Intrinsic clearance measured in human liver microsomes following incubation at 37C. Experimental range <3 to >150 microL/min/mg. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736.",Homo sapiens,,Microsome,9606,Liver,A,,,BAO_0002759,BAO_0000251,microsome format,COc1cc(-c2ccc(Nc3ccccc3C(=O)O)c(OC)c2)ccc1Nc1ccccc1C(=O)O,COc1cc(-c2ccc(Nc3ccccc3C(=O)O)c(OC)c2)ccc1Nc1ccccc1C(=O)O,,6.254400000000004,,,CHEMBL3301361,,,0,0.07142857142857142,1,6,4,,"{""number"": ""6.61"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,484.5080000000002,CHEMBL1340633,,CHEMBL1340633,,0,,data/raw/chembl/CHEMBL3301370_activities_00000.json,CHEMBL1340633,COc1cc(-c2ccc(Nc3ccccc3C(=O)O)c(OC)c2)ccc1Nc1ccccc1C(=O)O,6.61,2129170,,9,CHEMBL3301370,312,27,1,,,CL,mL.min-1.g-1,,6.61,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,117.12000000000002,CLint,0,microL/min/mg,,,6.61
,,14759944,[],,CHEMBL3301370,"ASTRAZENECA: Intrinsic clearance measured in human liver microsomes following incubation at 37C. Experimental range <3 to >150 microL/min/mg. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736.",Homo sapiens,,Microsome,9606,Liver,A,,,BAO_0002759,BAO_0000251,microsome format,CC(C)Cn1c(=O)n(C)c(=O)c2c(SC(C)C)c(Cc3ccccc3C(F)(F)F)sc21,CC(C)Cn1c(=O)n(C)c(=O)c2c(SC(C)C)c(Cc3ccccc3C(F)(F)F)sc21,,5.527800000000005,,,CHEMBL3301361,,,0,0.45454545454545453,1,6,0,,"{""number"": ""6.67"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,470.5820000000001,CHEMBL206229,,CHEMBL206229,,0,,data/raw/chembl/CHEMBL3301370_activities_00000.json,CHEMBL206229,CC(C)Cn1c(=O)n(C)c(=O)c2c(SC(C)C)c(Cc3ccccc3C(F)(F)F)sc21,6.67,2131685,,6,CHEMBL3301370,313,27,1,,,CL,mL.min-1.g-1,,6.67,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,44.0,CLint,0,microL/min/mg,,,6.67
,,14759950,[],,CHEMBL3301370,"ASTRAZENECA: Intrinsic clearance measured in human liver microsomes following incubation at 37C. Experimental range <3 to >150 microL/min/mg. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736.",Homo sapiens,,Microsome,9606,Liver,A,,,BAO_0002759,BAO_0000251,microsome format,N#Cc1cnc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2)s1,N#Cc1cnc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2)s1,,1.6421599999999998,,,CHEMBL3301361,,,0,0.65,1,7,1,,"{""number"": ""6.76"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,412.5190000000002,CHEMBL2070946,,CHEMBL2070946,,0,,data/raw/chembl/CHEMBL3301370_activities_00000.json,CHEMBL2070946,N#Cc1cnc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2)s1,6.76,2128153,,4,CHEMBL3301370,314,27,1,,,CL,mL.min-1.g-1,,6.76,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,113.12,CLint,0,microL/min/mg,,,6.76
,,14759955,[],,CHEMBL3301370,"ASTRAZENECA: Intrinsic clearance measured in human liver microsomes following incubation at 37C. Experimental range <3 to >150 microL/min/mg. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736.",Homo sapiens,,Microsome,9606,Liver,A,,,BAO_0002759,BAO_0000251,microsome format,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,,3.864220000000002,,,CHEMBL3301361,,,0,0.4090909090909091,1,3,2,,"{""number"": ""6.92"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,383.4670000000001,CHEMBL1088752,LOSMAPIMOD,CHEMBL1088752,,0,,data/raw/chembl/CHEMBL3301370_activities_00000.json,CHEMBL1088752,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,6.92,2131506,,5,CHEMBL3301370,315,27,1,,,CL,mL.min-1.g-1,,6.92,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,71.09,CLint,0,microL/min/mg,,,6.92
,,14759956,[],,CHEMBL3301370,"ASTRAZENECA: Intrinsic clearance measured in human liver microsomes following incubation at 37C. Experimental range <3 to >150 microL/min/mg. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736.",Homo sapiens,,Microsome,9606,Liver,A,,,BAO_0002759,BAO_0000251,microsome format,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,0.4864999999999999,,,CHEMBL3301361,,,0,0.4117647058823529,1,5,3,,"{""number"": ""6.92"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,378.4060000000001,CHEMBL1214,CARBENICILLIN,CHEMBL1214,,0,,data/raw/chembl/CHEMBL3301370_activities_00000.json,CHEMBL1214,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,6.92,2132633,,5,CHEMBL3301370,316,27,1,,,CL,mL.min-1.g-1,,6.92,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,124.01,CLint,1,microL/min/mg,,,6.92
