CollectionName,Internal ID,LOG HLM_CLint (mL/min/kg),LOG MDR1-MDCK ER (B-A/A-B),LOG PLASMA PROTEIN BINDING (HUMAN) (% unbound),LOG PLASMA PROTEIN BINDING (RAT) (% unbound),LOG RLM_CLint (mL/min/kg),LOG SOLUBILITY PH 6.8 (ug/mL),SMILES,Vendor ID,canonical_smiles_rdkit,clogp,dummy_atom_count,fraction_csp3,fragment_count,hba,hbd,measurement_audit,molecular_weight,raw_filename,raw_identifier,raw_smiles,raw_target,rotatable_bonds,source,source_row_1based,structure_error,structure_status,tpsa,undefined_stereo_elements
emolecules,Mol601,0.675686709,-0.211067313,,,1.546258799,1.573103783,OCCN1CCC(c2ccncn2)CC1,165629,OCCN1CCC(c2ccncn2)CC1,0.6482999999999999,0,0.6363636363636364,1,4,1,"{""number"": ""0.675686709"", ""relation"": ""="", ""status"": ""VALID""}",207.277,data/raw/biogen/ADME_public_set_3521.csv,Mol601,OCCN1CCC(c2ccncn2)CC1,0.675686709,3,Biogen,601,,VALID,49.25,0
emolecules,Mol602,0.675686709,-0.025675361,,,1.410541048,1.882638362,CN(c1ncc(Br)cn1)C1CCS(=O)CC1,48248496,CN(c1ncc(Br)cn1)C1CCS(=O)CC1,1.5864,0,0.6,1,4,0,"{""number"": ""0.675686709"", ""relation"": ""="", ""status"": ""VALID""}",304.2130000000001,data/raw/biogen/ADME_public_set_3521.csv,Mol602,CN(c1ncc(Br)cn1)C1CCS(=O)CC1,0.675686709,2,Biogen,602,,VALID,46.09,2
emolecules,Mol603,0.675686709,-0.197245538,,,1.645648201,1.542825427,CCc1ncnc(N(C)Cc2ccc(N)nc2)c1F,49968176,CCc1ncnc(N(C)Cc2ccc(N)nc2)c1F,1.7916999999999998,0,0.3076923076923077,1,5,1,"{""number"": ""0.675686709"", ""relation"": ""="", ""status"": ""VALID""}",261.304,data/raw/biogen/ADME_public_set_3521.csv,Mol603,CCc1ncnc(N(C)Cc2ccc(N)nc2)c1F,0.675686709,4,Biogen,603,,VALID,67.93,0
emolecules,Mol604,1.849271962,0.846931076,,,2.322562459,1.452553063,COc1ncnc2c1CN(Cc1c[nH]nc1-c1ccc(F)cc1)CC2,49336129,COc1ncnc2c1CN(Cc1c[nH]nc1-c1ccc(F)cc1)CC2,2.572700000000001,0,0.2777777777777778,1,5,1,"{""number"": ""1.849271962"", ""relation"": ""="", ""status"": ""VALID""}",339.3740000000001,data/raw/biogen/ADME_public_set_3521.csv,Mol604,COc1ncnc2c1CN(Cc1c[nH]nc1-c1ccc(F)cc1)CC2,1.849271962,4,Biogen,604,,VALID,66.93,0
emolecules,Mol605,0.675686709,-0.143194689,,,1.713036691,1.637189422,O=C(NCc1cc(F)cc(F)c1)c1ccccn1,24032918,O=C(NCc1cc(F)cc(F)c1)c1ccccn1,2.2898000000000005,0,0.07692307692307693,1,2,1,"{""number"": ""0.675686709"", ""relation"": ""="", ""status"": ""VALID""}",248.232,data/raw/biogen/ADME_public_set_3521.csv,Mol605,O=C(NCc1cc(F)cc(F)c1)c1ccccn1,0.675686709,3,Biogen,605,,VALID,41.99,0
emolecules,Mol606,1.36890023,1.141719792,,,2.967422537,1.624282096,CN1CCC(n2ncc3[nH]c(-c4ccc5ccccc5c4)nc32)CC1,23832549,CN1CCC(n2ncc3[nH]c(-c4ccc5ccccc5c4)nc32)CC1,3.846300000000002,0,0.3,1,4,1,"{""number"": ""1.36890023"", ""relation"": ""="", ""status"": ""VALID""}",331.4230000000002,data/raw/biogen/ADME_public_set_3521.csv,Mol606,CN1CCC(n2ncc3[nH]c(-c4ccc5ccccc5c4)nc32)CC1,1.36890023,2,Biogen,606,,VALID,49.74,0
emolecules,Mol607,2.052963129,-0.302037185,,,3.188676267,0.559906625,O=C(Cc1ccc2c(c1)CCC2)Nc1nc2ccccc2o1,23998049,O=C(Cc1ccc2c(c1)CCC2)Nc1nc2ccccc2o1,3.497700000000002,0,0.2222222222222222,1,3,1,"{""number"": ""2.052963129"", ""relation"": ""="", ""status"": ""VALID""}",292.338,data/raw/biogen/ADME_public_set_3521.csv,Mol607,O=C(Cc1ccc2c(c1)CCC2)Nc1nc2ccccc2o1,2.052963129,3,Biogen,607,,VALID,55.13,0
emolecules,Mol608,0.831357785,0.925071054,,,1.604139618,1.703205371,Cc1cc(C(=O)Nc2c(C)nn(C(C)C)c2C)c2ccc(F)cc2n1,36662662,Cc1cc(C(=O)Nc2c(C)nn(C(C)C)c2C)c2ccc(F)cc2n1,4.328860000000003,0,0.3157894736842105,1,4,1,"{""number"": ""0.831357785"", ""relation"": ""="", ""status"": ""VALID""}",340.40200000000004,data/raw/biogen/ADME_public_set_3521.csv,Mol608,Cc1cc(C(=O)Nc2c(C)nn(C(C)C)c2C)c2ccc(F)cc2n1,0.831357785,3,Biogen,608,,VALID,59.81,0
emolecules,Mol609,1.847788519,0.360701305,,,3.039764983,1.396722279,COCc1cc(-c2nc(CCc3ccccc3)n[nH]2)ccc1OC,32437102,COCc1cc(-c2nc(CCc3ccccc3)n[nH]2)ccc1OC,3.411900000000002,0,0.2631578947368421,1,4,1,"{""number"": ""1.847788519"", ""relation"": ""="", ""status"": ""VALID""}",323.3960000000001,data/raw/biogen/ADME_public_set_3521.csv,Mol609,COCc1cc(-c2nc(CCc3ccccc3)n[nH]2)ccc1OC,1.847788519,7,Biogen,609,,VALID,60.03,0
emolecules,Mol610,0.675686709,1.101141102,,,1.891040997,1.784831178,Cc1nc(C)c2c(C)c(C(=O)N(C)CCN3CCCC3)sc2n1,36332254,Cc1nc(C)c2c(C)c(C(=O)N(C)CCN3CCCC3)sc2n1,2.7843600000000013,0,0.5882352941176471,1,5,0,"{""number"": ""0.675686709"", ""relation"": ""="", ""status"": ""VALID""}",332.473,data/raw/biogen/ADME_public_set_3521.csv,Mol610,Cc1nc(C)c2c(C)c(C(=O)N(C)CCN3CCCC3)sc2n1,0.675686709,4,Biogen,610,,VALID,49.330000000000005,0
emolecules,Mol611,1.360233561,1.642548194,,,2.625246581,1.739176632,COc1ccccc1CNc1n[nH]c2nc([C@H]3CCCN(CC(=O)N4CCCC4)C3)ccc12,197199,COc1ccccc1CNc1n[nH]c2nc([C@H]3CCCN(CC(=O)N4CCCC4)C3)ccc12,3.3804000000000016,0,0.48,1,6,2,"{""number"": ""1.360233561"", ""relation"": ""="", ""status"": ""VALID""}",448.57100000000037,data/raw/biogen/ADME_public_set_3521.csv,Mol611,COc1ccccc1CNc1n[nH]c2nc([C@H]3CCCN(CC(=O)N4CCCC4)C3)ccc12,1.360233561,7,Biogen,611,,VALID,86.37999999999998,0
emolecules,Mol612,1.567155811,1.249681772,,,1.869654071,1.750199728,Cc1ccc2nc3c(c(C(=O)NCc4cnn(C)c4)c2c1)CCCC3,36646466,Cc1ccc2nc3c(c(C(=O)NCc4cnn(C)c4)c2c1)CCCC3,3.0855200000000016,0,0.35,1,4,1,"{""number"": ""1.567155811"", ""relation"": ""="", ""status"": ""VALID""}",334.42300000000023,data/raw/biogen/ADME_public_set_3521.csv,Mol612,Cc1ccc2nc3c(c(C(=O)NCc4cnn(C)c4)c2c1)CCCC3,1.567155811,3,Biogen,612,,VALID,59.81,0
emolecules,Mol613,1.226032503,-0.314355198,,,2.127700734,0.471291711,Clc1cc2ncc(-n3ccnc3)nc2cc1Cl,49307701,Clc1cc2ncc(-n3ccnc3)nc2cc1Cl,3.1223,0,0.0,1,4,0,"{""number"": ""1.226032503"", ""relation"": ""="", ""status"": ""VALID""}",265.10300000000007,data/raw/biogen/ADME_public_set_3521.csv,Mol613,Clc1cc2ncc(-n3ccnc3)nc2cc1Cl,1.226032503,1,Biogen,613,,VALID,43.6,0
emolecules,Mol614,1.187577119,0.399825638,,,2.345599152,1.686546899,CN(Cc1ccncc1)Cc1cc2ccccc2nc1O,49936164,CN(Cc1ccncc1)Cc1cc2ccccc2nc1O,2.967400000000002,0,0.17647058823529413,1,4,1,"{""number"": ""1.187577119"", ""relation"": ""="", ""status"": ""VALID""}",279.343,data/raw/biogen/ADME_public_set_3521.csv,Mol614,CN(Cc1ccncc1)Cc1cc2ccccc2nc1O,1.187577119,4,Biogen,614,,VALID,49.25,0
emolecules,Mol615,0.675686709,0.128494074,,,1.027920136,1.65829765,CCC(CC)NC(=O)c1cc(C)nc2onc(C)c12,18898062,CCC(CC)NC(=O)c1cc(C)nc2onc(C)c12,2.758040000000001,0,0.5,1,4,1,"{""number"": ""0.675686709"", ""relation"": ""="", ""status"": ""VALID""}",261.325,data/raw/biogen/ADME_public_set_3521.csv,Mol615,CCC(CC)NC(=O)c1cc(C)nc2onc(C)c12,0.675686709,4,Biogen,615,,VALID,68.02000000000001,0
emolecules,Mol616,0.675686709,1.965645119,,,1.647901076,1.59505509,CCCN(C)C(=O)Nc1cccc(-c2nnc3n2CCCCC3)c1,36286506,CCCN(C)C(=O)Nc1cccc(-c2nnc3n2CCCCC3)c1,3.545200000000002,0,0.5,1,4,1,"{""number"": ""0.675686709"", ""relation"": ""="", ""status"": ""VALID""}",327.4320000000002,data/raw/biogen/ADME_public_set_3521.csv,Mol616,CCCN(C)C(=O)Nc1cccc(-c2nnc3n2CCCCC3)c1,0.675686709,4,Biogen,616,,VALID,63.050000000000004,0
emolecules,Mol617,1.016991578,-0.118484638,,,2.511115652,1.843232778,CN(CC(N)=O)Cc1cc2c(cc1Br)OCO2,35724598,CN(CC(N)=O)Cc1cc2c(cc1Br)OCO2,1.0949000000000004,0,0.36363636363636365,1,4,1,"{""number"": ""1.016991578"", ""relation"": ""="", ""status"": ""VALID""}",301.14000000000004,data/raw/biogen/ADME_public_set_3521.csv,Mol617,CN(CC(N)=O)Cc1cc2c(cc1Br)OCO2,1.016991578,4,Biogen,617,,VALID,64.79,0
emolecules,Mol618,1.51506541,0.903656713,,,2.37697822,1.783903579,CC(C)c1nc2c(n1C)CCN(C(=O)c1cccc(C(F)(F)F)c1F)C2,75983310,CC(C)c1nc2c(n1C)CCN(C(=O)c1cccc(C(F)(F)F)c1F)C2,3.8999000000000033,0,0.4444444444444444,1,3,0,"{""number"": ""1.51506541"", ""relation"": ""="", ""status"": ""VALID""}",369.362,data/raw/biogen/ADME_public_set_3521.csv,Mol618,CC(C)c1nc2c(n1C)CCN(C(=O)c1cccc(C(F)(F)F)c1F)C2,1.51506541,2,Biogen,618,,VALID,38.13,0
emolecules,Mol619,0.675686709,-0.156317083,,,1.667714385,1.355259906,COc1cccc(-c2nc(-c3cccnc3)n[nH]2)c1,25587599,COc1cccc(-c2nc(-c3cccnc3)n[nH]2)c1,2.542299999999999,0,0.07142857142857142,1,4,1,"{""number"": ""0.675686709"", ""relation"": ""="", ""status"": ""VALID""}",252.27700000000004,data/raw/biogen/ADME_public_set_3521.csv,Mol619,COc1cccc(-c2nc(-c3cccnc3)n[nH]2)c1,0.675686709,3,Biogen,619,,VALID,63.690000000000005,0
emolecules,Mol620,0.675686709,-0.011133705,,,2.159338557,1.679064318,CC(C)(C)c1ccc(CN2CCC(C(N)=O)CC2)cc1,31845178,CC(C)(C)c1ccc(CN2CCC(C(N)=O)CC2)cc1,2.681400000000001,0,0.5882352941176471,1,2,1,"{""number"": ""0.675686709"", ""relation"": ""="", ""status"": ""VALID""}",274.4079999999999,data/raw/biogen/ADME_public_set_3521.csv,Mol620,CC(C)(C)c1ccc(CN2CCC(C(N)=O)CC2)cc1,0.675686709,3,Biogen,620,,VALID,46.33,0
emolecules,Mol621,1.126358727,-0.057022681,,,1.804228055,1.658202253,N#Cc1ccc(N2CCc3c(ncn3C3CC3)C2)nc1,36342840,N#Cc1ccc(N2CCc3c(ncn3C3CC3)C2)nc1,2.04738,0,0.4,1,5,0,"{""number"": ""1.126358727"", ""relation"": ""="", ""status"": ""VALID""}",265.32,data/raw/biogen/ADME_public_set_3521.csv,Mol621,N#Cc1ccc(N2CCc3c(ncn3C3CC3)C2)nc1,1.126358727,2,Biogen,621,,VALID,57.74,0
emolecules,Mol622,1.967187475,-0.268931938,,,3.340824501,1.542576476,O=S(=O)(Cc1csc(C2CCCC2)n1)C1CCCC1,48747071,O=S(=O)(Cc1csc(C2CCCC2)n1)C1CCCC1,3.658100000000003,0,0.7857142857142857,1,4,0,"{""number"": ""1.967187475"", ""relation"": ""="", ""status"": ""VALID""}",299.46100000000007,data/raw/biogen/ADME_public_set_3521.csv,Mol622,O=S(=O)(Cc1csc(C2CCCC2)n1)C1CCCC1,1.967187475,4,Biogen,622,,VALID,47.03,0
emolecules,Mol623,0.675686709,-0.280743974,,,1.027920136,1.615739689,N#Cc1cc(F)c(N2CCN(CCO)CC2)c(F)c1,32126735,N#Cc1cc(F)c(N2CCN(CCO)CC2)c(F)c1,0.95078,0,0.46153846153846156,1,4,1,"{""number"": ""0.675686709"", ""relation"": ""="", ""status"": ""VALID""}",267.27899999999994,data/raw/biogen/ADME_public_set_3521.csv,Mol623,N#Cc1cc(F)c(N2CCN(CCO)CC2)c(F)c1,0.675686709,3,Biogen,623,,VALID,50.5,0
emolecules,Mol624,0.675686709,-0.01269957,,,2.086754788,1.716587578,CC(C)c1nnc(CN2CCN(c3nccs3)CC2)o1,32172391,CC(C)c1nnc(CN2CCN(c3nccs3)CC2)o1,1.9717,0,0.6153846153846154,1,7,0,"{""number"": ""0.675686709"", ""relation"": ""="", ""status"": ""VALID""}",293.39600000000013,data/raw/biogen/ADME_public_set_3521.csv,Mol624,CC(C)c1nnc(CN2CCN(c3nccs3)CC2)o1,0.675686709,4,Biogen,624,,VALID,58.290000000000006,0
emolecules,Mol625,0.675686709,0.390488192,,,1.419278183,1.583198774,O=C(NCc1cccnc1)c1cnn(-c2ccccc2)c1,24128634,O=C(NCc1cccnc1)c1cnn(-c2ccccc2)c1,2.1973000000000003,0,0.0625,1,4,1,"{""number"": ""0.675686709"", ""relation"": ""="", ""status"": ""VALID""}",278.315,data/raw/biogen/ADME_public_set_3521.csv,Mol625,O=C(NCc1cccnc1)c1cnn(-c2ccccc2)c1,0.675686709,4,Biogen,625,,VALID,59.81,0
emolecules,Mol626,0.675686709,2.112832101,,,1.027920136,1.73239376,CC(=O)NCC1CCN(C(=O)c2ccc(C)nc2)CC1,31981950,CC(=O)NCC1CCN(C(=O)c2ccc(C)nc2)CC1,1.3783199999999995,0,0.5333333333333333,1,3,1,"{""number"": ""0.675686709"", ""relation"": ""="", ""status"": ""VALID""}",275.3520000000001,data/raw/biogen/ADME_public_set_3521.csv,Mol626,CC(=O)NCC1CCN(C(=O)c2ccc(C)nc2)CC1,0.675686709,3,Biogen,626,,VALID,62.300000000000004,0
emolecules,Mol627,1.329682569,-0.251236396,,,2.96168017,1.421932813,CC1CCN(C(=O)c2n[nH]c3ccccc23)CC1,31842542,CC1CCN(C(=O)c2n[nH]c3ccccc23)CC1,2.4350000000000005,0,0.42857142857142855,1,2,1,"{""number"": ""1.329682569"", ""relation"": ""="", ""status"": ""VALID""}",243.30999999999997,data/raw/biogen/ADME_public_set_3521.csv,Mol627,CC1CCN(C(=O)c2n[nH]c3ccccc23)CC1,1.329682569,1,Biogen,627,,VALID,48.99,0
emolecules,Mol628,0.990116766,-0.188640098,,,1.843039577,1.487138375,CN(Cc1cccnc1)Cc1ccc(C#N)o1,49314549,CN(Cc1cccnc1)Cc1ccc(C#N)o1,2.17828,0,0.23076923076923078,1,4,0,"{""number"": ""0.990116766"", ""relation"": ""="", ""status"": ""VALID""}",227.26699999999997,data/raw/biogen/ADME_public_set_3521.csv,Mol628,CN(Cc1cccnc1)Cc1ccc(C#N)o1,0.990116766,4,Biogen,628,,VALID,53.06,0
emolecules,Mol629,0.675686709,0.444209915,,,2.058813073,0.322219295,Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1,31507670,Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1,2.3294000000000006,0,0.0,1,8,4,"{""number"": ""0.675686709"", ""relation"": ""="", ""status"": ""VALID""}",346.3500000000001,data/raw/biogen/ADME_public_set_3521.csv,Mol629,Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1,0.675686709,2,Biogen,629,,VALID,144.06,0
emolecules,Mol630,0.818357878,1.359968571,,,1.882877294,1.61415871,Cc1ccc(CCNC(=O)N2CC(C)(C)OC(C)(C)C2)cn1,49972454,Cc1ccc(CCNC(=O)N2CC(C)(C)OC(C)(C)C2)cn1,2.5315200000000004,0,0.6470588235294118,1,3,1,"{""number"": ""0.818357878"", ""relation"": ""="", ""status"": ""VALID""}",305.422,data/raw/biogen/ADME_public_set_3521.csv,Mol630,Cc1ccc(CCNC(=O)N2CC(C)(C)OC(C)(C)C2)cn1,0.818357878,3,Biogen,630,,VALID,54.46000000000001,0
emolecules,Mol631,2.118535869,0.982549868,,,3.0467651,1.545925329,CS(=O)(=O)N(CC(=O)Nc1ccccc1C(=O)NCc1ccco1)c1ccc(F)cc1,1734240,CS(=O)(=O)N(CC(=O)Nc1ccccc1C(=O)NCc1ccco1)c1ccc(F)cc1,2.7534,0,0.14285714285714285,1,5,2,"{""number"": ""2.118535869"", ""relation"": ""="", ""status"": ""VALID""}",445.47200000000015,data/raw/biogen/ADME_public_set_3521.csv,Mol631,CS(=O)(=O)N(CC(=O)Nc1ccccc1C(=O)NCc1ccco1)c1ccc(F)cc1,2.118535869,8,Biogen,631,,VALID,108.72000000000001,0
emolecules,Mol632,1.046104787,0.027366981,,,2.600480634,1.676053125,Cc1ccc(F)cc1CNc1cc(C(=O)N(C)C)ccn1,49949882,Cc1ccc(F)cc1CNc1cc(C(=O)N(C)C)ccn1,2.843020000000001,0,0.25,1,3,1,"{""number"": ""1.046104787"", ""relation"": ""="", ""status"": ""VALID""}",287.338,data/raw/biogen/ADME_public_set_3521.csv,Mol632,Cc1ccc(F)cc1CNc1cc(C(=O)N(C)C)ccn1,1.046104787,4,Biogen,632,,VALID,45.230000000000004,0
emolecules,Mol633,1.399483352,0.993668683,,,2.740063318,1.330819467,COCCc1nc(CCCn2cccn2)n(C2Cc3ccccc3C2)n1,49148845,COCCc1nc(CCCn2cccn2)n(C2Cc3ccccc3C2)n1,2.6362000000000014,0,0.45,1,6,0,"{""number"": ""1.399483352"", ""relation"": ""="", ""status"": ""VALID""}",351.4540000000001,data/raw/biogen/ADME_public_set_3521.csv,Mol633,COCCc1nc(CCCn2cccn2)n(C2Cc3ccccc3C2)n1,1.399483352,8,Biogen,633,,VALID,57.76,0
emolecules,Mol634,1.001171015,0.709326696,,,2.278977548,1.283301229,Cn1nc(-c2cn(Cc3ccc(CO)cc3)nn2)c2c(Cl)cccc21,46036273,Cn1nc(-c2cn(Cc3ccc(CO)cc3)nn2)c2c(Cl)cccc21,3.025800000000001,0,0.16666666666666666,1,6,1,"{""number"": ""1.001171015"", ""relation"": ""="", ""status"": ""VALID""}",353.81300000000005,data/raw/biogen/ADME_public_set_3521.csv,Mol634,Cn1nc(-c2cn(Cc3ccc(CO)cc3)nn2)c2c(Cl)cccc21,1.001171015,4,Biogen,634,,VALID,68.76,0
emolecules,Mol635,0.675686709,1.657440461,,,1.027920136,1.714664993,CC(C)c1nnc(CNC(=O)C2(C)CCC2)n1C,49937270,CC(C)c1nnc(CNC(=O)C2(C)CCC2)n1C,1.7448999999999997,0,0.7692307692307693,1,4,1,"{""number"": ""0.675686709"", ""relation"": ""="", ""status"": ""VALID""}",250.34599999999995,data/raw/biogen/ADME_public_set_3521.csv,Mol635,CC(C)c1nnc(CNC(=O)C2(C)CCC2)n1C,0.675686709,4,Biogen,635,,VALID,59.81,0
emolecules,Mol636,2.22299984,0.545512665,,,3.301043893,1.864511081,CSCC[C@@H](CO)n1ccnc1-c1oc2ccccc2c1C,43124325,CSCC[C@@H](CO)n1ccnc1-c1oc2ccccc2c1C,3.8912200000000023,0,0.35294117647058826,1,5,1,"{""number"": ""2.22299984"", ""relation"": ""="", ""status"": ""VALID""}",316.42600000000004,data/raw/biogen/ADME_public_set_3521.csv,Mol636,CSCC[C@@H](CO)n1ccnc1-c1oc2ccccc2c1C,2.22299984,6,Biogen,636,,VALID,51.19,0
emolecules,Mol637,0.689220037,0.402088014,,,1.027920136,1.709354776,Cc1nn(-c2ccccn2)c2nc(C3CC3)cc(C(=O)O)c12,31412367,Cc1nn(-c2ccccn2)c2nc(C3CC3)cc(C(=O)O)c12,2.6995200000000006,0,0.25,1,5,1,"{""number"": ""0.689220037"", ""relation"": ""="", ""status"": ""VALID""}",294.31399999999996,data/raw/biogen/ADME_public_set_3521.csv,Mol637,Cc1nn(-c2ccccn2)c2nc(C3CC3)cc(C(=O)O)c12,0.689220037,3,Biogen,637,,VALID,80.9,0
emolecules,Mol638,0.675686709,-0.098623098,,,1.600286626,1.554731377,CCc1nc(CC)n(Cc2nc(C)cs2)n1,44583632,CCc1nc(CC)n(Cc2nc(C)cs2)n1,2.21612,0,0.5454545454545454,1,5,0,"{""number"": ""0.675686709"", ""relation"": ""="", ""status"": ""VALID""}",236.34400000000002,data/raw/biogen/ADME_public_set_3521.csv,Mol638,CCc1nc(CC)n(Cc2nc(C)cs2)n1,0.675686709,4,Biogen,638,,VALID,43.6,0
emolecules,Mol639,1.19044376,0.320064434,,,2.057521569,1.538322333,OCc1ccc(Cn2cc(-c3cc(F)ccc3-n3cccn3)nn2)cc1,46091137,OCc1ccc(Cn2cc(-c3cc(F)ccc3-n3cccn3)nn2)cc1,2.8105,0,0.10526315789473684,1,6,1,"{""number"": ""1.19044376"", ""relation"": ""="", ""status"": ""VALID""}",349.369,data/raw/biogen/ADME_public_set_3521.csv,Mol639,OCc1ccc(Cn2cc(-c3cc(F)ccc3-n3cccn3)nn2)cc1,1.19044376,5,Biogen,639,,VALID,68.76,0
emolecules,Mol640,0.675686709,0.907462376,,,1.027920136,1.705007959,CC(C)[C@H](NC(=O)c1c(F)cccc1F)C(=O)N1CCOCC1,32065468,CC(C)[C@H](NC(=O)c1c(F)cccc1F)C(=O)N1CCOCC1,1.5779999999999998,0,0.5,1,3,1,"{""number"": ""0.675686709"", ""relation"": ""="", ""status"": ""VALID""}",326.34300000000013,data/raw/biogen/ADME_public_set_3521.csv,Mol640,CC(C)[C@H](NC(=O)c1c(F)cccc1F)C(=O)N1CCOCC1,0.675686709,4,Biogen,640,,VALID,58.64,0
emolecules,Mol641,0.675686709,-0.102357902,,,1.590696972,1.414973348,Cc1nc(CC(=O)NCc2ccccc2)cs1,30745331,Cc1nc(CC(=O)NCc2ccccc2)cs1,2.3104199999999997,0,0.23076923076923078,1,3,1,"{""number"": ""0.675686709"", ""relation"": ""="", ""status"": ""VALID""}",246.33500000000004,data/raw/biogen/ADME_public_set_3521.csv,Mol641,Cc1nc(CC(=O)NCc2ccccc2)cs1,0.675686709,4,Biogen,641,,VALID,41.99,0
emolecules,Mol642,0.781611782,-0.193582814,,,2.691960689,1.217483944,O=C(Nc1ccc2c(c1)OCCCO2)c1cnn(Cc2ccccc2)c1,11835068,O=C(Nc1ccc2c(c1)OCCCO2)c1cnn(Cc2ccccc2)c1,3.3450000000000015,0,0.2,1,5,1,"{""number"": ""0.781611782"", ""relation"": ""="", ""status"": ""VALID""}",349.39000000000004,data/raw/biogen/ADME_public_set_3521.csv,Mol642,O=C(Nc1ccc2c(c1)OCCCO2)c1cnn(Cc2ccccc2)c1,0.781611782,4,Biogen,642,,VALID,65.38,0
emolecules,Mol643,0.675686709,0.862395891,,,1.715351413,1.79719827,CC(C)C(=O)N1CC(Cc2nccc3ccn(C)c23)C1,222721,CC(C)C(=O)N1CC(Cc2nccc3ccn(C)c23)C1,2.2302,0,0.5,1,3,0,"{""number"": ""0.675686709"", ""relation"": ""="", ""status"": ""VALID""}",271.3640000000001,data/raw/biogen/ADME_public_set_3521.csv,Mol643,CC(C)C(=O)N1CC(Cc2nccc3ccn(C)c23)C1,0.675686709,3,Biogen,643,,VALID,38.13,0
emolecules,Mol644,1.398183146,1.039028681,,,2.774065649,1.813647695,COc1ccc(Nc2nc(N)nc(CN3CCN(Cc4ccccc4)CC3)n2)cc1,1539152,COc1ccc(Nc2nc(N)nc(CN3CCN(Cc4ccccc4)CC3)n2)cc1,2.5238000000000005,0,0.3181818181818182,1,8,2,"{""number"": ""1.398183146"", ""relation"": ""="", ""status"": ""VALID""}",405.50600000000014,data/raw/biogen/ADME_public_set_3521.csv,Mol644,COc1ccc(Nc2nc(N)nc(CN3CCN(Cc4ccccc4)CC3)n2)cc1,1.398183146,7,Biogen,644,,VALID,92.42999999999999,0
emolecules,Mol645,0.675686709,1.074962623,,,2.860404493,1.7513561,CCCN(Cc1ccccc1)C(=O)CC1(N)CCC1,301065487,CCCN(Cc1ccccc1)C(=O)CC1(N)CCC1,2.6967000000000008,0,0.5625,1,2,1,"{""number"": ""0.675686709"", ""relation"": ""="", ""status"": ""VALID""}",260.381,data/raw/biogen/ADME_public_set_3521.csv,Mol645,CCCN(Cc1ccccc1)C(=O)CC1(N)CCC1,0.675686709,6,Biogen,645,,VALID,46.33,0
emolecules,Mol646,0.675686709,-0.561572286,,,1.027920136,1.564666064,CN(C)C1=N[C@H]2[C@H](O[C@H](CO)[C@@H](O)[C@@H]2O)S1,50377896,CN(C)C1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]2S1,-1.5415999999999992,0,0.8888888888888888,1,7,3,"{""number"": ""0.675686709"", ""relation"": ""="", ""status"": ""VALID""}",248.304,data/raw/biogen/ADME_public_set_3521.csv,Mol646,CN(C)C1=N[C@H]2[C@H](O[C@H](CO)[C@@H](O)[C@@H]2O)S1,0.675686709,1,Biogen,646,,VALID,85.52000000000001,0
emolecules,Mol647,2.189582946,0.572330802,,,3.179797018,1.47957531,Cc1ccc(CNC(=O)CN2CCC(n3nnc4cc(C)ccc43)CC2)cc1,6630813,Cc1ccc(CNC(=O)CN2CCC(n3nnc4cc(C)ccc43)CC2)cc1,3.0014400000000014,0,0.4090909090909091,1,5,1,"{""number"": ""2.189582946"", ""relation"": ""="", ""status"": ""VALID""}",377.4920000000002,data/raw/biogen/ADME_public_set_3521.csv,Mol647,Cc1ccc(CNC(=O)CN2CCC(n3nnc4cc(C)ccc43)CC2)cc1,2.189582946,5,Biogen,647,,VALID,63.050000000000004,0
emolecules,Mol648,1.82087111,0.028796796,,,3.0852995,1.766189693,COC(=O)N1CCCN(C(=O)C(=O)Nc2cccc(C(C)C)c2)CC1,36659962,COC(=O)N1CCCN(C(=O)C(=O)Nc2cccc(C(C)C)c2)CC1,2.0491999999999995,0,0.5,1,4,1,"{""number"": ""1.82087111"", ""relation"": ""="", ""status"": ""VALID""}",347.4150000000002,data/raw/biogen/ADME_public_set_3521.csv,Mol648,COC(=O)N1CCCN(C(=O)C(=O)Nc2cccc(C(C)C)c2)CC1,1.82087111,2,Biogen,648,,VALID,78.95,0
emolecules,Mol649,0.675686709,0.454603323,,,2.120439016,1.786609473,O=C(Nc1ccn(Cc2ccccn2)n1)c1c(F)cccc1I,44587026,O=C(Nc1ccn(Cc2ccccn2)n1)c1c(F)cccc1I,3.322400000000002,0,0.0625,1,4,1,"{""number"": ""0.675686709"", ""relation"": ""="", ""status"": ""VALID""}",422.201,data/raw/biogen/ADME_public_set_3521.csv,Mol649,O=C(Nc1ccn(Cc2ccccn2)n1)c1c(F)cccc1I,0.675686709,4,Biogen,649,,VALID,59.81,0
